mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,k_percent
0.00012953923005898973,21.983333333333334,-0.048178514908037505,-0.9654104580738757,1.0
0.00012953923005898973,21.983333333333334,-0.048178514908037505,-0.9654104580738757,1.5
0.00012953923005898973,21.983333333333334,-0.048178514908037505,-0.9654104580738757,2.0
0.00012953923005898973,21.983333333333334,-0.048178514908037505,-0.9654104580738757,2.5
-0.00038032163112686673,22.766666666666666,-0.050079885171614116,-1.0192894586470727,3.0
-0.0008636275865102305,30.233333333333334,-0.06425358595165756,-1.2313112671445219,3.5
-0.0016068507934442224,34.233333333333334,-0.07545451592697036,-1.4788778686321185,4.0
-0.0018052490812172203,36.56666666666667,-0.08815908097825505,-1.6038817548821847,4.5
-0.0015773969674420698,36.666666666666664,-0.08488948394367346,-1.5326698162031576,5.0
-0.0016142815889217598,38.56666666666667,-0.08776212415565839,-1.561438955383685,5.5
-0.0012946736430598281,42.0,-0.08587073508107461,-1.463925338025596,6.0
-0.0013912688977561153,43.416666666666664,-0.08406831726505364,-1.4495917128579578,6.5
-0.0013314667239860507,47.583333333333336,-0.09305326558554895,-1.3412630283320026,7.0
-0.0014063322665325887,49.06666666666667,-0.09683097226642814,-1.3720635090290556,7.5
-0.0013798591099075778,49.833333333333336,-0.0994378053543564,-1.401277842282056,8.0
-0.0015613425902033724,52.833333333333336,-0.12340120809939555,-1.6370926649239979,8.5
-0.001754336655131698,53.96666666666667,-0.12516672422695482,-1.667129024203777,9.0
-0.0017382591578393625,56.05,-0.13660228737017338,-1.7646561049569662,9.5
-0.001117344536901949,56.68333333333333,-0.13918253892744492,-1.8208854063342672,10.0
-0.0006783554876655081,58.25,-0.13946561720078002,-1.85531621861466,10.5
-0.0006015123794925564,59.05,-0.1337483202637924,-1.8087048545694608,11.0
-0.0005654714465048093,60.28333333333333,-0.13577115077539495,-1.8016329997488196,11.5
-0.0005210522837879141,61.15,-0.13742749123641781,-1.8177027751699728,12.0
-0.0005679070786142564,61.68333333333333,-0.14447270177170196,-1.8758071594379366,12.5
-0.0005750064731571831,64.88333333333334,-0.152160534938056,-1.9083135221784089,13.0
-0.000517494643039763,65.93333333333334,-0.1477245647838945,-1.8627790204974273,13.5
-0.0003886875390216228,67.41666666666667,-0.14801818899749955,-1.818968689773648,14.0
-0.00038494854699980925,68.11666666666666,-0.14916781317205538,-1.8371994120312036,14.5
-0.00041203245817165654,68.78333333333333,-0.1481043178045651,-1.8299346566008925,15.0
-0.00038781167439789035,69.63333333333334,-0.15246750065144737,-1.8942357402878485,15.5
-0.0004370144529950472,69.93333333333334,-0.15420329440389727,-1.9269391937208995,16.0
-0.0004437239442141524,71.6,-0.15238478862741872,-1.927369542156725,16.5
-0.00043517403524561055,72.4,-0.1542637944223421,-1.9543316613149846,17.0
-0.0005397512886026298,74.88333333333334,-0.16166534648773725,-2.052503529864029,17.5
-0.000510321132475713,76.56666666666666,-0.16557510110461537,-2.0213017970554787,18.0
-0.0005682932592749612,76.7,-0.16695648874539204,-2.023249127778194,18.5
-0.0006006661001950413,77.21666666666667,-0.16840551123562236,-2.0636131657130408,19.0
-0.0006161641053887135,78.23333333333333,-0.16426785510984573,-2.020239557349723,19.5
-0.0006161641053887135,78.23333333333333,-0.16426785510984573,-2.020239557349723,20.0
-0.0006372962924880689,78.81666666666666,-0.16510378424752023,-2.0037337517404863,20.5
-0.0005940244615880383,79.66666666666667,-0.16519354136868616,-2.006408882988625,21.0
-0.0006051504466171485,79.98333333333333,-0.167101150867536,-2.016035002045546,21.5
-0.000898054837706454,80.2,-0.16942255144225507,-2.073948136770724,22.0
-0.0009225477829597823,80.55,-0.16861894250552317,-2.067192636824087,22.5
-0.0009672398376794466,80.98333333333333,-0.17114243710754246,-2.1152948897245114,23.0
-0.0009376313115341254,81.36666666666666,-0.1720120454229065,-2.107687418024926,23.5
-0.0010838709780709493,82.05,-0.17601517851389292,-2.1779827934285723,24.0
-0.001068062436774001,82.75,-0.17606378046074905,-2.162577155085297,24.5
-0.001068062436774001,82.75,-0.17606378046074905,-2.162577155085297,25.0
