mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,std_monthly_corpus_return,min_monthly_corpus_return,max_monthly_corpus_return,median_monthly_corpus_return,mode_monthly_corpus_return,k_percent
0.005754637051541899,39.6,-0.06672586574566651,0.002225984714391499,0.03773457490066423,-0.08497283329814331,0.1415391424869672,0.0,0.0,1.0
0.005754637051541899,39.6,-0.06672586574566651,0.002225984714391499,0.03773457490066423,-0.08497283329814331,0.1415391424869672,0.0,0.0,1.5
0.005754637051541899,39.6,-0.06672586574566651,0.002225984714391499,0.03773457490066423,-0.08497283329814331,0.1415391424869672,0.0,0.0,2.0
0.004091462650778867,57.36666666666667,-0.1019567299740185,0.014877652878465694,0.0924080165816007,-0.08450658161152802,0.6568627487148264,0.0017198040559056604,-0.08450658161152802,2.5
0.0021397826501366934,79.56666666666666,-0.14047734344927457,0.01610025218026179,0.09493969054389144,-0.09132227350389999,0.6568627487148264,0.002364120894359556,-0.09132227350389999,3.0
0.002249486282097863,81.3,-0.1296068219396066,0.01620646426882215,0.09487014304488187,-0.09132227350389999,0.6568627487148264,0.002364120894359556,-0.09132227350389999,3.5
0.002249486282097863,81.3,-0.1296068219396066,0.01620646426882215,0.09487014304488187,-0.09132227350389999,0.6568627487148264,0.002364120894359556,-0.09132227350389999,4.0
0.002246019931336507,81.48333333333333,-0.13163436707153126,0.016224967079393277,0.09486043912479444,-0.09132227350389999,0.6568627487148264,0.002364120894359556,-0.09132227350389999,4.5
0.0018197142456662851,88.96666666666667,-0.18441772385287952,0.015450622579676599,0.09536861103768882,-0.09132227350389999,0.6568627487148264,0.0008198857123433712,-0.09132227350389999,5.0
0.005213959236249187,94.2,-0.15553526963431938,0.016679615728509754,0.09531165467835682,-0.08059208130588158,0.6568627487148264,0.0007786683192207433,-0.08059208130588158,5.5
0.004918237995930532,107.86666666666666,-0.11890480503274797,0.014123602041426646,0.09554052509773968,-0.08059208130588158,0.6568627487148264,0.00034288508375757143,-0.08059208130588158,6.0
0.004943599404815798,108.25,-0.11321054665213764,0.014187071053546668,0.09550402398671186,-0.08059208130588158,0.6568627487148264,0.00034288508375757143,-0.08059208130588158,6.5
0.001976488964957042,112.08333333333333,-0.12011487543637063,0.006844285357642314,0.05035367981711586,-0.08059208130588158,0.18280214632346858,0.0019190767359947847,-0.08059208130588158,7.0
0.0017134861365372058,114.06666666666666,-0.15464711826648422,0.004980618786892935,0.05111220023009891,-0.09571556220889288,0.18280214632346858,-0.0009423416172186228,-0.09571556220889288,7.5
0.0016167570488412094,116.36666666666666,-0.10810523337947617,0.0046060089990838824,0.05089225828590636,-0.09571556220889288,0.18280214632346858,-0.0009423416172186228,-0.09571556220889288,8.0
0.001879302786188016,119.53333333333333,-0.05764390485498741,0.0031545271841991185,0.04994395236278776,-0.09571556220889288,0.18280214632346858,-0.0009423416172186228,-0.09571556220889288,8.5
0.0019244929365982272,119.56666666666666,-0.054577704805347314,0.0031573546714714906,0.04994391106421684,-0.09571556220889288,0.18280214632346858,-0.0009423416172186228,-0.09571556220889288,9.0
0.0019023974279496903,121.83333333333333,-0.04000979534566244,0.004188672303542976,0.05102782136514269,-0.09571556220889288,0.18280214632346858,-0.0009423416172186228,-0.09571556220889288,9.5
0.002166434148816325,122.51666666666667,-0.014226907197356099,0.004315241936398543,0.050663817485659686,-0.09560938680827458,0.18280214632346858,-0.0009423416172186228,-0.09560938680827458,10.0
0.001722520748465606,124.56666666666666,-0.0523347183190664,0.0026675045419088366,0.05189526589358729,-0.10862470112850287,0.18280214632346858,-0.0011349171445280692,-0.10862470112850287,10.5
0.0016283805061149128,126.81666666666666,-0.07917403611975932,0.002703840005540037,0.051851374732175666,-0.10862470112850287,0.18280214632346858,-0.0011349171445280692,-0.10862470112850287,11.0
0.0013984814813238736,134.15,-0.08749692391467406,0.0013678156860375767,0.05304198604451753,-0.10862470112850287,0.18280214632346858,-0.0011349171445280692,-0.10862470112850287,11.5
0.001135504834423788,139.63333333333333,-0.09562659368928782,0.0001759318533932852,0.05359714582657438,-0.10862470112850287,0.18280214632346858,-0.0005316620528398319,-0.10862470112850287,12.0
0.0009118509466332602,142.01666666666668,-0.10921402522160183,0.00039369731906411615,0.05413139138599458,-0.12035429192144775,0.18280214632346858,-0.0003604634626567793,-0.12035429192144775,12.5
0.0009321416510949119,143.31666666666666,-0.08805810515008274,0.0006968856847358577,0.05436348850507002,-0.12035429192144775,0.18280214632346858,-0.0003604634626567793,-0.12035429192144775,13.0
0.0009180611552751252,143.66666666666666,-0.08693602336568912,0.000489241333075613,0.054287378779151046,-0.12035429192144775,0.18280214632346858,-0.0003604634626567793,-0.12035429192144775,13.5
0.0011165263519337758,148.4,-0.07586167718976919,0.00017551576783961058,0.053876718189819886,-0.12035429192144775,0.18280214632346858,-0.0012586666937776103,-0.12035429192144775,14.0
0.0009770157076437857,153.55,-0.0777641556561513,0.001048954643855121,0.05298416715113845,-0.12035429192144775,0.18280214632346858,-0.0012586666937776103,-0.12035429192144775,14.5
0.0008634907034917504,156.88333333333333,-0.10430881217985537,0.0005094903699956892,0.05264750387160415,-0.11985716326431739,0.18280214632346858,-0.002412502705647468,-0.11985716326431739,15.0
0.0007704819895223799,158.48333333333332,-0.09098068749198603,0.00010577204059319205,0.051668633598565085,-0.11985716326431739,0.18280214632346858,-0.002412502705647468,-0.11985716326431739,15.5
0.0007315549347441246,159.83333333333334,-0.09821891954335953,-0.0002569163928383652,0.05166429009937401,-0.11985716326431739,0.18280214632346858,-0.002412502705647468,-0.11985716326431739,16.0
0.0008687520204815355,160.88333333333333,-0.10430418731306448,-0.0007174880599696491,0.05136806270018875,-0.11985716326431739,0.18280214632346858,-0.005090256128863713,-0.11985716326431739,16.5
0.0007527992438276644,166.15,-0.14116404661000698,-0.0008752311712457402,0.05162551984312146,-0.11985716326431739,0.18280214632346858,-0.003603427653158131,-0.11985716326431739,17.0
0.0006151521309847171,168.1,-0.1616037499895766,-0.00047012121670459984,0.050883952129646755,-0.10862470112850287,0.18280214632346858,-0.005090256128863713,-0.10862470112850287,17.5
0.0006620172429426654,170.45,-0.1435436719167659,-0.0009953615222345947,0.04993737410217715,-0.10862470112850287,0.18280214632346858,-0.004876262720648061,-0.10862470112850287,18.0
0.00011173995034136548,172.65,-0.1635687896832972,-0.0024301622231666874,0.045953638790655324,-0.10862470112850287,0.13236144658133053,-0.005705044080634714,-0.10862470112850287,18.5
0.0003386805990864093,174.98333333333332,-0.1645371143846766,-0.0022128852411001376,0.04619634245636892,-0.10862470112850287,0.13236144658133053,-0.005705044080634714,-0.10862470112850287,19.0
0.0004066982715730423,175.96666666666667,-0.16940615190096256,-0.001048585545116813,0.04578294138330701,-0.10862470112850287,0.13236144658133053,-0.004876262720648061,-0.10862470112850287,19.5
0.0003505795115800093,177.15,-0.17856670502381353,-0.0016255265052866471,0.04601177557561454,-0.10862470112850287,0.13236144658133053,-0.004876262720648061,-0.10862470112850287,20.0
0.0007772883728249092,180.46666666666667,-0.03699070554231909,-0.0006520248000766504,0.05166084300235247,-0.14534353137642442,0.18777123408927698,-0.004876262720648061,-0.14534353137642442,20.5
0.000937989039294477,181.98333333333332,-0.04015656825526994,7.92120289329327e-05,0.05150292537940182,-0.14534353137642442,0.18777123408927698,-0.0008439465552455561,-0.14534353137642442,21.0
0.0010333156809534533,183.5,-0.01159243005055979,0.0005626538200864284,0.051742224264381916,-0.14534353137642442,0.18777123408927698,-0.0008439465552455561,-0.14534353137642442,21.5
0.0010267776478258043,184.98333333333332,-0.01748371292775582,0.0005287730582078876,0.05152932935459027,-0.14534353137642442,0.18777123408927698,-0.0008439465552455561,-0.14534353137642442,22.0
0.0010772548538490378,185.43333333333334,-0.016507011149976672,0.0010148608208657187,0.0511790926613006,-0.14534353137642442,0.18777123408927698,-0.0008439465552455561,-0.14534353137642442,22.5
0.0012757982715916752,187.63333333333333,-0.013835984095227785,0.001239478659053206,0.05102292333744139,-0.1456976237360076,0.18777123408927698,0.0001765824880822775,-0.1456976237360076,23.0
0.0012150235932595805,188.1,-0.02272193040002487,0.0011860076104354966,0.05103887453297382,-0.1456976237360076,0.18777123408927698,0.0001765824880822775,-0.1456976237360076,23.5
0.0012357084926299176,189.35,-0.019978401077924188,0.0010275506537637646,0.050979993094683124,-0.1456976237360076,0.18777123408927698,0.0001765824880822775,-0.1456976237360076,24.0
0.001247654965770308,189.96666666666667,-0.020124708863744508,0.0012622615293895448,0.05121144606763061,-0.1456976237360076,0.18777123408927698,0.002283279320213105,-0.1456976237360076,24.5
0.001247654965770308,189.96666666666667,-0.020124708863744508,0.0012622615293895448,0.05121144606763061,-0.1456976237360076,0.18777123408927698,0.002283279320213105,-0.1456976237360076,25.0
0.0014523882647985151,192.1,0.014779869573555747,0.002073574649303768,0.05426719244661941,-0.1456976237360076,0.23455665571508866,0.002060008433483973,-0.1456976237360076,25.5
0.0014049768922868098,192.98333333333332,0.0026241329705527046,0.0022511769929583814,0.0542355457992009,-0.1456976237360076,0.23455665571508866,0.002060008433483973,-0.1456976237360076,26.0
0.001410613352564888,193.51666666666668,0.004762175237284305,0.002490191547080208,0.05427972541613296,-0.1456976237360076,0.23455665571508866,0.002060008433483973,-0.1456976237360076,26.5
0.0013895653007339611,193.55,0.0021113936040874585,0.0025197882440497273,0.05427311521438557,-0.1456976237360076,0.23455665571508866,0.002060008433483973,-0.1456976237360076,27.0
0.001341804278227403,194.23333333333332,0.0015162543650673252,0.002242174305708925,0.054085739487501984,-0.1456976237360076,0.23455665571508866,0.0021279124354163237,-0.1456976237360076,27.5
