mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,std_monthly_corpus_return,min_monthly_corpus_return,max_monthly_corpus_return,k_percent
0.00938859835985474,38.46666666666667,0.01868449909759371,-0.000995168522234191,0.008048565523146332,-0.02857382270269826,0.03741313707957028,1.0
0.00938859835985474,38.46666666666667,0.01868449909759371,-0.000995168522234191,0.008048565523146332,-0.02857382270269826,0.03741313707957028,1.5
0.00938859835985474,38.46666666666667,0.01868449909759371,-0.000995168522234191,0.008048565523146332,-0.02857382270269826,0.03741313707957028,2.0
0.002142735732104796,44.11666666666667,-0.019216043318415775,-0.000717375007254336,0.0086252002420142,-0.02857382270269826,0.03741313707957028,2.5
0.0038372721319167966,59.9,0.011684149586181471,-0.0008203850249190478,0.01151563338142893,-0.02857382270269826,0.052623547517838265,3.0
0.003359459529979077,70.68333333333334,-0.012928787162133816,-0.0011653141401309483,0.013743950575363297,-0.04817066650769297,0.052623547517838265,3.5
0.003359459529979077,70.68333333333334,-0.012928787162133816,-0.0011653141401309483,0.013743950575363297,-0.04817066650769297,0.052623547517838265,4.0
0.003359459529979077,70.68333333333334,-0.012928787162133816,-0.0011653141401309483,0.013743950575363297,-0.04817066650769297,0.052623547517838265,4.5
0.003619656732443934,75.61666666666666,0.00474482963520319,-0.0011422672276158526,0.01377090270963451,-0.04817066650769297,0.052623547517838265,5.0
0.0038589617507078277,79.73333333333333,0.006362531237056022,-0.0009960421243543312,0.013853068255196981,-0.04817066650769297,0.052623547517838265,5.5
0.0038842886076465243,90.78333333333333,0.03706200792272098,-0.0011821716901891193,0.015027777102550136,-0.04817066650769297,0.052623547517838265,6.0
0.0033746188619237917,98.08333333333333,0.02789562192176904,-0.0011143124199275176,0.015043478865191539,-0.0466067815366179,0.052623547517838265,6.5
0.0035934979693847953,98.4,0.040482791052590214,-0.0010224809866564045,0.015045286264367108,-0.0466067815366179,0.052623547517838265,7.0
0.003122462211829657,99.56666666666666,0.02666876372449229,4.497817531482854e-06,0.01734817131082233,-0.0466067815366179,0.06542640499362995,7.5
0.002975872281466196,103.6,0.04918946279030599,0.00010851883610572729,0.01752966479662501,-0.0466067815366179,0.06542640499362995,8.0
0.002975872281466196,103.6,0.04918946279030599,0.00010851883610572729,0.01752966479662501,-0.0466067815366179,0.06542640499362995,8.5
0.0030969564510829333,108.96666666666667,0.06227936178660067,0.00011962952487160247,0.01819561478648806,-0.0466067815366179,0.06542640499362995,9.0
0.00298090776092826,111.08333333333333,0.03443972992118296,-1.12946726420667e-06,0.018226815358962402,-0.0466067815366179,0.06542640499362995,9.5
0.0027420649747273707,112.3,0.009723359559159856,-0.0002487739678730191,0.018152187081746707,-0.0466067815366179,0.062127893847015114,10.0
0.0028279052703042997,113.25,0.01327737478981847,-0.0002787461605260148,0.018228743786500353,-0.0466067815366179,0.062127893847015114,10.5
0.0028424780511017936,113.36666666666666,0.01637248256065302,-0.00021779154629749664,0.018263719665187864,-0.0466067815366179,0.062127893847015114,11.0
0.0028618682084587733,113.5,0.019510016932015487,-0.00020430466844611472,0.018357091925316326,-0.0466067815366179,0.062127893847015114,11.5
0.0028009680064818225,117.78333333333333,0.03874555306767929,-0.0002024036021667767,0.01863103661488596,-0.0466067815366179,0.062127893847015114,12.0
0.003076629203032776,121.11666666666666,0.0477980767550741,-0.0002104265809553585,0.018715904201624185,-0.0466067815366179,0.062127893847015114,12.5
0.0029522851779212977,128.11666666666667,0.007401412518520835,-0.0005539213589110396,0.0189750361303916,-0.04900271845996296,0.062127893847015114,13.0
0.002952129229924459,128.13333333333333,0.007370895818229404,-0.0005539213589110396,0.0189750361303916,-0.04900271845996296,0.062127893847015114,13.5
0.002969592813471932,129.7,-0.007042379064308237,-0.0008097428282151931,0.01916657602420007,-0.04900271845996296,0.062127893847015114,14.0
0.0029453262431501383,130.73333333333332,-0.01031980271006374,-0.0008274093870959527,0.019208945748064556,-0.04900271845996296,0.062127893847015114,14.5
0.002839548665820598,134.21666666666667,-0.03676160965634416,-0.0008083064716459772,0.019178597689183487,-0.04900271845996296,0.062127893847015114,15.0
0.0026503548698562016,138.11666666666667,-0.03937778757378771,-0.0008875226729335143,0.019482606791958085,-0.04900271845996296,0.062127893847015114,15.5
0.0027444807754048372,140.85,-0.052965558580251766,-0.0009182808630524082,0.01933844618384039,-0.04524459131126213,0.062127893847015114,16.0
0.002864984666544296,140.9,-0.05044121999874264,-0.0009235762319817968,0.019338344127639552,-0.04524459131126213,0.062127893847015114,16.5
0.002743132369440746,141.43333333333334,-0.05326896917014963,-0.0008704873705138616,0.019370295804070087,-0.04524459131126213,0.062127893847015114,17.0
0.002663645505749137,143.2,-0.04306900447254379,-0.0010002706614969622,0.018908338839658104,-0.04524459131126213,0.062127893847015114,17.5
0.0028083827932867665,146.88333333333333,-0.009528957080865546,-0.0007569663373728645,0.019639178909311394,-0.04524459131126213,0.06231154100254033,18.0
0.002756128520915016,149.98333333333332,-0.008840436656274021,-0.0007293058599079212,0.019739896252990552,-0.04524459131126213,0.06231154100254033,18.5
0.0025719084977138943,151.61666666666667,-0.0062979824123465125,-0.0006814065566285813,0.01982753550006557,-0.042878047410696896,0.06231154100254033,19.0
0.002595884813454852,152.03333333333333,-0.014705866443051753,-0.0007680363639669563,0.019928322715472305,-0.042878047410696896,0.06231154100254033,19.5
0.002580920847364746,153.08333333333334,-0.018138296253147876,-0.0006598436110203369,0.020094429275394742,-0.042878047410696896,0.06231154100254033,20.0
0.002646019124581084,153.86666666666667,-0.013026754787174586,-0.0005646513088259197,0.020206941852047123,-0.042878047410696896,0.06231154100254033,20.5
0.0026685588670768193,155.33333333333334,-0.025384537958231465,-0.0008230901650355856,0.020268309434596555,-0.042878047410696896,0.06231154100254033,21.0
0.0024065656429485918,157.71666666666667,-0.03943301983240691,-0.0009133909752571408,0.02013581008234112,-0.042878047410696896,0.06231154100254033,21.5
0.0024322920665771643,158.65,-0.03895675122485396,-0.0008735193697866961,0.02027872657854994,-0.04475560258392619,0.06231154100254033,22.0
0.002459589652574107,158.7,-0.03604614817998762,-0.0008343473059691649,0.020227899354348336,-0.04475560258392619,0.06231154100254033,22.5
0.002473705310210762,160.08333333333334,-0.03880469246712737,-0.0009214201551726568,0.02027118547435552,-0.04475560258392619,0.06231154100254033,23.0
0.002422142625222805,161.2,-0.049081885062795046,-0.0010342143833797816,0.0202800507903286,-0.04475560258392619,0.06231154100254033,23.5
0.0024452281197145983,163.11666666666667,-0.043123099525445026,-0.0008349637221587936,0.020084209929860715,-0.04475560258392619,0.06222246106388574,24.0
0.0022958583490251686,166.28333333333333,-0.034917686772492164,-0.0009326214084140139,0.019948429494830132,-0.04475560258392619,0.06222246106388574,24.5
0.0022958583490251686,166.28333333333333,-0.034917686772492164,-0.0009326214084140139,0.019948429494830132,-0.04475560258392619,0.06222246106388574,25.0
0.0022773337603779918,166.88333333333333,-0.042559109074861066,-0.0009871553423353848,0.019976061142154618,-0.04475560258392619,0.06222246106388574,25.5
0.00226360987419978,167.03333333333333,-0.04200868437203969,-0.0009842087121933573,0.01997580900029364,-0.04475560258392619,0.06222246106388574,26.0
0.0024425741617477886,168.56666666666666,-0.02706843711676558,-0.0009131588490129646,0.01998984461965577,-0.04475560258392619,0.06283490661467561,26.5
0.0024304722138951875,170.93333333333334,-0.025078531161498045,-0.0008248477887310738,0.020093919247989984,-0.04475560258392619,0.06283490661467561,27.0
0.002499697883332994,172.63333333333333,-0.003455031514170846,-0.0007719206310264385,0.020106916045253907,-0.04475560258392619,0.06283490661467561,27.5
0.002478414065727081,172.75,-0.006376024584476364,-0.0008058527269327135,0.020134418789594006,-0.04475560258392619,0.06283490661467561,28.0
0.0025170876170803767,173.7,-0.016096832447702186,-0.0009299211647105324,0.020274809680854964,-0.04475560258392619,0.06283490661467561,28.5
0.002501926252042784,174.7,-0.014887594302607134,-0.0009080995269926062,0.020275512136362892,-0.04475560258392619,0.06273638630729139,29.0
0.0026457493686254546,176.61666666666667,0.0016066537913596228,-0.0006761124700346344,0.02070730106923931,-0.04475560258392619,0.07069911652440886,29.5
0.002637711082439408,176.91666666666666,0.001042028840681251,-0.0006544202134575702,0.02070757601347161,-0.04475560258392619,0.07069911652440886,30.0
0.002492769214429598,177.71666666666667,-0.017339155934790577,-0.0007830106171798893,0.020788727987985922,-0.04475560258392619,0.07069911652440886,30.5
0.002458421722557306,178.66666666666666,-0.03322535049767512,-0.0009643903609234487,0.020923361222766695,-0.04475560258392619,0.07069911652440886,31.0
0.00243717717279161,179.5,-0.03392899557625408,-0.0010178398758269056,0.02113053436299211,-0.04475560258392619,0.07069911652440886,31.5
0.0024532827653916895,180.33333333333334,-0.03682929410109208,-0.0009747386581949088,0.02112081777028149,-0.04475560258392619,0.07069911652440886,32.0
0.002462965216492508,181.21666666666667,-0.025574450447896396,-0.0009741640151452347,0.021021385518878104,-0.04475560258392619,0.06853701684116142,32.5
0.0025058144573785,182.08333333333334,-0.025296822123208624,-0.0009972714521869115,0.021028586674989417,-0.04475560258392619,0.06853701684116142,33.0
0.00250627970268521,182.33333333333334,-0.024642039588337026,-0.0009656061360261962,0.021027275510819378,-0.04475560258392619,0.06853701684116142,33.5
0.00250627970268521,182.33333333333334,-0.024642039588337026,-0.0009656061360261962,0.021027275510819378,-0.04475560258392619,0.06853701684116142,34.0
0.0023206623525475595,183.21666666666667,-0.03853486581561592,-0.0011597554357151818,0.021007359979053643,-0.04550155688213997,0.06853701684116142,34.5
0.0023206623525475595,183.21666666666667,-0.03853486581561592,-0.0011597554357151818,0.021007359979053643,-0.04550155688213997,0.06853701684116142,35.0
0.0022888435418350946,183.45,-0.04176187037811443,-0.0011847590375471174,0.02103088954499515,-0.04550155688213997,0.06863244150931092,35.5
0.0021912480520133266,184.28333333333333,-0.03491498342662271,-0.0012564305008811543,0.020990517375269347,-0.04550155688213997,0.06863244150931092,36.0
0.0021925588722153983,184.53333333333333,-0.03659439783099256,-0.0012685043238493362,0.02103270741396989,-0.04550155688213997,0.06863244150931092,36.5
0.0021925588722153983,184.53333333333333,-0.03659439783099256,-0.0012685043238493362,0.02103270741396989,-0.04550155688213997,0.06863244150931092,37.0
