month,final_corpus_value,total_return,num_trades,avg_daily_return,mean_performance,selected_performance,avg_performance_difference
2018-01-01,0.9301352275892711,-0.06986477241072886,49,-0.004366548275670562,-0.005315596061103128,-0.00519899556555143,0.00011660049555169789
2018-02-01,0.9739978641584685,-0.02600213584153155,58,-0.0017334757227687667,0.00038868781572182535,-0.001712682574592146,-0.0021013703903139717
2018-03-01,0.9698016596738891,-0.030198340326110906,6,-0.006039668065222179,-0.0024457133575937753,-0.00717879621695975,-0.004733082859365975
2018-04-01,1.045827677268397,0.04582767726839698,29,0.0038189731056997803,0.0010979168342188641,0.005160718824467905,0.004062801990249043
2018-05-01,0.979414763306526,-0.020585236693474007,86,-0.0007624161738323696,0.0005526020969812986,-5.563390297600665e-05,-0.0006082359999573053
2018-06-01,0.9704017178428713,-0.029598282157128675,5,-0.005919656431425712,-0.006130591904939336,-0.00700217233264038,-0.0008715804277010436
2018-07-01,1.0167327099244856,0.01673270992448561,23,0.0013943924937071406,-0.002109335273886685,0.002487015484059961,0.004596350757946646
2018-08-01,1.0190939246041997,0.019093924604199675,70,0.0009546962302099712,-0.0006751747120577554,0.0016583400601583444,0.0023335147722160993
2018-09-01,0.9699643408554435,-0.030035659144556526,8,-0.006007131828911294,-0.010297411610093978,-0.007085147853193268,0.003212263756900712
2018-10-01,0.949726889397587,-0.05027311060241302,7,-0.008378851767068802,-0.0007508936241430193,-0.010222555998609622,-0.009471662374466602
2018-11-01,1.0005407935440482,0.0005407935440482348,1,0.0005407935440483201,-0.0003511463657040251,0.0010759919300604,0.0014271382957644252
2018-12-01,1.0573894017094019,0.05738940170940188,1,0.057389401709401766,0.028569858177737266,0.0721367521367522,0.04356689395901494
2019-02-01,1.0264537502680413,0.02645375026804131,3,0.013226875134020611,0.00024346343065735957,0.01698720522402175,0.01674374179336439
2019-03-01,0.9982831473476975,-0.0017168526523024807,2,-0.0008584263261512643,0.005131826558854307,-0.000670255368728,-0.005802081927582307
2019-04-01,0.9915210204883952,-0.008478979511604812,7,-0.0014131632519341335,-0.0059563154163954956,-0.0012302566082992212,0.004726058808096274
2019-05-01,1.0694906754863605,0.06949067548636045,14,0.011581779247726744,-2.3544860470476464e-06,0.01472290246543736,0.014725256951484406
2019-06-01,1.0712849618431985,0.07128496184319855,4,0.023761653947732886,0.004764372085276909,0.029639458115651784,0.024875086030374877
2019-07-01,0.9372828805181097,-0.0627171194818903,16,-0.0052264266234908555,-0.006648847040752509,-0.006250326190612325,0.00039852085014018365
2019-08-01,0.9450337642029576,-0.054966235797042406,3,-0.027483117898521228,-0.015267189595806106,-0.034242871400709446,-0.018975681804903347
2019-09-01,1.1098022341494942,0.1098022341494942,7,0.018300372358249006,0.005439789778559824,0.023175064145905085,0.01773527436734526
2019-10-01,0.9997352152291518,-0.0002647847708482365,26,-2.4071342804393965e-05,-0.002023068218473995,0.0004644886549241108,0.002487556873398105
2019-11-01,1.0266607144150202,0.02666071441502016,52,0.0014031954955273666,-0.0022416139773741225,0.0021959012789508304,0.004437515256324953
2019-12-01,0.9959389870026522,-0.004061012997347846,13,-0.0005076266246684674,-0.003292995194994307,-0.00022133642089062306,0.0030716587741036836
2020-01-01,0.9648430564298915,-0.035156943570108456,27,-0.0027043802746237367,-0.0017397526434421832,-0.00300424755855782,-0.0012644949151156375
2020-02-01,0.9830920403627196,-0.016907959637280423,64,-0.0010567474773300306,-0.0022518038555438278,-0.0008999225092979235,0.0013518813462459038
2020-03-01,1.030920246045594,0.030920246045593958,2,0.015460123022797014,0.016577960300238434,0.01958842827185675,0.0030104679716183164
2020-04-01,1.001759650618696,0.0017596506186960958,1,0.0017596506186959998,0.0015562941300396249,0.00259956327337,0.001043269143330375
2020-05-01,0.9085164849380555,-0.09148351506194452,43,-0.004158341593724754,-0.005482125082164825,-0.004588023780963216,0.0008941013012016108
2020-06-01,1.0881894671983605,0.08818946719836052,40,0.00489941484435335,0.00038723360934976033,0.006605572590106512,0.006218338980756751
2020-07-01,0.9068705969894018,-0.09312940301059824,64,-0.004233154682299925,-0.0031307853288929004,-0.005005522084528066,-0.0018747367556351648
2020-08-01,0.8073718962994323,-0.1926281037005677,14,-0.017511645790960675,-0.005286286005088189,-0.023362239377857832,-0.01807595337276964
2020-09-01,1.1008261797885937,0.10082617978859365,3,0.033608726596197895,-0.005044419976007273,0.0448193438194012,0.04986376379540847
2020-10-01,0.9929079217204229,-0.007092078279577141,8,-0.001182013046596194,0.003235845406102837,-0.0008523127763172279,-0.004088158182420066
2020-11-01,0.9245529532207208,-0.07544704677927916,70,-0.006287253898273261,0.0019151678838179483,-0.007663949219890969,-0.009579117103708916
2020-12-01,1.0265223621278672,0.026522362127867183,1,0.0265223621278672,0.015696231360485747,0.033552952659834,0.01785672129934825
2021-01-01,0.9634365786376415,-0.03656342136235846,13,-0.003323947396578039,-0.0007856832304143289,-0.0036473808073530815,-0.0028616975769387527
2021-02-01,0.9801799904371639,-0.01982000956283614,6,-0.004955002390709021,-0.00903096237296269,-0.0057524364965940745,0.003278525876368615
2021-03-01,1.0120953104464945,0.012095310446494478,3,0.012095310446494506,0.005482533083047409,0.015519138058118132,0.010036604975070723
2021-04-01,0.9991658145829246,-0.0008341854170753615,3,-0.000278061805691795,0.005914111068930691,9.588948501740013e-05,-0.00581822158391329
2021-05-01,0.9871263645874222,-0.0128736354125778,5,-0.0025747270825155675,-0.006783060249563022,-0.0026382277581875183,0.004144832491375504
2021-06-01,1.0346387227148042,0.03463872271480417,2,0.017319361357402124,0.0025187924316078876,0.0219990001046402,0.019480207673032313
2021-07-01,0.9824835388720665,-0.01751646112793348,3,-0.005838820375977813,-0.0027831557577050674,-0.006795053745487467,-0.0040118979877824005
2021-08-01,1.0535263000489343,0.05352630004893433,9,0.0066907875061167936,-0.0036433937673989248,0.008700128537174487,0.01234352230457341
2021-10-01,1.0410840326803663,0.04108403268036631,6,0.008216806536073245,0.0037930383482632285,0.01061118621034414,0.00681814786208091
2021-11-01,0.8904132509326391,-0.10958674906736088,36,-0.006088152725964488,-0.004863138519933141,-0.007527603192116594,-0.0026644646721834518
2021-12-01,0.9265507152785574,-0.07344928472144263,7,-0.010492754960206092,-0.005899443751592935,-0.012982903516432774,-0.007083459764839836
2022-01-01,1.0598015512455305,0.05980155124553055,12,0.0066446168050589595,0.003332387995137922,0.00874074091258033,0.005408352917442408
2022-02-01,0.9741130582565412,-0.025886941743458847,22,-0.001617933858966177,-0.002915126609410498,-0.0015316646657777563,0.001383461943632741
2022-03-01,0.960443879273545,-0.03955612072645498,4,-0.009889030181613726,0.003318372752214726,-0.011781828289913301,-0.015100201042128024
2022-04-01,1.0190667520127696,0.01906675201276964,8,0.0031777920021282733,-0.0017828351941515004,0.004448711682853792,0.006231546877005292
2022-05-01,0.9359200373287702,-0.06407996267122984,26,-0.0037694095688958714,-0.0026510781637640304,-0.004240734114929147,-0.0015896559511651175
2022-06-01,0.9558504551294968,-0.044149544870503155,11,-0.00630707783864332,-0.007358124177403758,-0.007530988416728376,-0.0001728642393246189
2022-09-01,0.9880604444444445,-0.011939555555555481,2,-0.011939555555555521,0.012779980736427748,-0.0145244444444444,-0.02730442518087215
2022-10-01,0.9905261775779087,-0.009473822422091271,23,-0.0013534032031558907,0.003411855754908984,-0.0012846537691371342,-0.004696509524046119
2022-11-01,1.036201885603622,0.03620188560362192,17,0.004525235700452735,0.004184459533643929,0.006003720097197692,0.0018192605635537627
2022-12-01,1.0997308372385917,0.09973083723859166,7,0.016621806206431968,-6.556294701952363e-05,0.020967675895029417,0.02103323884204894
