mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,std_monthly_corpus_return,min_monthly_corpus_return,min_month,max_monthly_corpus_return,max_month,median_monthly_corpus_return,mode_monthly_corpus_return,k_percent
-0.005715483060555635,37.71666666666667,-0.18093495749886684,0.0058437293720616885,0.03725299758281667,-0.0976035549326395,2020-03-01,0.12026418804751038,2022-03-01,0.0,0.0,1.0
-0.005715483060555635,37.71666666666667,-0.18093495749886684,0.0058437293720616885,0.03725299758281667,-0.0976035549326395,2020-03-01,0.12026418804751038,2022-03-01,0.0,0.0,1.5
-0.005715483060555635,37.71666666666667,-0.18093495749886684,0.0058437293720616885,0.03725299758281667,-0.0976035549326395,2020-03-01,0.12026418804751038,2022-03-01,0.0,0.0,2.0
-0.003238867374998579,49.75,-0.15987500503104865,0.00988366406057572,0.050890051390406414,-0.0976035549326395,2020-03-01,0.25587162290655274,2018-07-01,4.949422787881019e-05,0.0,2.5
-0.0025028491828605485,70.5,-0.10808544824167199,0.011660370201846423,0.05788355996080146,-0.0976035549326395,2020-03-01,0.25587162290655274,2018-07-01,0.0017894055552041266,-0.0976035549326395,3.0
-0.0024043229599768332,75.35,-0.10190854876254721,0.01231834848317851,0.05785750467500706,-0.0976035549326395,2020-03-01,0.25587162290655274,2018-07-01,0.0017894055552041266,-0.0976035549326395,3.5
-0.0024043229599768332,75.35,-0.10190854876254721,0.01231834848317851,0.05785750467500706,-0.0976035549326395,2020-03-01,0.25587162290655274,2018-07-01,0.0017894055552041266,-0.0976035549326395,4.0
-0.0024043229599768332,75.35,-0.10190854876254721,0.01231834848317851,0.05785750467500706,-0.0976035549326395,2020-03-01,0.25587162290655274,2018-07-01,0.0017894055552041266,-0.0976035549326395,4.5
-0.002207356555006258,83.41666666666667,-0.1536947255106987,0.012959110620767666,0.05559320706830201,-0.0976035549326395,2020-03-01,0.22379231740414274,2018-07-01,0.0036399869061267687,-0.0976035549326395,5.0
-0.0021903403682095356,86.93333333333334,-0.18649010212996905,0.012405204932305151,0.06065212372499552,-0.13287478339267333,2020-07-01,0.22379231740414274,2018-07-01,0.004505856682042286,-0.13287478339267333,5.5
-0.0025088143079552696,102.61666666666666,-0.1549001927597353,0.009171828426634446,0.06006596026843656,-0.13287478339267333,2020-07-01,0.22379231740414274,2018-07-01,0.00471194311006895,-0.13287478339267333,6.0
-0.0024070408518374288,104.83333333333333,-0.16248772755622767,0.008799470353788329,0.06007947526564782,-0.13287478339267333,2020-07-01,0.22379231740414274,2018-07-01,0.003177909521611899,-0.13287478339267333,6.5
-0.0025908726562338578,106.56666666666666,-0.17768902646482113,0.007710753205306788,0.06031558282301372,-0.13287478339267333,2020-07-01,0.22379231740414274,2018-07-01,0.003177909521611899,-0.13287478339267333,7.0
-0.0026961493959358103,109.83333333333333,-0.19557769139468367,0.007438192703757409,0.06041880981539332,-0.13287478339267333,2020-07-01,0.22193558220391707,2018-07-01,0.003177909521611899,-0.13287478339267333,7.5
-0.002510058767233757,110.66666666666667,-0.19708120794882839,0.00814773655801357,0.05901361863084843,-0.13287478339267333,2020-07-01,0.22193558220391707,2018-07-01,0.0011785914488210425,-0.13287478339267333,8.0
-0.00024164008200910643,114.58333333333333,-0.17988494311782952,0.006666785533302066,0.05752855239122454,-0.12646488556141444,2020-07-01,0.22193558220391707,2018-07-01,0.0011785914488210425,-0.12646488556141444,8.5
-3.72175050986298e-05,117.13333333333334,-0.13168414116068664,0.006143652080084791,0.05741062461856662,-0.12646488556141444,2020-07-01,0.22193558220391707,2018-07-01,0.00024384218066386687,-0.12646488556141444,9.0
-1.1171390784842322e-05,119.36666666666666,-0.12160669483482786,0.005575878034698984,0.057849586871486794,-0.12646488556141444,2020-07-01,0.22193558220391707,2018-07-01,0.00024384218066386687,-0.12646488556141444,9.5
-5.745978397843579e-07,122.25,-0.11512248546940096,0.0066962825220997215,0.05771154303924755,-0.12646488556141444,2020-07-01,0.2203889643000163,2018-07-01,0.00024384218066386687,-0.12646488556141444,10.0
5.9890068245863744e-05,123.38333333333334,-0.10726189164051855,0.007453944027705856,0.05722754282132891,-0.12646488556141444,2020-07-01,0.2203889643000163,2018-07-01,-0.00023345200950858347,-0.12646488556141444,10.5
-0.000256597533693598,124.21666666666667,-0.10687656869625237,0.0074255819487055365,0.057145090931770955,-0.12647023038065397,2020-07-01,0.2203889643000163,2018-07-01,0.00024384218066386687,-0.12647023038065397,11.0
-0.0002981158650478995,131.25,-0.14822405142926307,0.00672874370794874,0.056199704558670134,-0.12647023038065397,2020-07-01,0.2203889643000163,2018-07-01,0.0015785707262040427,-0.12647023038065397,11.5
-0.0005538320684099186,135.3,-0.13909737322894367,0.0025893291026753687,0.051294054622480885,-0.12647023038065397,2020-07-01,0.14189592984924415,2020-02-01,-0.00016720815567039526,-0.12647023038065397,12.0
-0.0006532689886463413,137.9,-0.16642997422341152,0.005055012457126906,0.05234181366574417,-0.12647023038065397,2020-07-01,0.14189592984924415,2020-02-01,0.0015272519083205927,-0.12647023038065397,12.5
-0.0006659744580281299,137.91666666666666,-0.16704470702288854,0.00488583632664407,0.052398922276503834,-0.12647023038065397,2020-07-01,0.14189592984924415,2020-02-01,0.0015272519083205927,-0.12647023038065397,13.0
-0.0006687895637492712,138.16666666666666,-0.16686783040070371,0.005000575682540818,0.052541886850260906,-0.12647023038065397,2020-07-01,0.14189592984924415,2020-02-01,0.0015272519083205927,-0.12647023038065397,13.5
-0.0005902043414300932,139.85,-0.16293949095202095,0.0056467400266013,0.05297859964082408,-0.12494295405003353,2020-07-01,0.14189592984924415,2020-02-01,0.0015272519083205927,-0.12494295405003353,14.0
-0.0005783483585143508,142.4,-0.17638253620922448,0.005186482892985276,0.05300781303529673,-0.12494295405003353,2020-07-01,0.14189592984924415,2020-02-01,0.00034637937165360455,-0.12494295405003353,14.5
-0.0004808912529252847,147.46666666666667,-0.09956052325646042,0.0051249266189008795,0.052495101695710304,-0.12494295405003353,2020-07-01,0.14189592984924415,2020-02-01,-7.229856327950479e-05,-0.12494295405003353,15.0
