mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,k_percent
-0.006690597769563369,38.71666666666667,-0.12875031282006805,-3.9029481412255858,1.0
-0.006690597769563369,38.71666666666667,-0.12875031282006805,-3.9029481412255858,1.5
-0.006690597769563369,38.71666666666667,-0.12875031282006805,-3.9029481412255858,2.0
-0.0027391598907776896,52.75,-0.04908712168377045,-2.328088786080439,2.5
-0.0012627202805107244,72.06666666666666,0.04676391279196294,-0.7482069242241428,3.0
-0.001156612560381228,78.78333333333333,0.053882885859631226,-0.29624302834794414,3.5
-0.001156612560381228,78.78333333333333,0.053882885859631226,-0.29624302834794414,4.0
-0.001156612560381228,78.78333333333333,0.053882885859631226,-0.29624302834794414,4.5
-0.0019104664034633042,84.16666666666667,0.013113439180285508,-0.6031607725576297,5.0
-0.0021254488745652677,85.53333333333333,0.019398964757376902,-0.4839487687636766,5.5
0.0008417376897524167,103.25,0.08294678829606826,0.6083786619742169,6.0
0.0009329163819531059,106.03333333333333,0.08887232638535832,0.8463804665784996,6.5
0.0008131145341864958,108.95,0.09585686940734525,0.8969937706891936,7.0
0.000758959219730471,111.33333333333333,0.08551511653607768,0.8435879429555654,7.5
0.0006166410648378468,111.63333333333334,0.06409565854424976,0.48390096839482694,8.0
0.000818895119567745,112.06666666666666,0.06732447468803521,0.4706213709792369,8.5
0.0008415496717132181,115.93333333333334,0.12995906341955238,0.3200703885828965,9.0
0.0008139566518138639,116.4,0.12015402043304534,0.27561790301914874,9.5
0.0008042015846449997,118.46666666666667,0.11192099558016962,0.27982782084121155,10.0
0.001005576411466696,120.85,0.13290643231591917,0.6099859682935094,10.5
0.0013598879558128622,121.0,0.1316141652518352,0.5811922967550892,11.0
0.0014423770335276352,126.66666666666667,0.13970624506943194,0.42850152232652183,11.5
0.0012990196819391586,131.95,0.14900715709611517,0.43082514394390015,12.0
0.0013720713990740911,135.16666666666666,0.14159684692830377,0.5686472616740508,12.5
0.001309830703832229,136.0,0.14091963559071766,0.6267683086916883,13.0
0.0014184151483731928,137.16666666666666,0.1452811548752557,0.8318943255404468,13.5
0.0014509460640231599,138.2,0.14999598268857192,0.9044780957163757,14.0
0.0012314376335388186,141.16666666666666,0.13495693281663115,0.6711544271015741,14.5
0.0010030298110709388,147.63333333333333,0.13168817855389348,0.9293471672568393,15.0
0.001032568636847663,151.86666666666667,0.13168927276365716,1.235917321578423,15.5
0.0009903613394564327,152.95,0.12191501193002277,1.131962987509021,16.0
0.0009693810130819387,153.13333333333333,0.11420546664847989,1.096033531484495,16.5
0.0010278626363913793,154.28333333333333,0.12015764186842756,1.128167506335134,17.0
0.0009709373612719123,159.08333333333334,0.11516910597804429,0.8723334770843074,17.5
0.0011154196121307817,163.23333333333332,0.17990240623360648,1.04842635534658,18.0
0.001102589523116831,164.9,0.18015848958333022,1.0475589724144065,18.5
0.0011210142783643767,165.36666666666667,0.18177892129766443,1.1302714610745521,19.0
0.0010875490325766258,166.83333333333334,0.19525055057189128,1.2132721668292017,19.5
0.0010764209166171596,168.41666666666666,0.1945518786709169,1.1877151420065726,20.0
0.001523000152417422,172.48333333333332,0.3605881145893664,2.2030223143492664,20.5
0.0014398022964013742,173.25,0.3497705468874452,2.1063466366124683,21.0
0.0015295417891144718,174.08333333333334,0.347582702701497,1.9181520871249778,21.5
0.0014941983716058804,175.73333333333332,0.3479529461583453,1.8231104969864111,22.0
0.0015978452572489225,176.55,0.3643919512133083,1.913571593839309,22.5
0.001412551200040866,179.16666666666666,0.36192428424153406,1.8215487864734279,23.0
0.001419817762774434,179.63333333333333,0.3583795020050377,1.8169061914555873,23.5
0.0012561408209502357,180.65,0.3600706366287333,1.7878379917870846,24.0
0.0012367656198140008,181.21666666666667,0.3524207777001982,1.713027725128547,24.5
0.0012367656198140008,181.21666666666667,0.3524207777001982,1.713027725128547,25.0
0.0011764010159767797,181.63333333333333,0.34632053451213063,1.6478339384238156,25.5
0.0012002000461390396,182.83333333333334,0.3580034099742599,1.7573678971767284,26.0
0.001183799957024356,183.91666666666666,0.35485727381707377,1.649623055201969,26.5
0.0011779092313542962,184.01666666666668,0.3527660767067696,1.6510993435742953,27.0
0.001143767130311161,184.11666666666667,0.3501372448756142,1.6062333820533423,27.5
0.0011577588764410567,184.56666666666666,0.3472813020109139,1.6039756461233483,28.0
0.0011553203856183244,184.9,0.34821372416219526,1.5569693569689012,28.5
0.0011226645723813517,186.63333333333333,0.3631739695060237,1.6063480528280698,29.0
0.0011228298695065964,187.08333333333334,0.3652619125543721,1.6707179265980057,29.5
0.0011154169171601032,187.18333333333334,0.3621336280272943,1.6654769568091063,30.0
0.0009753158207789623,187.6,0.3597486988155223,1.6121638335540585,30.5
0.0005827551854876141,189.33333333333334,0.3580846372527971,0.9976856611597387,31.0
0.0005221859571160299,189.93333333333334,0.35921757852245534,0.9752496863886644,31.5
0.00048109323817353123,190.76666666666668,0.34414588607725277,0.7170739850799082,32.0
0.0004983265907242883,191.0,0.34578359500375594,0.7602548967285069,32.5
0.0004451605482977533,191.56666666666666,0.34171188115305584,0.6955532846359678,33.0
0.0004753346158704878,192.2,0.35475637868299315,0.748392570271347,33.5
0.0004753346158704878,192.2,0.35475637868299315,0.748392570271347,34.0
0.0004959637397033293,193.75,0.35888028152540946,0.6104822286028688,34.5
0.0004988842817486231,193.78333333333333,0.35922495000296434,0.6105693304085136,35.0
0.0005446450815495068,194.3,0.3666936408674892,0.7457509768417051,35.5
0.0005521168484141873,194.5,0.36762501517629304,0.7687246987509961,36.0
