mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,std_monthly_corpus_return,min_monthly_corpus_return,min_month,max_monthly_corpus_return,max_month,median_monthly_corpus_return,mode_monthly_corpus_return,avg_min_available_cash,k_percent
0.0027760033408155923,38.06666666666667,0.05914801866360085,0.005854352011658579,0.04260153814678611,-0.1276068853584167,2022-05-01,0.15058432673780064,2020-02-01,0.0,0.0,0.06610527601362057,1.0
0.0027760033408155923,38.06666666666667,0.05914801866360085,0.005854352011658579,0.04260153814678611,-0.1276068853584167,2022-05-01,0.15058432673780064,2020-02-01,0.0,0.0,0.06610527601362057,1.5
0.0027760033408155923,38.06666666666667,0.05914801866360085,0.005854352011658579,0.04260153814678611,-0.1276068853584167,2022-05-01,0.15058432673780064,2020-02-01,0.0,0.0,0.06610527601362057,2.0
0.0029417607252543044,58.96666666666667,0.013065946233106978,0.006316566529252278,0.04693493391401539,-0.1276068853584167,2022-05-01,0.15006931306315519,2020-02-01,0.0016920378621583243,0.0,0.03269486338496807,2.5
0.0014175012324990396,79.63333333333334,-0.03253110347185991,0.004216134622947641,0.04637603613283702,-0.10808360501560121,2022-05-01,0.15006931306315519,2020-02-01,0.0005373449994726665,-0.10808360501560121,0.008959037087396968,3.0
0.0014175012324990396,79.63333333333334,-0.03253110347185991,0.004216134622947641,0.04637603613283702,-0.10808360501560121,2022-05-01,0.15006931306315519,2020-02-01,0.0005373449994726665,-0.10808360501560121,0.008959037087396968,3.5
0.0014175012324990396,79.63333333333334,-0.03253110347185991,0.004216134622947641,0.04637603613283702,-0.10808360501560121,2022-05-01,0.15006931306315519,2020-02-01,0.0005373449994726665,-0.10808360501560121,0.008959037087396968,4.0
0.0015192956031114331,80.23333333333333,-0.017522353682012964,0.0038004100346664665,0.047037251708354724,-0.10808360501560121,2022-05-01,0.15006931306315519,2020-02-01,0.0005373449994726665,-0.10808360501560121,0.008278093183437127,4.5
0.002313159463366797,93.06666666666666,-0.03306246458872847,0.006326408067325605,0.05111449263498646,-0.10808360501560121,2022-05-01,0.14875388197737105,2020-02-01,0.0013975157505420333,-0.10808360501560121,0.008090390945886221,5.0
0.0008285423413450962,100.08333333333333,-0.17322534380444987,0.005087322251755683,0.04905643456214414,-0.10489337963801748,2022-05-01,0.14875388197737105,2020-02-01,0.0013975157505420333,-0.10489337963801748,0.0030915263120619317,5.5
0.0008115132956857817,110.93333333333334,-0.14562882503081445,0.006053383375341913,0.0507439070197332,-0.10489337963801748,2022-05-01,0.14875388197737105,2020-02-01,0.0002853826396712611,-0.10489337963801748,0.002452389616508581,6.0
0.0008115132956857817,110.93333333333334,-0.14562882503081445,0.006053383375341913,0.0507439070197332,-0.10489337963801748,2022-05-01,0.14875388197737105,2020-02-01,0.0002853826396712611,-0.10489337963801748,0.002452389616508581,6.5
0.0008146700333204599,114.25,-0.17696263129857692,0.00480844873011716,0.052055927870791684,-0.10489337963801748,2022-05-01,0.14875388197737105,2020-02-01,0.0002853826396712611,-0.10489337963801748,0.0022607822080193906,7.0
0.0008473399224501023,115.45,-0.17271713416786247,0.004373499272237785,0.05190886420554775,-0.10489337963801748,2022-05-01,0.14875388197737105,2020-02-01,0.0003593472758317007,-0.10489337963801748,0.002494224368843627,7.5
0.0004905683006823736,120.46666666666667,-0.09655527053452141,0.0038520114066205417,0.05034397325545117,-0.10489337963801748,2022-05-01,0.14875388197737105,2020-02-01,-0.00014160076040381497,-0.10489337963801748,0.002683943092088803,8.0
0.000381923128541681,121.13333333333334,-0.08638689134894476,0.004073010663324271,0.05032828888054572,-0.10489337963801748,2022-05-01,0.14875388197737105,2020-02-01,0.0003593472758317007,-0.10489337963801748,0.002668404613917832,8.5
0.000381923128541681,121.13333333333334,-0.08638689134894476,0.004073010663324271,0.05032828888054572,-0.10489337963801748,2022-05-01,0.14875388197737105,2020-02-01,0.0003593472758317007,-0.10489337963801748,0.002668404613917832,9.0
0.0003496927245767304,121.78333333333333,-0.09285894507788157,0.004059371842829843,0.05031505910176357,-0.10489337963801748,2022-05-01,0.14875388197737105,2020-02-01,7.655214804064281e-05,-0.10489337963801748,0.002668405265836179,9.5
0.00039925676901940893,123.68333333333334,-0.06255028299722544,0.0037911676088281695,0.05087418436822589,-0.10489337963801748,2022-05-01,0.14875388197737105,2020-02-01,0.00047288174195259103,-0.10489337963801748,0.002669508361008591,10.0
0.00040316879846636364,125.33333333333333,-0.03611071388063249,0.0035098080943012865,0.05068513575003715,-0.10489337963801748,2022-05-01,0.14875388197737105,2020-02-01,0.00047288174195259103,-0.10489337963801748,0.0025876589168666096,10.5
0.0008539175382905118,128.96666666666667,0.001802029298391849,0.0037738114656721182,0.049206279446773436,-0.08610775454900443,2019-06-01,0.14875388197737105,2020-02-01,0.0011239177969346592,-0.08610775454900443,0.002569011179139617,11.0
0.0005860893714129682,134.66666666666666,-0.007806342567770596,0.0021851930892128318,0.049723134804557506,-0.0833328946118661,2020-03-01,0.14875388197737105,2020-02-01,0.00034687121079768346,-0.0833328946118661,0.0022061789482709132,11.5
0.0003754195148058794,140.75,-0.053463410269116114,0.002776434648283134,0.04918432677991181,-0.0833328946118661,2020-03-01,0.14189592984924415,2020-02-01,0.0011862561045168363,-0.0833328946118661,0.002078485078735602,12.0
0.00013178037102248253,142.15,-0.041781977086380775,0.002422180115368046,0.04817905559133343,-0.0833328946118661,2020-03-01,0.14189592984924415,2020-02-01,0.0011862561045168363,-0.0833328946118661,0.001968910203470945,12.5
0.0001507424487778088,143.5,-0.022398895897167505,0.0023807888887847945,0.04815851906543714,-0.0833328946118661,2020-03-01,0.14189592984924415,2020-02-01,0.0011862561045168363,-0.0833328946118661,0.001968910203470945,13.0
0.00013213969079519964,144.81666666666666,-0.02766782665525122,0.00268841211693826,0.04853565862669236,-0.0833328946118661,2020-03-01,0.14189592984924415,2020-02-01,-0.000773782758956898,-0.0833328946118661,0.0019463998586433605,13.5
6.656216049980617e-05,150.73333333333332,-0.08293951473257283,0.0023269716390121303,0.04829024732471926,-0.0833328946118661,2020-03-01,0.14189592984924415,2020-02-01,-0.001912431885585042,-0.0833328946118661,0.002561448559069177,14.0
-0.00012090945288546043,153.78333333333333,-0.0795676973690598,0.001682309536593837,0.04755545441318496,-0.0833328946118661,2020-03-01,0.14189592984924415,2020-02-01,-0.002399495516043848,-0.0833328946118661,0.002546801896835555,14.5
-0.00013700959188536348,156.75,-0.0902869860430708,0.0016583857176226966,0.04689061708744739,-0.0833328946118661,2020-03-01,0.14189592984924415,2020-02-01,-0.002399495516043848,-0.0833328946118661,0.0025291467244217634,15.0
