,Sector,author,correlation,performance_mean,count,correlation_threshold,performance_threshold,best_monthly_performance,filtered_count,month
0,Consumer Goods,Chola Wealth Direct,0.0,-0.0039929355755202,1,0.0,0.0,-inf,0.0,2014-06-01
1,Energy,Chola Wealth Direct,0.0,0.0854506742370476,1,0.0,0.0,-inf,0.0,2014-06-01
2,Finance,Chola Wealth Direct,0.0,0.1387096774193548,1,0.0,0.0,-inf,0.0,2014-06-01
3,Healthcare,Chola Wealth Direct,0.0,0.0116279069767441,1,0.0,0.0,-inf,0.0,2014-06-01
4,Finance,Chola Wealth Direct,-0.22155468745612436,0.010596383087972287,7,0.0,0.0,-inf,0.0,2014-07-01
5,Manufacturing,Chola Wealth Direct,-0.32994711707766555,-0.03460346782725356,3,0.0,0.0,-inf,0.0,2014-07-01
6,Technology,Chola Wealth Direct,0.0,0.0365900139753525,1,0.0,0.0,-inf,0.0,2014-07-01
7,Consumer Goods,Chola Wealth Direct,1.0,0.0272427626453356,2,0.0,0.0,0.04355786785552377,3.0,2014-08-01
8,Finance,Chola Wealth Direct,-0.5414785489408991,-0.0028653233641670263,4,0.0,0.0,0.04355786785552377,3.0,2014-08-01
9,Healthcare,Chola Wealth Direct,1.0,0.0549604185797816,2,0.0,0.0,0.04355786785552377,3.0,2014-08-01
10,Healthcare,Reliance Securities,0.0,-0.068324607329843,1,0.0,0.0,0.04355786785552377,3.0,2014-08-01
11,Manufacturing,Chola Wealth Direct,-0.15836674135559783,-0.021035303216399032,3,0.0,0.0,0.04355786785552377,3.0,2014-08-01
12,Technology,Chola Wealth Direct,0.9140638880973436,0.04847042234145413,4,0.0,0.0,0.04355786785552377,3.0,2014-08-01
13,Finance,Chola Wealth Direct,-0.05929808837858181,0.03599088702052209,7,0.0,0.0,0.030831963616700864,1.0,2014-10-01
14,Manufacturing,Ashika Research,0.0,0.0868279569892473,1,0.0,0.0,0.030831963616700864,1.0,2014-10-01
15,Technology,Chola Wealth Direct,0.9234530597968469,0.030831963616700864,3,0.0,0.0,0.030831963616700864,1.0,2014-10-01
16,Finance,Chola Wealth Direct,0.9699481263555346,0.030081919169563164,3,0.0,0.0,0.030081919169563164,1.0,2014-11-01
17,Healthcare,Chola Wealth Direct,-0.9775811707487215,-0.023793770773211598,3,0.0,0.0,0.030081919169563164,1.0,2014-11-01
18,Technology,Chola Wealth Direct,-0.3082758850244572,0.041265004621653265,5,0.0,0.0,0.030081919169563164,1.0,2014-11-01
19,Finance,Ashika Research,1.0,0.0062321844173656,2,0.0,0.0,0.0062321844173656,1.0,2014-12-01
20,Finance,Chola Wealth Direct,-0.13747655757201518,0.0012508386900752547,11,0.0,0.0,-inf,0.0,2015-01-01
21,Healthcare,Chola Wealth Direct,0.0,0.0264794121483542,1,0.0,0.0,-inf,0.0,2015-01-01
22,Technology,Chola Wealth Direct,0.0,-0.0042731157377943,1,0.0,0.0,-inf,0.0,2015-01-01
23,Technology,Karvy,-0.9999999999999999,-0.0073084596333771006,2,0.0,0.0,-inf,0.0,2015-01-01
24,Agriculture,Chola Wealth Direct,0.0,0.0150703324537364,1,0.0,0.0,0.016288017804467866,1.0,2015-02-01
25,Agriculture,Karvy,-1.0,-0.00987626792178345,2,0.0,0.0,0.016288017804467866,1.0,2015-02-01
26,Finance,Karvy,-0.6090379296965444,0.035348344495715535,3,0.0,0.0,0.016288017804467866,1.0,2015-02-01
27,Healthcare,Chola Wealth Direct,0.7761998180585545,0.016288017804467866,3,0.0,0.0,0.016288017804467866,1.0,2015-02-01
28,Technology,Chola Wealth Direct,-0.4108872531411702,0.040556473644304175,4,0.0,0.0,0.016288017804467866,1.0,2015-02-01
29,Technology,Karvy,0.0,-0.0159453302961275,1,0.0,0.0,0.016288017804467866,1.0,2015-02-01
30,Finance,Ashika Research,0.0,-0.1045454545454546,1,0.0,0.0,-inf,0.0,2015-03-01
31,Finance,Karvy,0.0,-0.0326928158858393,1,0.0,0.0,-inf,0.0,2015-03-01
32,Technology,Karvy,0.0,-0.0126086956521739,1,0.0,0.0,-inf,0.0,2015-03-01
33,Consumer Goods,BOB Capital Markets Ltd.,0.0,0.0169782525753528,1,0.0,0.0,-inf,0.0,2015-04-01
34,Finance,Karvy,-0.6102051056815899,-0.029453316046733458,5,0.0,0.0,-inf,0.0,2015-04-01
35,Technology,Chola Wealth Direct,0.0,-0.0053125,1,0.0,0.0,-inf,0.0,2015-04-01
36,Technology,Karvy,0.0,0.020279812454102,1,0.0,0.0,-inf,0.0,2015-04-01
37,Unknown,Karvy,1.0,-0.0062839411933404,2,0.0,0.0,-inf,0.0,2015-04-01
38,Consumer Goods,BOB Capital Markets Ltd.,0.0,-0.0473964561365366,1,0.0,0.0,0.004475992637262562,2.0,2015-05-01
39,Energy,Phillip Capital,0.0,0.028250773993808,1,0.0,0.0,0.004475992637262562,2.0,2015-05-01
40,Healthcare,Chola Wealth Direct,-0.370720310689851,-0.0079907752282527,3,0.0,0.0,0.004475992637262562,2.0,2015-05-01
41,Healthcare,HDFC Securities,0.29638468173869376,0.004834326791176565,3,0.0,0.0,0.004475992637262562,2.0,2015-05-01
42,Healthcare,Karvy,0.0,-0.0400159267370097,1,0.0,0.0,0.004475992637262562,2.0,2015-05-01
43,Manufacturing,BOB Capital Markets Ltd.,1.0,-0.013640323709424002,2,0.0,0.0,0.004475992637262562,2.0,2015-05-01
44,Technology,Chola Wealth Direct,-0.38101687015597113,-0.024977260559942968,3,0.0,0.0,0.004475992637262562,2.0,2015-05-01
45,Technology,HDFC Securities,0.46325756730054934,0.004117658483348558,7,0.0,0.0,0.004475992637262562,2.0,2015-05-01
46,Technology,Karvy,-0.5010795551820867,-0.0307242215356635,3,0.0,0.0,0.004475992637262562,2.0,2015-05-01
47,Telecommunications,Karvy,0.0,0.0069999999999999,1,0.0,0.0,0.004475992637262562,2.0,2015-05-01
48,Unknown,Karvy,0.0,-0.0339792641819895,1,0.0,0.0,0.004475992637262562,2.0,2015-05-01
49,Consumer Goods,BOB Capital Markets Ltd.,0.0,-0.0828414839797638,1,0.0,0.0,0.0058266571228564,1.0,2015-06-01
50,Energy,Phillip Capital,1.0,0.0058266571228564,2,0.0,0.0,0.0058266571228564,1.0,2015-06-01
51,Finance,HDFC Securities,-0.6621394974047253,0.0215151526813319,5,0.0,0.0,0.0058266571228564,1.0,2015-06-01
52,Healthcare,Chola Wealth Direct,0.0,-0.0144308820876676,1,0.0,0.0,0.0058266571228564,1.0,2015-06-01
53,Healthcare,HDFC Securities,0.9975557665566007,-0.0359323322548228,3,0.0,0.0,0.0058266571228564,1.0,2015-06-01
54,Healthcare,Karvy,0.0,0.3771517996870109,1,0.0,0.0,0.0058266571228564,1.0,2015-06-01
55,Technology,Phillip Capital,0.0,0.0036171396772398,1,0.0,0.0,0.0058266571228564,1.0,2015-06-01
56,Consumer Goods,HDFC Securities,0.9999999999999998,0.0131846055942842,2,0.1,0.0,0.022075260342494775,4.0,2015-07-01
57,Energy,Phillip Capital,0.048220301624392226,0.01179772357398242,5,0.1,0.0,0.022075260342494775,4.0,2015-07-01
58,Healthcare,Chola Wealth Direct,0.0,0.0184551047001424,1,0.1,0.0,0.022075260342494775,4.0,2015-07-01
59,Healthcare,HDFC Securities,0.0,0.014468085106383,1,0.1,0.0,0.022075260342494775,4.0,2015-07-01
60,Healthcare,Karvy,0.9999999999999999,-0.025484535232160002,2,0.1,0.0,0.022075260342494775,4.0,2015-07-01
61,Healthcare,Phillip Capital,-0.34357042941931265,-0.00943699575274638,5,0.1,0.0,0.022075260342494775,4.0,2015-07-01
62,Manufacturing,BOB Capital Markets Ltd.,1.0,-0.05880845877326975,2,0.1,0.0,0.022075260342494775,4.0,2015-07-01
63,Technology,Ashika Research,-1.0,0.08616948467247865,2,0.1,0.0,0.022075260342494775,4.0,2015-07-01
64,Technology,BOB Capital Markets Ltd.,0.0,0.0411516430509497,1,0.1,0.0,0.022075260342494775,4.0,2015-07-01
65,Technology,Chola Wealth Direct,0.24306597236030777,0.03313482542377288,4,0.1,0.0,0.022075260342494775,4.0,2015-07-01
66,Technology,HDFC Securities,0.3182383620461056,0.021153812778200432,6,0.1,0.0,0.022075260342494775,4.0,2015-07-01
67,Technology,Phillip Capital,0.38798638678353486,0.0208277975737216,8,0.1,0.0,0.022075260342494775,4.0,2015-07-01
68,Telecommunications,HDFC Securities,0.0,0.0125501202886929,1,0.1,0.0,0.022075260342494775,4.0,2015-07-01
69,Unknown,Karvy,-0.8758387932681784,-0.04205707220666646,3,0.1,0.0,0.022075260342494775,4.0,2015-07-01
70,Agriculture,Chola Wealth Direct,0.0,6.818491749624983e-05,1,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
71,Consumer Goods,BOB Capital Markets Ltd.,0.9999999999999998,-0.11876499292833484,2,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
72,Consumer Goods,Karvy,0.0,0.0854212860310421,1,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
73,Energy,Chola Wealth Direct,0.0,-0.0507209062821833,1,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
74,Energy,Phillip Capital,-1.0,-0.02918760224781715,2,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
75,Finance,Phillip Capital,0.1310915517093776,-0.031741841425723796,7,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
76,Finance,Reliance Securities,0.0,0.033869395711501,1,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
77,Healthcare,Chola Wealth Direct,0.7984498170304853,0.017651610982328498,3,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
78,Healthcare,HDFC Securities,0.0,-0.0021287379624937,1,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
79,Healthcare,Karvy,-0.005485058057188435,0.0219529367668077,4,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
80,Healthcare,Phillip Capital,0.2713409092482249,0.004990082659382528,11,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
81,Manufacturing,BOB Capital Markets Ltd.,1.0,0.01443037958051695,2,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
82,Technology,Chola Wealth Direct,-1.0,0.004764883403398851,2,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
83,Technology,HDFC Securities,-0.18620248597951092,0.02657217185215363,3,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
84,Technology,Phillip Capital,-0.3339414732394081,-0.029451525558835984,12,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
85,Utilities,HDFC Securities,0.0,-0.0175988068605517,1,0.30000000000000004,0.0,0.016040995281422724,2.0,2015-08-01
86,Consumer Goods,Karvy,1.0,0.019257042095960405,2,0.0,0.0,0.02499830401982041,3.0,2015-09-01
87,Healthcare,Karvy,0.0,0.013965744400527,1,0.0,0.0,0.02499830401982041,3.0,2015-09-01
88,Healthcare,Phillip Capital,0.0,0.0194144838212635,1,0.0,0.0,0.02499830401982041,3.0,2015-09-01
89,Healthcare,Reliance Securities,0.0,-0.0043445121951219,1,0.0,0.0,0.02499830401982041,3.0,2015-09-01
90,Technology,HDFC Securities,1.0,0.016305841439622597,2,0.0,0.0,0.02499830401982041,3.0,2015-09-01
91,Technology,Phillip Capital,1.0,0.03943202852387825,2,0.0,0.0,0.02499830401982041,3.0,2015-09-01
92,Consumer Goods,HDFC Securities,-0.9999999999999998,0.023653550715866452,2,0.2,0.0,0.012115019545644512,3.0,2015-10-01
93,Finance,Phillip Capital,0.07309896756432394,0.013989133121837943,16,0.2,0.0,0.012115019545644512,3.0,2015-10-01
94,Finance,Reliance Securities,0.06559848625727009,-0.007812589369166907,14,0.2,0.0,0.012115019545644512,3.0,2015-10-01
95,Healthcare,BOB Capital Markets Ltd.,0.0,-0.054924537109071,1,0.2,0.0,0.012115019545644512,3.0,2015-10-01
96,Healthcare,HDFC Securities,0.0,-0.0341031149301825,1,0.2,0.0,0.012115019545644512,3.0,2015-10-01
97,Healthcare,Karvy,0.1318491262703316,0.0029289072831822495,4,0.2,0.0,0.012115019545644512,3.0,2015-10-01
98,Healthcare,Phillip Capital,0.0019357759222106317,0.004916650245721134,6,0.2,0.0,0.012115019545644512,3.0,2015-10-01
99,Healthcare,Reliance Securities,0.03885405166108916,-0.030419543595548753,6,0.2,0.0,0.012115019545644512,3.0,2015-10-01
100,Manufacturing,BOB Capital Markets Ltd.,1.0,0.0114173083975064,2,0.2,0.0,0.012115019545644512,3.0,2015-10-01
101,Technology,BOB Capital Markets Ltd.,0.0,-0.0043846153846154,1,0.2,0.0,0.012115019545644512,3.0,2015-10-01
102,Technology,HDFC Securities,0.4885748986783014,0.0216215747393769,3,0.2,0.0,0.012115019545644512,3.0,2015-10-01
103,Technology,Phillip Capital,-0.6225005405284404,-0.045281666119291054,12,0.2,0.0,0.012115019545644512,3.0,2015-10-01
104,Technology,Reliance Securities,0.8526908697152461,0.0033061755000502323,3,0.2,0.0,0.012115019545644512,3.0,2015-10-01
105,Unknown,Phillip Capital,0.0,-0.0028081482333984,1,0.2,0.0,0.012115019545644512,3.0,2015-10-01
106,Agriculture,Chola Wealth Direct,0.0,-0.0680380127511126,1,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
107,Consumer Goods,HDFC Securities,0.9999999999999999,-0.0068659820123733,2,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
108,Consumer Goods,Karvy,0.0,-0.0327124384236453,1,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
109,Finance,Phillip Capital,0.12493327725187915,0.0097144862434802,10,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
110,Finance,Reliance Securities,-0.7811304548680839,-0.007694971159479032,6,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
111,Healthcare,Chola Wealth Direct,0.9999999999999998,0.00146503804969775,2,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
112,Healthcare,HDFC Securities,-0.9289197627620354,-0.01675284490811117,3,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
113,Healthcare,Karvy,0.5709496237126499,0.015697561637670873,4,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
114,Healthcare,Phillip Capital,-0.4407679243617403,-0.017620144911077665,9,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
115,Healthcare,Reliance Securities,0.578069050503725,-0.037482011245663645,6,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
116,Real Estate,Chola Wealth Direct,0.0,0.0722308892355693,1,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
117,Technology,BOB Capital Markets Ltd.,-1.0,0.012440747413143449,2,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
118,Technology,Chola Wealth Direct,-0.1645865633857991,0.015777955532193674,4,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
119,Technology,HDFC Securities,-0.16938126105405515,-0.0006819176437542498,4,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
120,Technology,Reliance Securities,1.0,0.01791041643935745,2,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
121,Transportation,Karvy,0.0,-0.011037778789258,1,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
122,Unknown,Phillip Capital,1.0,0.0508688974655574,2,0.6000000000000001,0.0,0.02341478398487087,3.0,2015-11-01
123,Consumer Goods,Karvy,0.0,0.0505952380952379,1,0.0,0.0,-inf,0.0,2015-12-01
124,Finance,Phillip Capital,0.0,0.0222940226171243,1,0.0,0.0,-inf,0.0,2015-12-01
125,Healthcare,ICICI Securities Limited,-1.0,0.03767650306980655,2,0.0,0.0,-inf,0.0,2015-12-01
126,Healthcare,Karvy,-1.0,0.0003812610897675518,2,0.0,0.0,-inf,0.0,2015-12-01
127,Healthcare,Phillip Capital,-0.015214076940863087,0.0204444673172949,4,0.0,0.0,-inf,0.0,2015-12-01
128,Manufacturing,BOB Capital Markets Ltd.,-1.0,-0.0269576350457522,2,0.0,0.0,-inf,0.0,2015-12-01
129,Manufacturing,Karvy,-0.24367139073417476,-0.0066711259340491245,4,0.0,0.0,-inf,0.0,2015-12-01
130,Technology,Angel Broking,0.0,0.0928258488499448,1,0.0,0.0,-inf,0.0,2015-12-01
131,Technology,HDFC Securities,-0.9999999999999999,-0.008379220429068801,2,0.0,0.0,-inf,0.0,2015-12-01
132,Consumer Goods,HDFC Securities,1.0,0.0147267536641954,2,0.0,0.0,0.0147267536641954,1.0,2016-01-01
133,Consumer Goods,Karvy,0.0,-0.0283612040133779,1,0.0,0.0,0.0147267536641954,1.0,2016-01-01
134,Energy,Reliance Securities,0.8636865826715111,-0.0009797584568949998,4,0.0,0.0,0.0147267536641954,1.0,2016-01-01
135,Finance,Angel Broking,-0.17026619646741395,0.0014705351590157654,6,0.0,0.0,0.0147267536641954,1.0,2016-01-01
136,Finance,Phillip Capital,-0.2810825184078464,-0.017793611286531653,13,0.0,0.0,0.0147267536641954,1.0,2016-01-01
137,Healthcare,Chola Wealth Direct,0.0,0.008341511285574,1,0.0,0.0,0.0147267536641954,1.0,2016-01-01
138,Healthcare,ICICI Securities Limited,-0.2971046972247866,-0.0535045768490712,4,0.0,0.0,0.0147267536641954,1.0,2016-01-01
139,Healthcare,Karvy,-0.8291311620003854,-0.05163028367018604,3,0.0,0.0,0.0147267536641954,1.0,2016-01-01
140,Healthcare,Phillip Capital,0.2886228505413022,-0.029723488456175264,5,0.0,0.0,0.0147267536641954,1.0,2016-01-01
141,Healthcare,Reliance Securities,0.0,0.008341511285574,1,0.0,0.0,0.0147267536641954,1.0,2016-01-01
142,Manufacturing,Ajcon Global,0.0,0.0122748145531613,1,0.0,0.0,0.0147267536641954,1.0,2016-01-01
143,Technology,Chola Wealth Direct,0.0,-0.015552995391705,1,0.0,0.0,0.0147267536641954,1.0,2016-01-01
144,Technology,HDFC Securities,-0.17942308443011648,0.003701357824728,4,0.0,0.0,0.0147267536641954,1.0,2016-01-01
145,Technology,Reliance Securities,0.0,0.0279775280898875,1,0.0,0.0,0.0147267536641954,1.0,2016-01-01
146,Telecommunications,ICICI Securities Limited,0.0,-0.0086152286836436,1,0.0,0.0,0.0147267536641954,1.0,2016-01-01
147,Unknown,Phillip Capital,0.0,-0.0138545953360768,1,0.0,0.0,0.0147267536641954,1.0,2016-01-01
148,Agriculture,Chola Wealth Direct,0.0,-0.0226860462446327,1,0.9,0.0,0.04225311791532613,2.0,2016-02-01
149,Consumer Goods,HDFC Securities,0.0,0.0393908629441624,1,0.9,0.0,0.04225311791532613,2.0,2016-02-01
150,Consumer Goods,Karvy,0.0,-0.0598557692307691,1,0.9,0.0,0.04225311791532613,2.0,2016-02-01
151,Energy,ICICI Securities Limited,-0.20118709003484436,0.002088890240746059,5,0.9,0.0,0.04225311791532613,2.0,2016-02-01
152,Energy,Reliance Securities,0.0,0.0451227604512275,1,0.9,0.0,0.04225311791532613,2.0,2016-02-01
153,Finance,Angel Broking,0.40341396578124306,0.01899926110753948,5,0.9,0.0,0.04225311791532613,2.0,2016-02-01
154,Finance,Phillip Capital,-0.10822714762809198,0.0002567965447003607,13,0.9,0.0,0.04225311791532613,2.0,2016-02-01
155,Finance,Reliance Securities,0.5173330442375483,0.006478328567500977,8,0.9,0.0,0.04225311791532613,2.0,2016-02-01
156,Healthcare,Chola Wealth Direct,-0.060260385100547466,-0.02499503848675357,3,0.9,0.0,0.04225311791532613,2.0,2016-02-01
157,Healthcare,HDFC Securities,-0.1963165402830572,-0.0065325680241618556,9,0.9,0.0,0.04225311791532613,2.0,2016-02-01
158,Healthcare,ICICI Securities Limited,-0.6735253526266947,-0.0308613859245946,9,0.9,0.0,0.04225311791532613,2.0,2016-02-01
159,Healthcare,Karvy,1.0,-0.04018983325523265,2,0.9,0.0,0.04225311791532613,2.0,2016-02-01
160,Healthcare,Phillip Capital,0.5462517397642571,0.009116429440822733,15,0.9,0.0,0.04225311791532613,2.0,2016-02-01
161,Healthcare,Reliance Securities,1.0,0.060483307797270056,2,0.9,0.0,0.04225311791532613,2.0,2016-02-01
162,Technology,BOB Capital Markets Ltd.,0.0,0.0273184759166068,1,0.9,0.0,0.04225311791532613,2.0,2016-02-01
163,Technology,Chola Wealth Direct,-0.6930822992170723,-0.0008691346258084792,5,0.9,0.0,0.04225311791532613,2.0,2016-02-01
164,Technology,HDFC Securities,0.8661587522853988,0.03409707686921445,10,0.9,0.0,0.04225311791532613,2.0,2016-02-01
165,Technology,ICICI Securities Limited,0.19663815623615094,-0.045275509011311485,9,0.9,0.0,0.04225311791532613,2.0,2016-02-01
166,Technology,Reliance Securities,-0.3506737315823974,0.03500871275824223,3,0.9,0.0,0.04225311791532613,2.0,2016-02-01
167,Telecommunications,Karvy,0.0,0.0144250089891917,1,0.9,0.0,0.04225311791532613,2.0,2016-02-01
168,Transportation,Phillip Capital,0.0,-0.0622252747252746,1,0.9,0.0,0.04225311791532613,2.0,2016-02-01
169,Unknown,HDFC Securities,-0.45093824993835435,-0.019307026528052273,4,0.9,0.0,0.04225311791532613,2.0,2016-02-01
170,Unknown,Phillip Capital,-0.4341934583450646,-0.059294176658092904,4,0.9,0.0,0.04225311791532613,2.0,2016-02-01
171,Utilities,HDFC Securities,0.0,0.0773089171974521,1,0.9,0.0,0.04225311791532613,2.0,2016-02-01
172,Utilities,Phillip Capital,1.0,0.0240229280333822,2,0.9,0.0,0.04225311791532613,2.0,2016-02-01
173,Consumer Goods,HDFC Securities,0.0,0.0148938568476422,1,0.0,0.0,0.0222842818604954,2.0,2016-03-01
174,Finance,Motilal Oswal,0.18859638698601136,0.0282279009825496,7,0.0,0.0,0.0222842818604954,2.0,2016-03-01
175,Finance,Phillip Capital,0.24339266839140256,-0.00046795834316715814,5,0.0,0.0,0.0222842818604954,2.0,2016-03-01
176,Healthcare,BOB Capital Markets Ltd.,0.0,0.1111235955056179,1,0.0,0.0,0.0222842818604954,2.0,2016-03-01
177,Healthcare,Karvy,0.0,-0.0015625000000001,1,0.0,0.0,0.0222842818604954,2.0,2016-03-01
178,Manufacturing,HDFC Securities,0.0,0.1340766929562143,1,0.0,0.0,0.0222842818604954,2.0,2016-03-01
179,Manufacturing,Motilal Oswal,-1.0,-0.0058236087243887,2,0.0,0.0,0.0222842818604954,2.0,2016-03-01
180,Technology,HDFC Securities,0.0,-0.0245205479452054,1,0.0,0.0,0.0222842818604954,2.0,2016-03-01
181,Technology,ICICI Securities Limited,0.9999844036847063,0.0163406627384412,3,0.0,0.0,0.0222842818604954,2.0,2016-03-01
182,Technology,Reliance Securities,0.0,0.0245205479452054,1,0.0,0.0,0.0222842818604954,2.0,2016-03-01
183,Utilities,HDFC Securities,0.0,-0.0017630465444287,1,0.0,0.0,0.0222842818604954,2.0,2016-03-01
184,Consumer Goods,Karvy,1.0,-0.028937875566799796,2,0.4,0.0,0.015246249365472475,3.0,2016-04-01
185,Energy,ICICI Securities Limited,1.0,0.0215568146607056,2,0.4,0.0,0.015246249365472475,3.0,2016-04-01
186,Energy,Reliance Securities,0.7414865098184734,0.019173444670036576,4,0.4,0.0,0.015246249365472475,3.0,2016-04-01
187,Finance,Angel Broking,0.9999999999999999,-0.01057313127470565,2,0.4,0.0,0.015246249365472475,3.0,2016-04-01
188,Finance,ICICI Securities Limited,-0.3972359225966601,-0.004643072112131571,7,0.4,0.0,0.015246249365472475,3.0,2016-04-01
189,Finance,LKP Securities,0.0,-0.0019507724535218,1,0.4,0.0,0.015246249365472475,3.0,2016-04-01
190,Finance,Motilal Oswal,0.24234289204510018,-0.00048014801787157034,13,0.4,0.0,0.015246249365472475,3.0,2016-04-01
191,Finance,Phillip Capital,0.24223266662330065,0.009944922586897508,10,0.4,0.0,0.015246249365472475,3.0,2016-04-01
192,Finance,Reliance Securities,0.3480877463784164,0.004577447139174537,8,0.4,0.0,0.015246249365472475,3.0,2016-04-01
193,Healthcare,HDFC Securities,0.0,-0.0053571428571428,1,0.4,0.0,0.015246249365472475,3.0,2016-04-01
194,Healthcare,Phillip Capital,-1.0,0.03751968837411465,2,0.4,0.0,0.015246249365472475,3.0,2016-04-01
195,Technology,HDFC Securities,1.0,0.00500848876567525,2,0.4,0.0,0.015246249365472475,3.0,2016-04-01
196,Technology,ICICI Securities Limited,-0.4022878407536297,-0.016879084088749018,6,0.4,0.0,0.015246249365472475,3.0,2016-04-01
197,Agriculture,Chola Wealth Direct,0.0,-0.0738954078479694,1,0.1,0.0,0.010334502599992322,4.0,2016-05-01
198,Consumer Goods,BOB Capital Markets Ltd.,0.0,0.0137254901960784,1,0.1,0.0,0.010334502599992322,4.0,2016-05-01
199,Consumer Goods,HDFC Securities,-1.0,0.011994110029036397,2,0.1,0.0,0.010334502599992322,4.0,2016-05-01
200,Consumer Goods,Reliance Securities,-1.0,-0.0868984342220476,2,0.1,0.0,0.010334502599992322,4.0,2016-05-01
201,Energy,Ajcon Global,0.0,0.0065454545454545,1,0.1,0.0,0.010334502599992322,4.0,2016-05-01
202,Energy,Reliance Securities,-0.25260711909824035,-0.003518343683090499,3,0.1,0.0,0.010334502599992322,4.0,2016-05-01
203,Finance,Angel Broking,-0.6496386688887504,0.020232288464097466,3,0.1,0.0,0.010334502599992322,4.0,2016-05-01
204,Finance,ICICI Securities Limited,0.0880151166632146,0.007238247351409874,38,0.1,0.0,0.010334502599992322,4.0,2016-05-01
205,Finance,Motilal Oswal,-0.44453141276185154,0.012464152383748655,11,0.1,0.0,0.010334502599992322,4.0,2016-05-01
206,Finance,Phillip Capital,-0.043211842663777776,-0.0011175762708553688,16,0.1,0.0,0.010334502599992322,4.0,2016-05-01
207,Finance,Reliance Securities,0.625739166276435,0.01460435864144112,10,0.1,0.0,0.010334502599992322,4.0,2016-05-01
208,Healthcare,BOB Capital Markets Ltd.,0.98363009275088,-0.0018887451387098672,3,0.1,0.0,0.010334502599992322,4.0,2016-05-01
209,Healthcare,Chola Wealth Direct,-1.0,-0.03297792395161235,2,0.1,0.0,0.010334502599992322,4.0,2016-05-01
210,Healthcare,HDFC Securities,-0.8371761351745444,0.021677457086521596,3,0.1,0.0,0.010334502599992322,4.0,2016-05-01
211,Healthcare,Karvy,0.0,0.0191566538199955,1,0.1,0.0,0.010334502599992322,4.0,2016-05-01
212,Healthcare,Motilal Oswal,0.14963400482716074,-0.0010208494324560006,16,0.1,0.0,0.010334502599992322,4.0,2016-05-01
213,Healthcare,Phillip Capital,-0.10503439958521991,-0.019180324994996827,15,0.1,0.0,0.010334502599992322,4.0,2016-05-01
214,Healthcare,Reliance Securities,-0.6592747374349897,0.06372619629703972,3,0.1,0.0,0.010334502599992322,4.0,2016-05-01
215,Manufacturing,BOB Capital Markets Ltd.,0.8521460145531687,0.014944094779781918,6,0.1,0.0,0.010334502599992322,4.0,2016-05-01
216,Real Estate,Phillip Capital,0.0,-0.000521609538003,1,0.1,0.0,0.010334502599992322,4.0,2016-05-01
217,Technology,Angel Broking,-1.0,0.001854268328105051,2,0.1,0.0,0.010334502599992322,4.0,2016-05-01
218,Technology,BOB Capital Markets Ltd.,0.0,0.0020108586366379,1,0.1,0.0,0.010334502599992322,4.0,2016-05-01
219,Technology,HDFC Securities,1.0,0.0065541416331534,2,0.1,0.0,0.010334502599992322,4.0,2016-05-01
220,Technology,Reliance Securities,0.9999999999999999,0.0052354153455928506,2,0.1,0.0,0.010334502599992322,4.0,2016-05-01
221,Telecommunications,Motilal Oswal,0.0,-0.02734375,1,0.1,0.0,0.010334502599992322,4.0,2016-05-01
222,Utilities,ICICI Securities Limited,-0.9999999999999998,-0.0106574394463667,2,0.1,0.0,0.010334502599992322,4.0,2016-05-01
