,Sector,author,correlation,performance_mean,count,correlation_threshold,performance_threshold,best_monthly_performance,filtered_count,month
472,Energy,Karvy,0.0,0.0077846681620266,1,0.0,0.0,0.006656108045251851,1.0,2017-03-01
473,Finance,Axis Direct,-0.07769120550501997,-0.00913409189907414,5,0.0,0.0,0.006656108045251851,1.0,2017-03-01
474,Finance,Chola Wealth Direct,-0.9999999999999999,-0.02317955810480585,2,0.0,0.0,0.006656108045251851,1.0,2017-03-01
475,Finance,ICICI Securities Limited,-1.0,0.11371058051053459,2,0.0,0.0,0.006656108045251851,1.0,2017-03-01
476,Finance,Karvy,-1.0,-0.058634293817498295,2,0.0,0.0,0.006656108045251851,1.0,2017-03-01
477,Healthcare,Angel Broking,0.0,0.0102652384595765,1,0.0,0.0,0.006656108045251851,1.0,2017-03-01
478,Healthcare,Ashika Research,0.0,0.0625539257981018,1,0.0,0.0,0.006656108045251851,1.0,2017-03-01
479,Healthcare,Axis Direct,-1.0,-0.029304873054872997,2,0.0,0.0,0.006656108045251851,1.0,2017-03-01
480,Healthcare,CD Equisearch,0.9407970072252404,-0.011234181751136565,3,0.0,0.0,0.006656108045251851,1.0,2017-03-01
481,Healthcare,HDFC Securities,0.0,0.0211290322580645,1,0.0,0.0,0.006656108045251851,1.0,2017-03-01
482,Manufacturing,Chola Wealth Direct,-0.18784692608908976,0.026783384122906977,4,0.0,0.0,0.006656108045251851,1.0,2017-03-01
483,Technology,Angel Broking,0.0,0.0547756350981019,1,0.0,0.0,0.006656108045251851,1.0,2017-03-01
484,Technology,Axis Direct,-1.0,-0.013909065243057347,2,0.0,0.0,0.006656108045251851,1.0,2017-03-01
485,Unknown,Axis Direct,1.0,0.006656108045251851,2,0.0,0.0,0.006656108045251851,1.0,2017-03-01
486,Energy,Karvy,0.0,-0.0568167721126411,1,0.5,0.0,0.034938999954784,1.0,2017-04-01
487,Finance,Axis Direct,0.4672700973620196,0.02248065882084265,4,0.5,0.0,0.034938999954784,1.0,2017-04-01
488,Finance,CD Equisearch,0.0,0.0062893081761006,1,0.5,0.0,0.034938999954784,1.0,2017-04-01
489,Finance,Chola Wealth Direct,-0.17968898502900127,0.00838763644313348,6,0.5,0.0,0.034938999954784,1.0,2017-04-01
490,Finance,ICICI Securities Limited,0.04359287454549794,0.016154722481240762,17,0.5,0.0,0.034938999954784,1.0,2017-04-01
491,Finance,IDBI Capital,-0.413480989275143,-0.007936220888830484,6,0.5,0.0,0.034938999954784,1.0,2017-04-01
492,Finance,LKP Securities,0.0,-0.0068079688436189,1,0.5,0.0,0.034938999954784,1.0,2017-04-01
493,Finance,Reliance Securities,0.07914649031535902,0.0058251372042148536,11,0.5,0.0,0.034938999954784,1.0,2017-04-01
494,Healthcare,Axis Direct,1.0,-0.0392288112458324,2,0.5,0.0,0.034938999954784,1.0,2017-04-01
495,Healthcare,HDFC Securities,1.0,-0.01591862685157925,2,0.5,0.0,0.034938999954784,1.0,2017-04-01
496,Healthcare,Religare,0.0,0.0169407075236671,1,0.5,0.0,0.034938999954784,1.0,2017-04-01
497,Technology,Axis Direct,0.0,0.024154929577465,1,0.5,0.0,0.034938999954784,1.0,2017-04-01
498,Technology,BOB Capital Markets Ltd.,0.0,-0.0276560229606234,1,0.5,0.0,0.034938999954784,1.0,2017-04-01
499,Technology,Dynamic Levels,0.0,-0.020847048496818,1,0.5,0.0,0.034938999954784,1.0,2017-04-01
500,Technology,Edelweiss,0.0,-0.0293193717277486,1,0.5,0.0,0.034938999954784,1.0,2017-04-01
501,Technology,Reliance Securities,1.0,0.034938999954784,2,0.5,0.0,0.034938999954784,1.0,2017-04-01
502,Agriculture,ICICI Securities Limited,0.0,0.0051707564226694,1,0.0,0.0,0.011705598178115109,6.0,2017-05-01
503,Consumer Goods,Axis Direct,-0.7641041371041208,0.018452137873540532,3,0.0,0.0,0.011705598178115109,6.0,2017-05-01
504,Consumer Goods,Chola Wealth Direct,1.0,0.00606766474068245,2,0.0,0.0,0.011705598178115109,6.0,2017-05-01
505,Consumer Goods,Edelweiss,0.0,-0.1288659793814432,1,0.0,0.0,0.011705598178115109,6.0,2017-05-01
506,Consumer Goods,Reliance Securities,-0.6035012856503892,-0.044067124499855274,4,0.0,0.0,0.011705598178115109,6.0,2017-05-01
507,Consumer Goods,Religare,-1.0,-0.0735032844753021,2,0.0,0.0,0.011705598178115109,6.0,2017-05-01
508,Energy,Axis Direct,-0.008417339381970054,-0.009484379283395149,6,0.0,0.0,0.011705598178115109,6.0,2017-05-01
509,Energy,Emkay,0.0,0.0371478873239437,1,0.0,0.0,0.011705598178115109,6.0,2017-05-01
510,Energy,HDFC Securities,-0.8569311418001782,-0.01488830247032048,5,0.0,0.0,0.011705598178115109,6.0,2017-05-01
511,Energy,ICICI Securities Limited,0.22257961976427515,0.03223297621353118,12,0.0,0.0,0.011705598178115109,6.0,2017-05-01
512,Finance,Axis Direct,-0.1536878321381431,0.005264599742415136,19,0.0,0.0,0.011705598178115109,6.0,2017-05-01
513,Finance,Chola Wealth Direct,-0.4460784278138101,-0.019962286502710112,7,0.0,0.0,0.011705598178115109,6.0,2017-05-01
514,Finance,Geojit BNP Paribas,-0.7956955941052681,-0.00312909894844615,4,0.0,0.0,0.011705598178115109,6.0,2017-05-01
515,Finance,ICICI Securities Limited,0.19686209063101556,-0.004054735906131458,24,0.0,0.0,0.011705598178115109,6.0,2017-05-01
516,Finance,Reliance Securities,-0.6308378482737642,-0.0110922672922372,6,0.0,0.0,0.011705598178115109,6.0,2017-05-01
517,Finance,Ventura,0.0,-0.0025525368019861,1,0.0,0.0,0.011705598178115109,6.0,2017-05-01
518,Healthcare,Angel Broking,-1.0,-0.0067305656957028,2,0.0,0.0,0.011705598178115109,6.0,2017-05-01
519,Healthcare,Axis Direct,-0.019411744236813962,-0.003891406101303533,6,0.0,0.0,0.011705598178115109,6.0,2017-05-01
520,Healthcare,BP Wealth,-0.08409349123278756,0.002517896730425951,4,0.0,0.0,0.011705598178115109,6.0,2017-05-01
521,Healthcare,Edelweiss,-1.0,-0.06475371679259076,2,0.0,0.0,0.011705598178115109,6.0,2017-05-01
522,Healthcare,HDFC Securities,-0.08701249199498368,0.029447313187551834,19,0.0,0.0,0.011705598178115109,6.0,2017-05-01
523,Healthcare,IDBI Capital,-0.28034992675184667,-0.02975586285291663,6,0.0,0.0,0.011705598178115109,6.0,2017-05-01
524,Manufacturing,BOB Capital Markets Ltd.,0.9999999999999999,0.0077479575163399,2,0.0,0.0,0.011705598178115109,6.0,2017-05-01
525,Manufacturing,BP Wealth,0.0,0.0282367705500941,1,0.0,0.0,0.011705598178115109,6.0,2017-05-01
526,Manufacturing,IDBI Capital,0.09002968059850447,-0.00040274915711017246,7,0.0,0.0,0.011705598178115109,6.0,2017-05-01
527,Manufacturing,Reliance Securities,0.37478443053632776,0.008872762058449099,7,0.0,0.0,0.011705598178115109,6.0,2017-05-01
528,Technology,Axis Direct,0.44141581059583274,0.010143391613297683,12,0.0,0.0,0.011705598178115109,6.0,2017-05-01
529,Technology,Edelweiss,-0.3363161175312598,-0.015344844405423835,3,0.0,0.0,0.011705598178115109,6.0,2017-05-01
530,Technology,Emkay,0.9172821879771299,0.0051688369263903355,3,0.0,0.0,0.011705598178115109,6.0,2017-05-01
531,Telecommunications,ICICI Securities Limited,-0.09437307967275434,-0.0206679198382186,4,0.0,0.0,0.011705598178115109,6.0,2017-05-01
532,Telecommunications,LKP Securities,-1.0,-0.0549398862969836,2,0.0,0.0,0.011705598178115109,6.0,2017-05-01
533,Telecommunications,Reliance Securities,0.0,-0.0125274951883419,1,0.0,0.0,0.011705598178115109,6.0,2017-05-01
534,Transportation,Karvy,0.0,-0.0383895131086142,1,0.0,0.0,0.011705598178115109,6.0,2017-05-01
535,Unknown,Axis Direct,-0.9963859643554782,-0.049379703394410196,4,0.0,0.0,0.011705598178115109,6.0,2017-05-01
536,Unknown,Edelweiss,0.0,0.0692148760330578,1,0.0,0.0,0.011705598178115109,6.0,2017-05-01
537,Unknown,ICICI Securities Limited,-0.014055200435051391,0.0013679741903730742,4,0.0,0.0,0.011705598178115109,6.0,2017-05-01
538,Unknown,LKP Securities,0.0,0.0161235765024242,1,0.0,0.0,0.011705598178115109,6.0,2017-05-01
539,Utilities,HDFC Securities,1.0,-0.024983048662154148,2,0.0,0.0,0.011705598178115109,6.0,2017-05-01
540,Consumer Goods,Axis Direct,0.9999999999999998,0.0068458395228174,2,0.0,0.0,0.015740957192351832,5.0,2017-06-01
541,Consumer Goods,Edelweiss,-0.74070765884043,0.013963213267563335,3,0.0,0.0,0.015740957192351832,5.0,2017-06-01
542,Consumer Goods,Karvy,-1.0,0.006795980692032,2,0.0,0.0,0.015740957192351832,5.0,2017-06-01
543,Energy,Axis Direct,-0.17884444752791318,-0.004186403594364269,6,0.0,0.0,0.015740957192351832,5.0,2017-06-01
544,Energy,Chola Wealth Direct,0.0,0.0021496130696474,1,0.0,0.0,0.015740957192351832,5.0,2017-06-01
545,Energy,Emkay,0.0,-0.0107266435986159,1,0.0,0.0,0.015740957192351832,5.0,2017-06-01
546,Energy,ICICI Securities Limited,1.0,0.01876368819076995,2,0.0,0.0,0.015740957192351832,5.0,2017-06-01
547,Energy,Karvy,-0.9999999999999999,-0.01036634235157615,2,0.0,0.0,0.015740957192351832,5.0,2017-06-01
548,Finance,CD Equisearch,0.0,0.0274812178726768,1,0.0,0.0,0.015740957192351832,5.0,2017-06-01
549,Finance,Geojit BNP Paribas,0.7070189661158819,-0.025186683488537132,3,0.0,0.0,0.015740957192351832,5.0,2017-06-01
550,Finance,ICICI Securities Limited,0.38951130912859855,0.027517706665580604,6,0.0,0.0,0.015740957192351832,5.0,2017-06-01
551,Finance,Reliance Securities,0.0,0.022015823873409,1,0.0,0.0,0.015740957192351832,5.0,2017-06-01
552,Finance,Ventura,0.0,0.0202607577890677,1,0.0,0.0,0.015740957192351832,5.0,2017-06-01
553,Healthcare,Angel Broking,-0.3629492936400816,0.009894091862033197,5,0.0,0.0,0.015740957192351832,5.0,2017-06-01
554,Healthcare,Axis Direct,0.09995363033229973,0.016062819960217054,11,0.0,0.0,0.015740957192351832,5.0,2017-06-01
555,Healthcare,HDFC Securities,0.0,0.0307816929931145,1,0.0,0.0,0.015740957192351832,5.0,2017-06-01
556,Healthcare,IDBI Capital,1.0,0.00951473162237415,2,0.0,0.0,0.015740957192351832,5.0,2017-06-01
557,Healthcare,Karvy,-0.33744341915016957,-0.0010101850459626614,5,0.0,0.0,0.015740957192351832,5.0,2017-06-01
558,Healthcare,Reliance Securities,-1.0,-0.0205805716932697,2,0.0,0.0,0.015740957192351832,5.0,2017-06-01
559,Manufacturing,BOB Capital Markets Ltd.,0.0,0.0440362651595432,1,0.0,0.0,0.015740957192351832,5.0,2017-06-01
560,Manufacturing,Chola Wealth Direct,-0.9999999999999998,0.06071185821949735,2,0.0,0.0,0.015740957192351832,5.0,2017-06-01
561,Manufacturing,IDBI Capital,-1.0,-0.0067214456188203,2,0.0,0.0,0.015740957192351832,5.0,2017-06-01
562,Manufacturing,Reliance Securities,-0.45588272246888667,-0.017109007410164523,4,0.0,0.0,0.015740957192351832,5.0,2017-06-01
563,Manufacturing,Ventura,0.0,0.0327298498808065,1,0.0,0.0,0.015740957192351832,5.0,2017-06-01
564,Technology,Angel Broking,0.0,0.0228968356058656,1,0.0,0.0,0.015740957192351832,5.0,2017-06-01
565,Technology,Axis Direct,-0.024617190071624395,-0.0050957490256799505,10,0.0,0.0,0.015740957192351832,5.0,2017-06-01
566,Technology,BOB Capital Markets Ltd.,-0.9999999999999999,-0.0183198732997113,2,0.0,0.0,0.015740957192351832,5.0,2017-06-01
567,Unknown,Axis Direct,-0.9999999999999998,0.002057114836402099,2,0.0,0.0,0.015740957192351832,5.0,2017-06-01
568,Unknown,CD Equisearch,0.0,0.0862008426966292,1,0.0,0.0,0.015740957192351832,5.0,2017-06-01
569,Consumer Goods,Angel Broking,0.0,-0.0308457711442802,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
570,Consumer Goods,Axis Direct,0.0,0.0001730777551815,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
571,Consumer Goods,Karvy,0.0,0.0256217838765009,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
572,Energy,Axis Direct,1.0,0.0128375674955076,2,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
573,Energy,Edelweiss,0.0,0.0168127777110604,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
574,Energy,ICICI Securities Limited,0.6436455009330417,0.0012869802208559497,6,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
575,Finance,Axis Direct,-0.7770599750849694,-0.005185688102670394,15,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
576,Finance,Chola Wealth Direct,-0.4577433357644709,-0.01139847140376618,5,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
577,Finance,Geojit BNP Paribas,-0.9999999999999999,0.04003736552517035,2,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
578,Finance,ICICI Securities Limited,-0.09391892928561464,0.010311509229620163,25,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
579,Finance,LKP Securities,0.0,0.0138700417536534,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
580,Healthcare,HDFC Securities,-0.6605606330723365,-0.0051757455580988,4,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
581,Healthcare,ICICI Securities Limited,0.5891867585594339,-0.0039877845165446,5,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
582,Healthcare,IDBI Capital,0.0,-0.0230496453900709,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
583,Manufacturing,Ashika Research,0.0,0.0736514522821576,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
584,Manufacturing,BP Wealth,0.0,-0.0055299539170506,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
585,Manufacturing,Chola Wealth Direct,0.0,-0.0097582811101164,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
586,Manufacturing,IDBI Capital,1.0,0.01024037970807395,2,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
587,Manufacturing,Reliance Securities,0.10787855688673241,1.450572024634999e-05,6,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
588,Technology,Angel Broking,1.0,-0.0111433375367801,2,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
589,Technology,Axis Direct,0.4057347584405734,0.00397323935502696,10,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
590,Technology,BP Wealth,0.0,-0.0008064516129031,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
591,Technology,Edelweiss,0.0,0.0126728110599079,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
592,Technology,Emkay,0.0,-0.033003300330033,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
593,Telecommunications,Axis Direct,1.0,0.0023146109102709003,2,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
594,Telecommunications,ICICI Securities Limited,-0.6326981879134292,-0.007803702176762332,3,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
595,Telecommunications,LKP Securities,-1.0,-0.00016013866764394988,2,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
596,Telecommunications,Religare,0.0,-0.0002767527675276,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
597,Utilities,Axis Direct,0.0,0.07556462585034,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
598,Utilities,HDFC Securities,0.0,0.0200928186281085,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
599,Utilities,LKP Securities,0.0,-0.0200928186281085,1,0.7000000000000001,0.0,0.008464186037950816,3.0,2017-07-01
600,Consumer Goods,Axis Direct,-0.9626643836225581,0.0055598404679610995,3,0.2,0.0,0.022299523515305796,6.0,2017-08-01
601,Consumer Goods,Edelweiss,1.0,-0.00196545567783435,2,0.2,0.0,0.022299523515305796,6.0,2017-08-01
602,Consumer Goods,Karvy,0.0,0.009739336492891,1,0.2,0.0,0.022299523515305796,6.0,2017-08-01
603,Energy,Axis Direct,0.1296327189719079,-0.003190651988119767,9,0.2,0.0,0.022299523515305796,6.0,2017-08-01
604,Energy,Chola Wealth Direct,0.0,-0.0033862775135047,1,0.2,0.0,0.022299523515305796,6.0,2017-08-01
605,Energy,Geojit BNP Paribas,0.0,-0.0374113475177305,1,0.2,0.0,0.022299523515305796,6.0,2017-08-01
606,Energy,HDFC Securities,0.9776708769249512,-0.0077846089822092,3,0.2,0.0,0.022299523515305796,6.0,2017-08-01
607,Energy,ICICI Securities Limited,-0.11293667473166248,-0.004804395243507173,11,0.2,0.0,0.022299523515305796,6.0,2017-08-01
608,Energy,Karvy,0.9999999999999999,-0.00419236663528755,2,0.2,0.0,0.022299523515305796,6.0,2017-08-01
609,Finance,Choice India,0.4490762348449778,-0.001633783295921766,3,0.2,0.0,0.022299523515305796,6.0,2017-08-01
610,Finance,ICICI Securities Limited,-0.20849311945472132,-0.006232230292931345,20,0.2,0.0,0.022299523515305796,6.0,2017-08-01
611,Finance,KRChoksey,-1.0,-0.010856507166470249,2,0.2,0.0,0.022299523515305796,6.0,2017-08-01
612,Finance,Reliance Securities,0.4712911489718357,-0.03357525347517427,6,0.2,0.0,0.022299523515305796,6.0,2017-08-01
613,Healthcare,BP Wealth,0.5733732998218175,-0.01798088798908338,5,0.2,0.0,0.022299523515305796,6.0,2017-08-01
614,Healthcare,Geojit BNP Paribas,-0.9999999999999998,-0.0243456052499006,2,0.2,0.0,0.022299523515305796,6.0,2017-08-01
615,Healthcare,HDFC Securities,-0.3697374671166746,0.01100920524142262,10,0.2,0.0,0.022299523515305796,6.0,2017-08-01
616,Healthcare,ICICI Securities Limited,0.6367889576286695,0.011000146334437433,15,0.2,0.0,0.022299523515305796,6.0,2017-08-01
617,Healthcare,IDBI Capital,0.26793076821391476,0.025212373466338717,6,0.2,0.0,0.022299523515305796,6.0,2017-08-01
618,Healthcare,Karvy,-0.18211971360764675,0.0015876893794103666,3,0.2,0.0,0.022299523515305796,6.0,2017-08-01
619,Manufacturing,Chola Wealth Direct,-0.8537607333313638,-0.026087044221921474,4,0.2,0.0,0.022299523515305796,6.0,2017-08-01
620,Manufacturing,HDFC Securities,0.2999356509519707,0.004726715427440456,18,0.2,0.0,0.022299523515305796,6.0,2017-08-01
621,Manufacturing,IDBI Capital,0.2835177304626327,0.041745907171595806,7,0.2,0.0,0.022299523515305796,6.0,2017-08-01
622,Manufacturing,Reliance Securities,0.14955106697156753,0.0030457128335442765,9,0.2,0.0,0.022299523515305796,6.0,2017-08-01
623,Real Estate,HDFC Securities,0.0,0.0177611940298507,1,0.2,0.0,0.022299523515305796,6.0,2017-08-01
624,Technology,Angel Broking,0.0,0.0108247422680412,1,0.2,0.0,0.022299523515305796,6.0,2017-08-01
625,Technology,Axis Direct,0.05653969068565357,-0.010554843135955252,14,0.2,0.0,0.022299523515305796,6.0,2017-08-01
626,Technology,Edelweiss,0.40362476330518166,0.031745799682738135,3,0.2,0.0,0.022299523515305796,6.0,2017-08-01
627,Technology,Emkay,-1.0,0.0665717304102625,2,0.2,0.0,0.022299523515305796,6.0,2017-08-01
628,Technology,Reliance Securities,0.0,-0.032520325203252,1,0.2,0.0,0.022299523515305796,6.0,2017-08-01
629,Telecommunications,ICICI Securities Limited,-0.9999999999999998,-0.0457928317955997,2,0.2,0.0,0.022299523515305796,6.0,2017-08-01
630,Unknown,Axis Direct,0.3762604932047464,0.019366199009284223,4,0.2,0.0,0.022299523515305796,6.0,2017-08-01
631,Unknown,Emkay,0.0,0.0334885962094443,1,0.2,0.0,0.022299523515305796,6.0,2017-08-01
632,Utilities,HDFC Securities,0.0,-0.0118457300275482,1,0.2,0.0,0.022299523515305796,6.0,2017-08-01
633,Energy,HDFC Securities,0.0,-0.0114322006986343,1,0.0,0.0,-inf,0.0,2017-09-01
634,Finance,Choice India,0.0,0.0234615384615385,1,0.0,0.0,-inf,0.0,2017-09-01
635,Finance,Edelweiss,1.0,-0.00148636664607755,2,0.0,0.0,-inf,0.0,2017-09-01
636,Finance,Motilal Oswal,0.0,0.0360293336167499,1,0.0,0.0,-inf,0.0,2017-09-01
637,Healthcare,CD Equisearch,-1.0,-0.0189716563656777,2,0.0,0.0,-inf,0.0,2017-09-01
638,Manufacturing,Choice India,-0.492156416809868,-0.0068741697479638335,3,0.0,0.0,-inf,0.0,2017-09-01
639,Manufacturing,KRChoksey,-0.5519092979651933,0.004271826811732532,3,0.0,0.0,-inf,0.0,2017-09-01
640,Consumer Goods,Axis Direct,0.4011979301743255,-0.010223648472331199,3,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
641,Consumer Goods,Karvy,0.0,-0.0065656565656565,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
642,Consumer Goods,Reliance Securities,0.0,0.0097105279331326,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
643,Energy,Edelweiss,0.0,0.0406213485462918,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
644,Energy,Geojit BNP Paribas,0.0,0.0150591163658991,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
645,Energy,ICICI Securities Limited,1.0,0.01289432494590175,2,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
646,Energy,JM Financial,1.0,0.05864413609687885,2,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
647,Energy,Reliance Securities,0.3960918721470529,0.019526875533235132,3,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
648,Finance,Axis Direct,0.31616283191763533,0.0032207710607750637,14,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
649,Finance,CD Equisearch,0.0,-0.0866013071895423,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
650,Finance,Choice India,0.0,0.0407586206896551,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
651,Finance,Chola Wealth Direct,-0.636000935205222,0.003102520816105699,3,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
652,Finance,ICICI Securities Limited,-0.3592389826009562,-0.003891745622107679,14,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
653,Finance,LKP Securities,-0.9999999999999999,-0.00565163259930335,2,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
654,Finance,Reliance Securities,-0.2671691128096271,-0.009534333141544164,11,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
655,Healthcare,Axis Direct,-0.40413446862189456,0.01658424692915136,5,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
656,Healthcare,BP Wealth,0.0,-0.0198904583453444,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
657,Healthcare,CD Equisearch,0.0,-0.0250225428313796,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
658,Healthcare,HDFC Securities,-0.5977178323634498,-0.013868513916995628,4,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
659,Healthcare,ICICI Securities Limited,0.6558372860698121,0.004437509299331467,3,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
660,Healthcare,Reliance Securities,0.0,0.0303880548035113,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
661,Manufacturing,Arihant Capital,0.0,-0.0047909959694796,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
662,Manufacturing,Choice India,0.0,0.0477806788511748,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
663,Manufacturing,IDBI Capital,0.0,0.0090420332355816,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
664,Manufacturing,KRChoksey,-0.9899364789963848,0.020140874918867367,3,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
665,Manufacturing,Yes Securities,0.0,0.0111142877564149,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
666,Technology,Choice India,1.0,0.0081209381203502,2,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
667,Technology,Dolat Capital,0.0,-0.0140961857379767,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
668,Technology,Emkay,1.0,-0.0260034757471346,2,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
669,Technology,KRChoksey,0.0,0.0331103286384976,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
670,Technology,Reliance Securities,0.0,0.0378301886792451,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
671,Telecommunications,Axis Direct,1.0,-0.02516899232308515,2,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
672,Telecommunications,ICICI Securities Limited,-0.27479030098385704,-0.0004348668110812001,3,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
673,Telecommunications,LKP Securities,0.0,-0.0100074822297044,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
674,Telecommunications,Religare,0.0,-0.0056273062730626,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
675,Unknown,CD Equisearch,0.0,-0.0068181818181818,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
676,Unknown,Religare,0.0,-0.0274570354457571,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
677,Utilities,HDFC Securities,0.0,0.0830724777269443,1,0.7000000000000001,0.0,0.02655313305437693,3.0,2017-10-01
678,Agriculture,ICICI Securities Limited,0.0,0.0484574230940705,1,0.0,0.0,0.008566314273968733,6.0,2017-11-01
679,Consumer Goods,Axis Direct,-0.47020478733799836,-0.01585105944628513,6,0.0,0.0,0.008566314273968733,6.0,2017-11-01
680,Consumer Goods,Edelweiss,-1.0,-0.0627376427580841,2,0.0,0.0,0.008566314273968733,6.0,2017-11-01
681,Consumer Goods,Motilal Oswal,0.725451488275768,-0.011474584626308211,8,0.0,0.0,0.008566314273968733,6.0,2017-11-01
682,Consumer Goods,Reliance Securities,-1.0,-0.00356774067519655,2,0.0,0.0,0.008566314273968733,6.0,2017-11-01
683,Energy,Dolat Capital,0.0,-0.0397687861271676,1,0.0,0.0,0.008566314273968733,6.0,2017-11-01
684,Energy,ICICI Securities Limited,0.31691188366562467,-0.01503434110327413,14,0.0,0.0,0.008566314273968733,6.0,2017-11-01
685,Energy,Karvy,0.0,0.0111550632911391,1,0.0,0.0,0.008566314273968733,6.0,2017-11-01
686,Energy,Motilal Oswal,0.03792277644957718,-0.018480273543147116,6,0.0,0.0,0.008566314273968733,6.0,2017-11-01
687,Energy,Reliance Securities,-0.5538973372015422,-0.0071594197428981,6,0.0,0.0,0.008566314273968733,6.0,2017-11-01
688,Finance,Angel Broking,0.0,-0.0044491228070174,1,0.0,0.0,0.008566314273968733,6.0,2017-11-01
689,Finance,Axis Direct,-0.01923144896986088,0.004142412932497516,20,0.0,0.0,0.008566314273968733,6.0,2017-11-01
690,Finance,Choice India,-0.2566292206200546,-0.00537925629716615,4,0.0,0.0,0.008566314273968733,6.0,2017-11-01
691,Finance,Edelweiss,0.44556060891431315,0.005835947609488641,5,0.0,0.0,0.008566314273968733,6.0,2017-11-01
692,Finance,ICICI Securities Limited,-0.2762593523986738,-0.006008920473645081,30,0.0,0.0,0.008566314273968733,6.0,2017-11-01
693,Finance,Motilal Oswal,0.22496010514973627,0.005945671850703193,21,0.0,0.0,0.008566314273968733,6.0,2017-11-01
