mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,std_monthly_corpus_return,min_monthly_corpus_return,min_month,max_monthly_corpus_return,max_month,median_monthly_corpus_return,mode_monthly_corpus_return,avg_min_available_cash,k_percent
-0.006150356833033863,44.583333333333336,-0.255047599833595,0.0002518413390306721,0.02660941556958063,-0.04508383069529609,2018-02-01,0.06101634040827597,2020-06-01,0.0,0.0,0.020571980057187546,1.0
-0.006150356833033863,44.583333333333336,-0.255047599833595,0.0002518413390306721,0.02660941556958063,-0.04508383069529609,2018-02-01,0.06101634040827597,2020-06-01,0.0,0.0,0.020571980057187546,1.5
-0.006150356833033863,44.583333333333336,-0.255047599833595,0.0002518413390306721,0.02660941556958063,-0.04508383069529609,2018-02-01,0.06101634040827597,2020-06-01,0.0,0.0,0.020571980057187546,2.0
-0.003635216576669099,62.93333333333333,-0.30866397557608655,0.006775640142401246,0.034925365858622895,-0.03186176552013986,2022-12-01,0.11688324921239146,2020-06-01,0.0,0.0,0.042644930116464565,2.5
-0.004185751177869328,78.98333333333333,-0.3252456210059537,0.01054959282152275,0.03879454988796766,-0.02129563054520578,2019-08-01,0.11688324921239146,2020-06-01,0.0,0.0,0.0339673473462234,3.0
-0.004185751177869328,78.98333333333333,-0.3252456210059537,0.01054959282152275,0.03879454988796766,-0.02129563054520578,2019-08-01,0.11688324921239146,2020-06-01,0.0,0.0,0.0339673473462234,3.5
-0.004185751177869328,78.98333333333333,-0.3252456210059537,0.01054959282152275,0.03879454988796766,-0.02129563054520578,2019-08-01,0.11688324921239146,2020-06-01,0.0,0.0,0.0339673473462234,4.0
-0.004252328088263367,81.26666666666667,-0.33088795797455267,0.01054959282152275,0.03879454988796766,-0.02129563054520578,2019-08-01,0.11688324921239146,2020-06-01,0.0,0.0,0.03403186636922655,4.5
-0.0016229231448483927,87.28333333333333,-0.3442757227490747,0.01071041021756416,0.0425535584596218,-0.03995988340399459,2020-05-01,0.11688324921239146,2020-06-01,0.001213075226017768,-0.03995988340399459,0.0174390506587561,5.0
-0.0015800082272367896,91.43333333333334,-0.31463137640919026,0.011257020836312871,0.04421829150178191,-0.03995988340399459,2020-05-01,0.11688324921239146,2020-06-01,0.0015077346199556807,-0.03995988340399459,0.012398654285459734,5.5
-0.0015800082272367896,91.43333333333334,-0.31463137640919026,0.011257020836312871,0.04421829150178191,-0.03995988340399459,2020-05-01,0.11688324921239146,2020-06-01,0.0015077346199556807,-0.03995988340399459,0.012398654285459734,6.0
-0.0013822581976877708,92.68333333333334,-0.30640479971360957,0.011257020836312871,0.04421829150178191,-0.03995988340399459,2020-05-01,0.11688324921239146,2020-06-01,0.0015077346199556807,-0.03995988340399459,0.0124069301475287,6.5
-0.001463477617562697,95.56666666666666,-0.31753649334154804,0.01199147753389033,0.04379554717648979,-0.03995988340399459,2020-05-01,0.11688324921239146,2020-06-01,0.0015077346199556807,-0.03995988340399459,0.012373091177373991,7.0
-0.0010548583254574833,95.88333333333334,-0.3065220362433319,0.01847924705634274,0.04193556947285609,-0.007586114803459498,2019-05-01,0.11688490957077424,2020-06-01,0.0024832497057054592,-0.007586114803459498,0.007375591689981242,7.5
-0.0012133167511306736,104.91666666666667,-0.3279471641743591,0.021985627250552118,0.04433763159076084,-0.007586114803459498,2019-05-01,0.11688490957077424,2020-06-01,0.003509629908103662,-0.007586114803459498,0.007343949277375451,8.0
-0.0011733249944672814,106.11666666666666,-0.32992619722652455,0.021985627250552118,0.04433763159076084,-0.007586114803459498,2019-05-01,0.11688490957077424,2020-06-01,0.003509629908103662,-0.007586114803459498,0.007254697407050238,8.5
-0.0011724272718603177,107.26666666666667,-0.3410043259998982,0.021985627250552118,0.04433763159076084,-0.007586114803459498,2019-05-01,0.11688490957077424,2020-06-01,0.003509629908103662,-0.007586114803459498,0.00749980551346726,9.0
-0.0012699001422203577,107.4,-0.3444464856967039,0.02517824926743966,0.04377348316968458,-0.0075869121766443115,2019-05-01,0.11688490957077424,2020-06-01,0.003509629908103662,-0.0075869121766443115,0.007569595353985624,9.5
-0.0012196539194144437,108.88333333333334,-0.33771134511764855,0.015400959984692804,0.022206296088622617,-0.0075869121766443115,2019-05-01,0.04844388459154625,2020-06-01,0.003509629908103662,-0.0075869121766443115,0.00851104484291781,10.0
-0.0013107445056911866,116.35,-0.36955387961908537,0.015565992790582683,0.02240054116238682,-0.0075869121766443115,2019-05-01,0.04844388459154625,2020-06-01,0.003509629908103662,-0.0075869121766443115,0.0064395475649820086,10.5
-0.0013647250377149332,119.96666666666667,-0.3913594881090761,0.015565992790582683,0.02240054116238682,-0.0075869121766443115,2019-05-01,0.04844388459154625,2020-06-01,0.003509629908103662,-0.0075869121766443115,0.006369202737395801,11.0
-0.0014149052301696368,121.31666666666666,-0.385402838402897,0.015530554412842472,0.022443429746055562,-0.007834980820825788,2019-05-01,0.04844388459154625,2020-06-01,0.003509629908103662,-0.007834980820825788,0.006206130941986515,11.5
-0.0014685612589532798,121.7,-0.38697716743676464,0.006182168147446809,0.01858751727652462,-0.007834980820825788,2019-05-01,0.038562223666187556,2022-08-01,0.00018068189484954367,-0.007834980820825788,0.0061361264568043266,12.0
-0.0014489382713085987,121.81666666666666,-0.3881603300738239,0.006182168147446809,0.01858751727652462,-0.007834980820825788,2019-05-01,0.038562223666187556,2022-08-01,0.00018068189484954367,-0.007834980820825788,0.00519090686917546,12.5
-0.0015900926326323718,129.73333333333332,-0.41929407249913275,-0.00200838697921793,0.0049236158311956844,-0.007834980820825788,2019-05-01,0.003509629908103662,2020-04-01,-0.0018540985020747969,-0.007834980820825788,0.005127625140251411,13.0
