date,Company Name,Symbol,author,Sector,expected_return,actual_return
2015-11-16,speciality restaurants limited,SPECIALITY,Karvy,Technology,9.43242139648836,-0.014344262295081968
2015-08-13,speciality restaurants limited,SPECIALITY,Reliance Securities,Technology,7.18954248366013,0.005806451612903263
2024-05-17,eicher motors limited,EICHERMOT,BOB Capital Markets Ltd.,Manufacturing,-1.297428577515491,0.009774193548387058
2024-05-13,eicher motors limited,EICHERMOT,ICICI Direct,Manufacturing,18.09037134054043,-0.0038672494322319222
2024-05-13,eicher motors limited,EICHERMOT,Axis Direct,Manufacturing,10.25346487885002,-0.0038672494322319222
2024-05-12,eicher motors limited,EICHERMOT,Emkay,Manufacturing,-27.00494863509989,-0.0038672494322319222
2024-02-14,eicher motors limited,EICHERMOT,Prabhudas Lilladhar,Manufacturing,5.0864400046135465,0.006056338028169037
2024-02-14,eicher motors limited,EICHERMOT,Axis Direct,Manufacturing,8.93106585844087,0.006056338028169037
2024-02-13,eicher motors limited,EICHERMOT,BOB Capital Markets Ltd.,Manufacturing,4.950443671838519,0.021797547612835946
2023-11-20,eicher motors limited,EICHERMOT,Geojit BNP Paribas,Manufacturing,12.64932600189786,-0.00807244501940487
2023-11-13,eicher motors limited,EICHERMOT,Axis Direct,Manufacturing,9.518620959405464,0.04005150447275684
2023-11-11,eicher motors limited,EICHERMOT,Prabhudas Lilladhar,Manufacturing,7.321895078726258,0.07194986072423404
2023-08-04,eicher motors limited,EICHERMOT,ICICI Securities Limited,Manufacturing,19.50764860786461,0.0035863628923049995
2023-08-04,eicher motors limited,EICHERMOT,Axis Direct,Manufacturing,13.110386807756985,0.0035863628923049995
2023-05-25,eicher motors limited,EICHERMOT,ICICI Securities Limited,Manufacturing,8.256880733944955,0.01711427788435183
2023-05-12,eicher motors limited,EICHERMOT,ICICI Securities Limited,Manufacturing,16.08375179866678,0.0008815426997244678
2023-05-12,eicher motors limited,EICHERMOT,Motilal Oswal,Manufacturing,0.6521709156589984,0.0008815426997244678
