### iter_0_a_0.0_b_0.0 ###
                  Sector                              author  mean_performance  count      month
169       Consumer Goods                       Motilal Oswal          0.017962      4 2016-07-01
170       Consumer Goods                     Phillip Capital          0.001708      3 2016-07-01
171               Energy                     HDFC Securities          0.009675      4 2016-07-01
172              Finance                       Motilal Oswal          0.012102     21 2016-07-01
173           Healthcare                     Phillip Capital          0.018721      1 2016-07-01
174        Manufacturing                         AUM Capital          0.103476      1 2016-07-01
175        Manufacturing                     HDFC Securities          0.020319      5 2016-07-01
176        Manufacturing                       Motilal Oswal         -0.000669     11 2016-07-01
177           Technology                     HDFC Securities          0.008001      7 2016-07-01
178           Technology                 Reliance Securities          0.017672      2 2016-07-01
179           Technology                    Systematix Group         -0.020710      1 2016-07-01
180   Telecommunications                     HDFC Securities          0.056086      1 2016-07-01
181   Telecommunications                 Reliance Securities          0.031579      1 2016-07-01
182       Transportation                       Motilal Oswal          0.017435      1 2016-07-01
183            Utilities            ICICI Securities Limited          0.061540      1 2016-07-01
184          Agriculture                 Chola Wealth Direct         -0.013275      1 2016-08-01
185       Consumer Goods                     HDFC Securities          0.009825      2 2016-08-01
186       Consumer Goods                               Karvy          0.014989      1 2016-08-01
187       Consumer Goods                     Phillip Capital          0.040181      2 2016-08-01
188               Energy                        Ajcon Global         -0.018248      1 2016-08-01
189               Energy                     HDFC Securities          0.029932      1 2016-08-01
190              Finance                       Motilal Oswal          0.007860      6 2016-08-01
191           Healthcare                 Chola Wealth Direct          0.001202      4 2016-08-01
192           Healthcare            ICICI Securities Limited          0.023699     18 2016-08-01
193           Healthcare                     Phillip Capital         -0.002392     14 2016-08-01
194           Healthcare                 Reliance Securities          0.006771      8 2016-08-01
195        Manufacturing            BOB Capital Markets Ltd.         -0.002924      2 2016-08-01
196        Manufacturing                     HDFC Securities          0.002104     14 2016-08-01
197        Manufacturing                        IDBI Capital          0.008194      5 2016-08-01
198        Manufacturing                       Motilal Oswal          0.001624     12 2016-08-01
199           Technology                     HDFC Securities          0.034748     10 2016-08-01
200           Technology                      LKP Securities          0.113907      1 2016-08-01
201           Technology                 Reliance Securities          0.039560      3 2016-08-01
202           Technology                            Religare          0.015638      1 2016-08-01
203       Transportation                     HDFC Securities         -0.041575      1 2016-08-01
204              Unknown                 Reliance Securities          0.014756      1 2016-08-01
205            Utilities            ICICI Securities Limited         -0.020859      1 2016-08-01
206            Utilities                     Phillip Capital         -0.023051      1 2016-08-01
207       Consumer Goods                     HDFC Securities         -0.008653      4 2016-09-01
208       Consumer Goods                       Motilal Oswal         -0.037415      2 2016-09-01
209       Consumer Goods                     Phillip Capital          0.011502      3 2016-09-01
210               Energy                     HDFC Securities          0.010887      4 2016-09-01
211              Finance            ICICI Securities Limited         -0.019838      5 2016-09-01
212              Finance                       Motilal Oswal          0.231078      8 2016-09-01
213           Healthcare                     HDFC Securities          0.097914      2 2016-09-01
214           Healthcare            ICICI Securities Limited         -0.016247      2 2016-09-01
215           Healthcare                       Motilal Oswal          0.052216      3 2016-09-01
216           Healthcare                     Phillip Capital          0.103115      1 2016-09-01
217        Manufacturing                        Ajcon Global          0.050388      1 2016-09-01
218        Manufacturing                      Dynamic Levels         -0.023542      2 2016-09-01
219        Manufacturing                        IDBI Capital          0.011246      1 2016-09-01
220        Manufacturing                       Motilal Oswal          0.009567      7 2016-09-01
221           Technology                       Angel Broking          0.040833      1 2016-09-01
222           Technology                     HDFC Securities         -0.036664      2 2016-09-01
223           Technology                            Religare          0.025492      2 2016-09-01
224       Consumer Goods                     HDFC Securities          0.045090      1 2016-10-01
225       Consumer Goods                       Motilal Oswal          0.076812      1 2016-10-01
226              Finance                     HDFC Securities         -0.018313     11 2016-10-01
227              Finance                       Motilal Oswal          0.007719      3 2016-10-01
228           Healthcare                      Dynamic Levels          0.005537      1 2016-10-01
229           Healthcare                     HDFC Securities          0.004693      4 2016-10-01
230           Healthcare            ICICI Securities Limited         -0.020709      7 2016-10-01
231           Healthcare                 Reliance Securities         -0.011723      3 2016-10-01
232        Manufacturing                      Dynamic Levels         -0.014137      2 2016-10-01
233        Manufacturing                        IDBI Capital         -0.015463      1 2016-10-01
234           Technology                     HDFC Securities         -0.018005      3 2016-10-01
235           Technology                 Reliance Securities         -0.007618      2 2016-10-01
236              Unknown            ICICI Securities Limited          0.001414      2 2016-10-01
237            Utilities                     HDFC Securities         -0.006331      1 2016-10-01
238               Energy                     HDFC Securities         -0.016339      5 2016-11-01
239              Finance                       Angel Broking         -0.071128      4 2016-11-01
240              Finance                     HDFC Securities         -0.020060     13 2016-11-01
241           Healthcare                     HDFC Securities          0.008782      6 2016-11-01
242           Healthcare            ICICI Securities Limited         -0.011340     14 2016-11-01
243           Healthcare                        IDBI Capital         -0.025763      3 2016-11-01
244           Healthcare                 Reliance Securities         -0.016692      5 2016-11-01
245        Manufacturing                     Ashika Research         -0.013198      1 2016-11-01
246        Manufacturing                        IDBI Capital          0.060386      5 2016-11-01
247        Manufacturing                      LKP Securities         -0.088585      2 2016-11-01
248           Technology                       Angel Broking          0.000942      2 2016-11-01
249           Technology                     HDFC Securities         -0.016504      5 2016-11-01
250           Technology                      LKP Securities         -0.006515      2 2016-11-01
251           Technology                 Reliance Securities         -0.012637      4 2016-11-01
252           Technology                            Religare          0.038132      2 2016-11-01
253              Unknown                               Karvy         -0.006045      3 2016-11-01
254              Unknown                 Reliance Securities         -0.101047      1 2016-11-01
255            Utilities                     HDFC Securities         -0.002593      1 2016-11-01
256       Consumer Goods                 Chola Wealth Direct         -0.005779      1 2016-12-01
257       Consumer Goods  Rudra Shares and Stock Brokers Ltd         -0.021627      1 2016-12-01
258              Finance                       CD Equisearch         -0.021282      1 2016-12-01
259           Healthcare                     HDFC Securities          0.011076      5 2016-12-01
260           Healthcare            ICICI Securities Limited         -0.015403      1 2016-12-01
261           Healthcare                 Reliance Securities         -0.019284      3 2016-12-01
262        Manufacturing                        IDBI Capital          0.016957      2 2016-12-01
263           Technology                       Angel Broking         -0.032712      1 2016-12-01
264           Technology                     HDFC Securities          0.030759      3 2016-12-01
265              Unknown                               Karvy         -0.047226      2 2016-12-01
266       Consumer Goods                 Chola Wealth Direct          0.094315      1 2017-01-01
267               Energy                     HDFC Securities          0.023290      2 2017-01-01
268               Energy                        IDBI Capital         -0.041759      1 2017-01-01
269              Finance                       CD Equisearch          0.016170      1 2017-01-01
270           Healthcare                       Angel Broking          0.017279      1 2017-01-01
271           Healthcare                      Dynamic Levels         -0.016672      1 2017-01-01
272           Healthcare                     HDFC Securities          0.005184      2 2017-01-01
273           Healthcare            ICICI Securities Limited         -0.000273      6 2017-01-01
274           Healthcare                 Reliance Securities          0.026844      2 2017-01-01
275        Manufacturing                         Axis Direct          0.005577      4 2017-01-01
276        Manufacturing                        IDBI Capital         -0.019404      5 2017-01-01
277           Technology                         Axis Direct         -0.019878      2 2017-01-01
278           Technology                     HDFC Securities         -0.007963      5 2017-01-01
279           Technology                 Reliance Securities         -0.000100      2 2017-01-01
280       Consumer Goods                 Chola Wealth Direct         -0.000524      1 2017-02-01
281               Energy                         Axis Direct          0.020703      5 2017-02-01
282               Energy                     HDFC Securities         -0.014554      6 2017-02-01
283              Finance                       Angel Broking         -0.008741      2 2017-02-01
284              Finance            ICICI Securities Limited          0.016433     23 2017-02-01
285           Healthcare                       Angel Broking          0.024488      6 2017-02-01
286           Healthcare                     HDFC Securities          0.016597     13 2017-02-01
287           Healthcare            ICICI Securities Limited          0.007419     15 2017-02-01
288           Healthcare                        IDBI Capital          0.009222      5 2017-02-01
289           Healthcare                 Reliance Securities         -0.004023      1 2017-02-01
290        Manufacturing            BOB Capital Markets Ltd.          0.004087      2 2017-02-01
291        Manufacturing                        IDBI Capital          0.034200      5 2017-02-01
292        Manufacturing                            Religare          0.023157      2 2017-02-01
293          Real Estate                 Chola Wealth Direct          0.001211      1 2017-02-01
294           Technology                         Axis Direct          0.004999     12 2017-02-01
295           Technology                     HDFC Securities          0.001049     13 2017-02-01
296           Technology                      LKP Securities          0.039544      1 2017-02-01
297           Technology                            Religare         -0.014773      2 2017-02-01
298              Unknown                         Axis Direct          0.000492      2 2017-02-01
299              Unknown                           Edelweiss          0.015228      1 2017-02-01
300              Unknown                               Karvy          0.000643      4 2017-02-01
301       Consumer Goods                         Axis Direct          0.021977      1 2017-03-01
302           Healthcare                       Angel Broking          0.010265      1 2017-03-01
303           Healthcare                       CD Equisearch         -0.011234      3 2017-03-01
304           Healthcare                     HDFC Securities          0.021129      1 2017-03-01
305           Healthcare            ICICI Securities Limited          0.114775      2 2017-03-01
306        Manufacturing                 Chola Wealth Direct          0.026783      4 2017-03-01
307        Manufacturing                           Edelweiss          0.037923      1 2017-03-01
308        Manufacturing                               Karvy         -0.019211      1 2017-03-01
309          Real Estate                 Chola Wealth Direct          0.000793      1 2017-03-01
310           Technology                         Axis Direct         -0.013909      2 2017-03-01
311           Technology                           Edelweiss          0.070902      2 2017-03-01
312              Unknown                         Axis Direct          0.006656      2 2017-03-01
313              Finance                       CD Equisearch          0.006289      1 2017-04-01
314              Finance                        IDBI Capital         -0.007936      6 2017-04-01
315           Healthcare                     HDFC Securities         -0.015919      2 2017-04-01
316        Manufacturing                     Ashika Research         -0.023646      2 2017-04-01
317        Manufacturing                           Edelweiss          0.097312      1 2017-04-01
318        Manufacturing                               Karvy         -0.029907      2 2017-04-01
319           Technology                           Edelweiss         -0.029319      1 2017-04-01
320           Technology                     HDFC Securities          0.011891      2 2017-04-01
321       Consumer Goods                         Axis Direct          0.018452      3 2017-05-01
322       Consumer Goods                 Chola Wealth Direct          0.006068      2 2017-05-01
323       Consumer Goods                               Karvy         -0.075437      1 2017-05-01
324               Energy                         Axis Direct         -0.009484      6 2017-05-01
325               Energy                     HDFC Securities         -0.014888      5 2017-05-01
326              Finance                       Angel Broking          0.005053      2 2017-05-01
327              Finance                  Geojit BNP Paribas         -0.003129      4 2017-05-01
328              Finance                        IDBI Capital          0.017300      6 2017-05-01
329           Healthcare                       Angel Broking         -0.006731      2 2017-05-01
330           Healthcare                           BP Wealth          0.002518      4 2017-05-01
331           Healthcare                     HDFC Securities          0.029447     19 2017-05-01
332           Healthcare            ICICI Securities Limited          0.010093     16 2017-05-01
333        Manufacturing            BOB Capital Markets Ltd.          0.007748      2 2017-05-01
334        Manufacturing                 Chola Wealth Direct          0.000833      5 2017-05-01
335        Manufacturing                           Edelweiss          0.015603      7 2017-05-01
336        Manufacturing                        IDBI Capital         -0.000403      7 2017-05-01
337        Manufacturing                               Karvy          0.028001      4 2017-05-01
338        Manufacturing                 Reliance Securities          0.008873      7 2017-05-01
339          Real Estate                 Chola Wealth Direct          0.020552      1 2017-05-01
340           Technology                         Axis Direct          0.010143     12 2017-05-01
341           Technology                           Edelweiss         -0.015345      3 2017-05-01
342   Telecommunications                 Reliance Securities         -0.012527      1 2017-05-01
343              Unknown                         Axis Direct         -0.049380      4 2017-05-01
344              Unknown                           Edelweiss          0.069215      1 2017-05-01
345              Unknown                     HDFC Securities          0.027865      3 2017-05-01
346              Unknown            ICICI Securities Limited          0.001368      4 2017-05-01
347              Unknown                               Karvy          0.048822      1 2017-05-01
348              Unknown                            Religare          0.058682      2 2017-05-01
349            Utilities                         Axis Direct         -0.009000      1 2017-05-01
350       Consumer Goods                         Axis Direct          0.006846      2 2017-06-01
351              Finance                       CD Equisearch          0.027481      1 2017-06-01
352              Finance                               Emkay          0.394495      1 2017-06-01
353              Finance                        IDBI Capital          0.045617      1 2017-06-01
354              Finance                            Religare          0.095494      1 2017-06-01
355           Healthcare                       Angel Broking          0.009894      5 2017-06-01
356           Healthcare                     HDFC Securities          0.030782      1 2017-06-01
357           Healthcare            ICICI Securities Limited          0.019131      6 2017-06-01
358           Healthcare                 Reliance Securities         -0.020581      2 2017-06-01
359           Healthcare                            Religare         -0.007330      1 2017-06-01
360        Manufacturing                         Axis Direct          0.013358     10 2017-06-01
361        Manufacturing            BOB Capital Markets Ltd.          0.044036      1 2017-06-01
362        Manufacturing                           Edelweiss          0.035377      2 2017-06-01
363        Manufacturing                     HDFC Securities          0.010698      1 2017-06-01
364        Manufacturing                               Karvy         -0.005263      8 2017-06-01
365        Manufacturing                 Reliance Securities         -0.017109      4 2017-06-01
366        Manufacturing                             Ventura          0.032730      1 2017-06-01
367           Technology                     Arihant Capital         -0.007706      1 2017-06-01
368           Technology                     HDFC Securities          0.019637      2 2017-06-01
369           Technology                            Religare         -0.014820      1 2017-06-01
370              Unknown                         Axis Direct          0.002057      2 2017-06-01
371              Unknown                       CD Equisearch          0.086201      1 2017-06-01
372              Unknown                               Karvy          0.060583      2 2017-06-01
373       Consumer Goods                         Axis Direct          0.000173      1 2017-07-01
374       Consumer Goods                 Reliance Securities         -0.001855      3 2017-07-01
375              Finance                               Emkay          0.005231      1 2017-07-01
376              Finance                        IDBI Capital          0.006287      6 2017-07-01
377              Finance                      LKP Securities          0.013870      1 2017-07-01
378           Healthcare                     HDFC Securities         -0.005176      4 2017-07-01
379           Healthcare            ICICI Securities Limited         -0.003988      5 2017-07-01
380        Manufacturing                 Chola Wealth Direct         -0.009758      1 2017-07-01
381        Manufacturing                           Edelweiss         -0.016136      1 2017-07-01
382        Manufacturing                     HDFC Securities          0.012781      6 2017-07-01
383        Manufacturing                 Reliance Securities          0.000015      6 2017-07-01
384           Technology                         Axis Direct          0.003973     10 2017-07-01
385           Technology                           Edelweiss          0.012673      1 2017-07-01
386           Technology                     HDFC Securities          0.045904      3 2017-07-01
387   Telecommunications                         Axis Direct          0.002315      2 2017-07-01
388            Utilities                         Axis Direct          0.075565      1 2017-07-01
389          Agriculture            ICICI Securities Limited         -0.063453      1 2017-08-01
390       Consumer Goods                         Axis Direct          0.005560      3 2017-08-01
391       Consumer Goods                 Reliance Securities          0.008502      2 2017-08-01
392               Energy                  Geojit BNP Paribas         -0.037411      1 2017-08-01
393              Finance                        IDBI Capital         -0.019318      5 2017-08-01
394           Healthcare                       Angel Broking         -0.007377      7 2017-08-01
395           Healthcare                     HDFC Securities          0.011009     10 2017-08-01
396           Healthcare            ICICI Securities Limited          0.011000     15 2017-08-01
397        Manufacturing                 Chola Wealth Direct         -0.026087      4 2017-08-01
398        Manufacturing                           Edelweiss          0.042015      8 2017-08-01
399        Manufacturing                     HDFC Securities          0.004727     18 2017-08-01
400        Manufacturing                               Karvy         -0.018441     11 2017-08-01
401        Manufacturing                 Reliance Securities          0.003046      9 2017-08-01
402          Real Estate                     HDFC Securities          0.017761      1 2017-08-01
403           Technology                         Axis Direct         -0.010555     14 2017-08-01
404           Technology                           BP Wealth         -0.048345      1 2017-08-01
405           Technology                           Edelweiss          0.031746      3 2017-08-01
406           Technology                     HDFC Securities          0.012627     11 2017-08-01
407           Technology                            Religare          0.037915      1 2017-08-01
408              Unknown                         Axis Direct          0.019366      4 2017-08-01
409              Unknown                               Emkay          0.033489      1 2017-08-01
410       Consumer Goods                     Ashika Research         -0.006009      1 2017-09-01
411              Finance                         Axis Direct          0.009371      1 2017-09-01
412              Finance                       Motilal Oswal          0.036029      1 2017-09-01
413           Healthcare                       CD Equisearch         -0.018972      2 2017-09-01
414        Manufacturing                         Axis Direct          0.016479      8 2017-09-01
415        Manufacturing                           Edelweiss          0.048352      1 2017-09-01
416        Manufacturing                     HDFC Securities         -0.022867      5 2017-09-01
417           Technology                         Axis Direct         -0.002298      1 2017-09-01
418           Technology                           Edelweiss         -0.004087      2 2017-09-01
419           Technology                     HDFC Securities          0.064209      2 2017-09-01
420       Consumer Goods                         Axis Direct         -0.010224      3 2017-10-01
421               Energy                  Geojit BNP Paribas          0.015059      1 2017-10-01
422               Energy                        JM Financial          0.058644      2 2017-10-01
423              Finance                         Axis Direct          0.003221     14 2017-10-01
424              Finance                       CD Equisearch         -0.086601      1 2017-10-01
425              Finance                     HDFC Securities          0.004508     22 2017-10-01
426              Finance                        IDBI Capital          0.032975      6 2017-10-01
427              Finance                      LKP Securities         -0.005652      2 2017-10-01
428              Finance                       Motilal Oswal         -0.003952     25 2017-10-01
429              Finance                            Religare          0.029426      1 2017-10-01
430           Healthcare                       CD Equisearch         -0.025023      1 2017-10-01
431           Healthcare            ICICI Securities Limited          0.004438      3 2017-10-01
432           Healthcare                 Reliance Securities          0.030388      1 2017-10-01
433        Manufacturing                         Axis Direct          0.026999     11 2017-10-01
434        Manufacturing                           Edelweiss         -0.000247      3 2017-10-01
435        Manufacturing                     HDFC Securities         -0.023496      5 2017-10-01
436        Manufacturing                       Motilal Oswal          0.014688      7 2017-10-01
437        Manufacturing                      Yes Securities          0.011114      1 2017-10-01
438           Technology                         Axis Direct         -0.010176      2 2017-10-01
439           Technology                        Choice India          0.008121      2 2017-10-01
440           Technology                           Edelweiss         -0.024604      2 2017-10-01
441           Technology                               Emkay         -0.026003      2 2017-10-01
442           Technology                     HDFC Securities         -0.015176      6 2017-10-01
443       Consumer Goods                         Axis Direct         -0.015851      6 2017-11-01
444               Energy                       Motilal Oswal         -0.018480      6 2017-11-01
445              Finance                         Axis Direct          0.004142     20 2017-11-01
446              Finance                       CD Equisearch          0.068964      1 2017-11-01
447              Finance                     Centrum Broking          0.007921      5 2017-11-01
448              Finance                               Emkay          0.024913      1 2017-11-01
449              Finance                     HDFC Securities          0.015746     18 2017-11-01
450              Finance                        IDBI Capital         -0.000722      3 2017-11-01
451              Finance                        JM Financial          0.023684      2 2017-11-01
452           Healthcare                       Angel Broking          0.001627      8 2017-11-01
453           Healthcare                         Axis Direct          0.012875     20 2017-11-01
454           Healthcare                       CD Equisearch          0.011250      1 2017-11-01
455           Healthcare                       Dolat Capital         -0.065345      1 2017-11-01
456           Healthcare            ICICI Securities Limited         -0.016914     19 2017-11-01
457           Healthcare                Khambatta Securities          0.026716      2 2017-11-01
458           Healthcare                       Motilal Oswal         -0.015898     20 2017-11-01
459        Manufacturing                         Axis Direct         -0.002674     26 2017-11-01
460        Manufacturing                           BP Wealth          0.006333      1 2017-11-01
461        Manufacturing                       Dolat Capital          0.104246      1 2017-11-01
462        Manufacturing                           Edelweiss         -0.003307     14 2017-11-01
463        Manufacturing                     HDFC Securities          0.005084     18 2017-11-01
464        Manufacturing                       Motilal Oswal          0.005042     25 2017-11-01
465           Technology                         Axis Direct          0.008216     10 2017-11-01
466           Technology                           BP Wealth         -0.036746      1 2017-11-01
467           Technology                        Choice India         -0.041615      1 2017-11-01
468           Technology                           Edelweiss          0.024466      5 2017-11-01
469           Technology                     HDFC Securities         -0.005039     16 2017-11-01
470           Technology                            Religare          0.037549      1 2017-11-01
471              Unknown                         Axis Direct          0.006744      3 2017-11-01
472              Unknown                     Centrum Broking         -0.063419      2 2017-11-01
473            Utilities                         Axis Direct         -0.011574      1 2017-11-01
474            Utilities            ICICI Securities Limited          0.021984      1 2017-11-01
475            Utilities                      LKP Securities         -0.038009      1 2017-11-01
476       Consumer Goods                         Axis Direct          0.002376      1 2017-12-01
477              Finance                         Axis Direct          0.004054      6 2017-12-01
478              Finance                               Emkay         -0.016562      2 2017-12-01
479              Finance                     HDFC Securities          0.029127      6 2017-12-01
480              Finance                        JM Financial          0.005997      2 2017-12-01
481              Finance                            Religare         -0.002996      1 2017-12-01
482           Healthcare  Rudra Shares and Stock Brokers Ltd          0.054622      1 2017-12-01
483        Manufacturing                         Axis Direct          0.007392      4 2017-12-01
484        Manufacturing                           Edelweiss         -0.014837      1 2017-12-01
485           Technology                         Axis Direct          0.009472      3 2017-12-01
486           Technology                     HDFC Securities          0.044650      4 2017-12-01
487           Technology            ICICI Securities Limited         -0.037350      2 2017-12-01
488           Technology                            Religare          0.002838      1 2017-12-01
489               Energy                        JM Financial         -0.007199      1 2018-01-01
490               Energy                       Motilal Oswal         -0.039317      2 2018-01-01
491              Finance                         Axis Direct         -0.027790     16 2018-01-01
492              Finance                        Choice India         -0.018472      6 2018-01-01
493              Finance                           Edelweiss         -0.047098      1 2018-01-01
494              Finance                               Emkay         -0.004188      7 2018-01-01
495              Finance                     HDFC Securities         -0.003413     23 2018-01-01
496              Finance                        IDBI Capital          0.002078     12 2018-01-01
497              Finance                        JM Financial          0.003888      3 2018-01-01
498              Finance                 Reliance Securities         -0.002190      9 2018-01-01
499           Healthcare                       Angel Broking         -0.008180      1 2018-01-01
500           Healthcare                         Axis Direct         -0.028450      2 2018-01-01
501           Healthcare                 Reliance Securities         -0.021459      1 2018-01-01
502        Manufacturing                     Ashika Research          0.010740      2 2018-01-01
503        Manufacturing                               Emkay         -0.004994      3 2018-01-01
504        Manufacturing                     HDFC Securities          0.018775      5 2018-01-01
505        Manufacturing                       Motilal Oswal         -0.040681      7 2018-01-01
506           Technology                         Axis Direct         -0.019083      8 2018-01-01
507           Technology                           Edelweiss         -0.041332      2 2018-01-01
508           Technology                     HDFC Securities         -0.023952      7 2018-01-01
509           Technology            ICICI Securities Limited         -0.029564     11 2018-01-01
510              Unknown                       Motilal Oswal         -0.001550      3 2018-01-01
511            Utilities            ICICI Securities Limited         -0.058186      1 2018-01-01
512       Consumer Goods                     Ashika Research          0.026770      1 2018-02-01
513       Consumer Goods                     HDFC Securities          0.042478      2 2018-02-01
514       Consumer Goods            ICICI Securities Limited         -0.000355      8 2018-02-01
515       Consumer Goods                               Karvy          0.054550      1 2018-02-01
516               Energy                           Edelweiss          0.014843      1 2018-02-01
517               Energy                       Motilal Oswal          0.011186      5 2018-02-01
518              Finance                         Axis Direct         -0.009366     26 2018-02-01
519              Finance                        Choice India         -0.003201      3 2018-02-01
520              Finance                           Edelweiss          0.017044      3 2018-02-01
521              Finance                               Emkay         -0.010066      2 2018-02-01
522              Finance                     HDFC Securities          0.008452     14 2018-02-01
523              Finance                        IDBI Capital         -0.014082      6 2018-02-01
524              Finance                        JM Financial         -0.061940      1 2018-02-01
525              Finance                        SPA Research         -0.060693      1 2018-02-01
526           Healthcare                       Angel Broking         -0.000254      1 2018-02-01
527           Healthcare                               Karvy          0.033748      4 2018-02-01
528           Healthcare                 Reliance Securities         -0.013829      7 2018-02-01
529        Manufacturing                       Dolat Capital         -0.032627      6 2018-02-01
530        Manufacturing                     HDFC Securities         -0.011563      8 2018-02-01
531        Manufacturing                        IDBI Capital          0.001337      7 2018-02-01
532        Manufacturing                          Way2Wealth         -0.032949      1 2018-02-01
533           Technology                         Axis Direct         -0.017627     12 2018-02-01
534           Technology                        Choice India          0.061513      1 2018-02-01
535           Technology                     HDFC Securities         -0.024600      9 2018-02-01
536           Technology                 Reliance Securities          0.112480      1 2018-02-01
537              Unknown                       Motilal Oswal         -0.011420      1 2018-02-01
538            Utilities                         Axis Direct          0.021282      1 2018-02-01
539            Utilities                      LKP Securities          0.003431      1 2018-02-01
540       Consumer Goods                       Angel Broking         -0.053407      1 2018-03-01
541       Consumer Goods                     Ashika Research         -0.014292      1 2018-03-01
542               Energy                  Geojit BNP Paribas         -0.006431      1 2018-03-01
543               Energy                       Motilal Oswal          0.057513      1 2018-03-01
544              Finance                         Axis Direct          0.045951      2 2018-03-01
545              Finance                             Bonanza          0.045965      1 2018-03-01
546              Finance                        Choice India          0.005272      2 2018-03-01
547              Finance                           Edelweiss          0.004575      2 2018-03-01
548              Finance                               Emkay          0.043034      1 2018-03-01
549              Finance                     HDFC Securities          0.003833      1 2018-03-01
550              Finance                        JM Financial          0.047164      1 2018-03-01
551           Healthcare                               Karvy         -0.023181      1 2018-03-01
552        Manufacturing                         Axis Direct          0.058157      3 2018-03-01
553        Manufacturing                        IDBI Capital          0.078958      1 2018-03-01
554        Manufacturing                    Kotak Securities          0.007876      3 2018-03-01
555           Technology                        Choice India         -0.063085      1 2018-03-01
556       Consumer Goods                       Angel Broking          0.163780      1 2018-04-01
557       Consumer Goods                     HDFC Securities          0.013723      1 2018-04-01
558       Consumer Goods            ICICI Securities Limited         -0.004808      1 2018-04-01
559               Energy                        JM Financial          0.016063      1 2018-04-01
560               Energy                       Motilal Oswal         -0.005761      1 2018-04-01
561              Finance                        Choice India          0.023699      7 2018-04-01
562              Finance                           Edelweiss          0.006535      3 2018-04-01
563              Finance                               Emkay         -0.010764      7 2018-04-01
564              Finance                     HDFC Securities          0.000812     18 2018-04-01
565              Finance                        JM Financial          0.015590      7 2018-04-01
566        Manufacturing                         Axis Direct         -0.003437      2 2018-04-01
567        Manufacturing                        IDBI Capital          0.016048      1 2018-04-01
568           Technology                       Angel Broking          0.008443      2 2018-04-01
569           Technology                 Reliance Securities          0.016298      2 2018-04-01
570           Technology                           Sharekhan         -0.032256      2 2018-04-01
571              Unknown                     Centrum Broking          0.029867      1 2018-04-01
572              Unknown                       Motilal Oswal          0.039105      1 2018-04-01
573       Consumer Goods                       Angel Broking         -0.053651      3 2018-05-01
574       Consumer Goods                     Ashika Research          0.012245      1 2018-05-01
575       Consumer Goods                     HDFC Securities         -0.000919      6 2018-05-01
576       Consumer Goods            ICICI Securities Limited          0.043019      8 2018-05-01
577               Energy                  Geojit BNP Paribas         -0.020541      3 2018-05-01
578               Energy                        JM Financial         -0.031452      2 2018-05-01
579               Energy                       Motilal Oswal         -0.011475      8 2018-05-01
580              Finance                         AUM Capital          0.007992      1 2018-05-01
581              Finance                        Choice India         -0.018465      3 2018-05-01
582              Finance                           Edelweiss         -0.000016      4 2018-05-01
583              Finance                     HDFC Securities          0.005605     25 2018-05-01
584              Finance                        JM Financial          0.037895      1 2018-05-01
585           Healthcare                               Emkay         -0.019583      6 2018-05-01
586           Healthcare                        JM Financial         -0.020317      1 2018-05-01
587           Healthcare                               Karvy         -0.034782      6 2018-05-01
588           Healthcare                 Reliance Securities         -0.044841      7 2018-05-01
589        Manufacturing                         Axis Direct         -0.029411      5 2018-05-01
590        Manufacturing                       Dolat Capital         -0.034987      2 2018-05-01
591        Manufacturing                        IDBI Capital         -0.016992      8 2018-05-01
592        Manufacturing                           KRChoksey          0.013227      1 2018-05-01
593           Technology                     HDFC Securities          0.003779      8 2018-05-01
594           Technology                               Karvy         -0.018222      2 2018-05-01
595           Technology                 Reliance Securities         -0.020503      4 2018-05-01
596           Technology                           Sharekhan         -0.045837      1 2018-05-01
597   Telecommunications                     HDFC Securities          0.002205      2 2018-05-01
598   Telecommunications                      LKP Securities         -0.008780      2 2018-05-01
599              Unknown                       Angel Broking          0.029701      2 2018-05-01
600              Unknown                     Centrum Broking         -0.075930      1 2018-05-01
601              Unknown                               Emkay          0.062500      1 2018-05-01
602              Unknown                       Motilal Oswal         -0.022589      5 2018-05-01
603            Utilities                     HDFC Securities         -0.038335      2 2018-05-01
604            Utilities                      LKP Securities         -0.002462      1 2018-05-01
605       Consumer Goods                        Choice India          0.032024      1 2018-06-01
606       Consumer Goods                     HDFC Securities          0.006063      1 2018-06-01
607       Consumer Goods            ICICI Securities Limited         -0.006063      1 2018-06-01
608               Energy                        JM Financial         -0.039599      1 2018-06-01
609              Finance                         AUM Capital         -0.014562      1 2018-06-01
610              Finance                           Edelweiss          0.017821      2 2018-06-01
611              Finance                     HDFC Securities          0.013491      1 2018-06-01
612              Finance            ICICI Securities Limited         -0.006369      6 2018-06-01
613              Finance  Rudra Shares and Stock Brokers Ltd         -0.021510      1 2018-06-01
614           Healthcare                               Emkay          0.073090      2 2018-06-01
615           Healthcare                 Reliance Securities         -0.007004      1 2018-06-01
616        Manufacturing                         Axis Direct          0.002297      4 2018-06-01
617        Manufacturing                       Dolat Capital         -0.090207      1 2018-06-01
618           Technology                        Choice India          0.093458      1 2018-06-01
619           Technology                               Karvy          0.036277      6 2018-06-01
620           Technology                 Reliance Securities         -0.042391      1 2018-06-01
621            Utilities            ICICI Securities Limited         -0.008335      1 2018-06-01
622          Agriculture                       Motilal Oswal          0.030231      1 2018-07-01
623       Consumer Goods                     HDFC Securities          0.045482      5 2018-07-01
624       Consumer Goods            ICICI Securities Limited          0.013106      3 2018-07-01
