### iter_0_a_0.0_b_0.0 ###
                  Sector                              author  mean_performance  count      month
287              Finance                       CD Equisearch          0.006289      1 2017-04-01
288              Finance                        IDBI Capital         -0.007936      6 2017-04-01
289           Healthcare                     HDFC Securities         -0.015919      2 2017-04-01
290        Manufacturing                     Ashika Research         -0.023646      2 2017-04-01
291        Manufacturing                           Edelweiss          0.097312      1 2017-04-01
292        Manufacturing                               Karvy         -0.029907      2 2017-04-01
293           Technology                           Edelweiss         -0.029319      1 2017-04-01
294       Consumer Goods                         Axis Direct          0.018452      3 2017-05-01
295       Consumer Goods                 Chola Wealth Direct          0.006068      2 2017-05-01
296               Energy                         Axis Direct         -0.009484      6 2017-05-01
297               Energy                     HDFC Securities         -0.014888      5 2017-05-01
298              Finance                  Geojit BNP Paribas         -0.003129      4 2017-05-01
299              Finance                        IDBI Capital          0.017300      6 2017-05-01
300           Healthcare                       Angel Broking         -0.006731      2 2017-05-01
301           Healthcare                           BP Wealth          0.002518      4 2017-05-01
302           Healthcare                     HDFC Securities          0.029447     19 2017-05-01
303           Healthcare            ICICI Securities Limited          0.010093     16 2017-05-01
304        Manufacturing            BOB Capital Markets Ltd.          0.007748      2 2017-05-01
305        Manufacturing                 Chola Wealth Direct          0.000833      5 2017-05-01
306        Manufacturing                           Edelweiss          0.015603      7 2017-05-01
307        Manufacturing                        IDBI Capital         -0.000403      7 2017-05-01
308        Manufacturing                               Karvy          0.028001      4 2017-05-01
309        Manufacturing                 Reliance Securities          0.008873      7 2017-05-01
310          Real Estate                 Chola Wealth Direct          0.020552      1 2017-05-01
311           Technology                         Axis Direct          0.010143     12 2017-05-01
312           Technology                           Edelweiss         -0.015345      3 2017-05-01
313   Telecommunications                 Reliance Securities         -0.012527      1 2017-05-01
314              Unknown                         Axis Direct         -0.049380      4 2017-05-01
315              Unknown                     HDFC Securities          0.027865      3 2017-05-01
316              Unknown            ICICI Securities Limited          0.001368      4 2017-05-01
317              Unknown                               Karvy          0.048822      1 2017-05-01
318            Utilities                         Axis Direct         -0.009000      1 2017-05-01
319       Consumer Goods                         Axis Direct          0.006846      2 2017-06-01
320              Finance                       CD Equisearch          0.027481      1 2017-06-01
321              Finance                               Emkay          0.394495      1 2017-06-01
322           Healthcare                       Angel Broking          0.009894      5 2017-06-01
323           Healthcare                     HDFC Securities          0.030782      1 2017-06-01
324           Healthcare            ICICI Securities Limited          0.019131      6 2017-06-01
325           Healthcare                            Religare         -0.007330      1 2017-06-01
326        Manufacturing                         Axis Direct          0.013358     10 2017-06-01
327        Manufacturing            BOB Capital Markets Ltd.          0.044036      1 2017-06-01
328        Manufacturing                           Edelweiss          0.035377      2 2017-06-01
329        Manufacturing                     HDFC Securities          0.010698      1 2017-06-01
330        Manufacturing                               Karvy         -0.005263      8 2017-06-01
331        Manufacturing                 Reliance Securities         -0.017109      4 2017-06-01
332        Manufacturing                             Ventura          0.032730      1 2017-06-01
333           Technology                     Arihant Capital         -0.007706      1 2017-06-01
334           Technology                     HDFC Securities          0.019637      2 2017-06-01
335           Technology                            Religare         -0.014820      1 2017-06-01
336              Unknown                         Axis Direct          0.002057      2 2017-06-01
337              Unknown                       CD Equisearch          0.086201      1 2017-06-01
338              Unknown                               Karvy          0.060583      2 2017-06-01
339       Consumer Goods                         Axis Direct          0.000173      1 2017-07-01
340       Consumer Goods                 Reliance Securities         -0.001855      3 2017-07-01
341              Finance                               Emkay          0.005231      1 2017-07-01
342              Finance                      LKP Securities          0.013870      1 2017-07-01
343           Healthcare                     HDFC Securities         -0.005176      4 2017-07-01
344           Healthcare            ICICI Securities Limited         -0.003988      5 2017-07-01
345        Manufacturing                 Chola Wealth Direct         -0.009758      1 2017-07-01
346        Manufacturing                     HDFC Securities          0.012781      6 2017-07-01
347        Manufacturing                 Reliance Securities          0.000015      6 2017-07-01
348           Technology                         Axis Direct          0.003973     10 2017-07-01
349           Technology                           Edelweiss          0.012673      1 2017-07-01
350           Technology                     HDFC Securities          0.045904      3 2017-07-01
351   Telecommunications                         Axis Direct          0.002315      2 2017-07-01
352            Utilities                         Axis Direct          0.075565      1 2017-07-01
353          Agriculture            ICICI Securities Limited         -0.063453      1 2017-08-01
354       Consumer Goods                         Axis Direct          0.005560      3 2017-08-01
355       Consumer Goods                 Reliance Securities          0.008502      2 2017-08-01
356               Energy                  Geojit BNP Paribas         -0.037411      1 2017-08-01
357           Healthcare                       Angel Broking         -0.007377      7 2017-08-01
358           Healthcare                     HDFC Securities          0.011009     10 2017-08-01
359           Healthcare            ICICI Securities Limited          0.011000     15 2017-08-01
360        Manufacturing                 Chola Wealth Direct         -0.026087      4 2017-08-01
361        Manufacturing                           Edelweiss          0.042015      8 2017-08-01
362        Manufacturing                     HDFC Securities          0.004727     18 2017-08-01
363        Manufacturing                               Karvy         -0.018441     11 2017-08-01
364        Manufacturing                 Reliance Securities          0.003046      9 2017-08-01
365          Real Estate                     HDFC Securities          0.017761      1 2017-08-01
366           Technology                         Axis Direct         -0.010555     14 2017-08-01
367           Technology                           BP Wealth         -0.048345      1 2017-08-01
368           Technology                           Edelweiss          0.031746      3 2017-08-01
369           Technology                     HDFC Securities          0.012627     11 2017-08-01
370              Unknown                         Axis Direct          0.019366      4 2017-08-01
371              Unknown                               Emkay          0.033489      1 2017-08-01
372       Consumer Goods                     Ashika Research         -0.006009      1 2017-09-01
373              Finance                         Axis Direct          0.009371      1 2017-09-01
374              Finance                       Motilal Oswal          0.036029      1 2017-09-01
375           Healthcare                       CD Equisearch         -0.018972      2 2017-09-01
376        Manufacturing                         Axis Direct          0.016479      8 2017-09-01
377        Manufacturing                           Edelweiss          0.048352      1 2017-09-01
378        Manufacturing                     HDFC Securities         -0.022867      5 2017-09-01
379           Technology                         Axis Direct         -0.002298      1 2017-09-01
380           Technology                           Edelweiss         -0.004087      2 2017-09-01
381           Technology                     HDFC Securities          0.064209      2 2017-09-01
382       Consumer Goods                         Axis Direct         -0.010224      3 2017-10-01
383               Energy                  Geojit BNP Paribas          0.015059      1 2017-10-01
384               Energy                        JM Financial          0.058644      2 2017-10-01
385              Finance                         Axis Direct          0.003221     14 2017-10-01
386              Finance                       CD Equisearch         -0.086601      1 2017-10-01
387              Finance                        IDBI Capital          0.032975      6 2017-10-01
388              Finance                       Motilal Oswal         -0.003952     25 2017-10-01
389              Finance                            Religare          0.029426      1 2017-10-01
390           Healthcare                       CD Equisearch         -0.025023      1 2017-10-01
391           Healthcare                 Reliance Securities          0.030388      1 2017-10-01
392        Manufacturing                         Axis Direct          0.026999     11 2017-10-01
393        Manufacturing                           Edelweiss         -0.000247      3 2017-10-01
394        Manufacturing                     HDFC Securities         -0.023496      5 2017-10-01
395        Manufacturing                       Motilal Oswal          0.014688      7 2017-10-01
396        Manufacturing                      Yes Securities          0.011114      1 2017-10-01
397           Technology                         Axis Direct         -0.010176      2 2017-10-01
398           Technology                        Choice India          0.008121      2 2017-10-01
399           Technology                           Edelweiss         -0.024604      2 2017-10-01
400           Technology                               Emkay         -0.026003      2 2017-10-01
401           Technology                     HDFC Securities         -0.015176      6 2017-10-01
402       Consumer Goods                         Axis Direct         -0.015851      6 2017-11-01
403               Energy                       Motilal Oswal         -0.018480      6 2017-11-01
404              Finance                         Axis Direct          0.004142     20 2017-11-01
405              Finance                       CD Equisearch          0.068964      1 2017-11-01
406              Finance                     Centrum Broking          0.007921      5 2017-11-01
407              Finance                               Emkay          0.024913      1 2017-11-01
408              Finance                        IDBI Capital         -0.000722      3 2017-11-01
409              Finance                        JM Financial          0.023684      2 2017-11-01
410           Healthcare                       Angel Broking          0.001627      8 2017-11-01
411           Healthcare                       CD Equisearch          0.011250      1 2017-11-01
412           Healthcare                       Dolat Capital         -0.065345      1 2017-11-01
413           Healthcare                Khambatta Securities          0.026716      2 2017-11-01
414           Healthcare                       Motilal Oswal         -0.015898     20 2017-11-01
415        Manufacturing                         Axis Direct         -0.002674     26 2017-11-01
416        Manufacturing                           BP Wealth          0.006333      1 2017-11-01
417        Manufacturing                       Dolat Capital          0.104246      1 2017-11-01
418        Manufacturing                           Edelweiss         -0.003307     14 2017-11-01
419        Manufacturing                     HDFC Securities          0.005084     18 2017-11-01
420        Manufacturing                       Motilal Oswal          0.005042     25 2017-11-01
421           Technology                         Axis Direct          0.008216     10 2017-11-01
422           Technology                           BP Wealth         -0.036746      1 2017-11-01
423           Technology                        Choice India         -0.041615      1 2017-11-01
424           Technology                     HDFC Securities         -0.005039     16 2017-11-01
425              Unknown                         Axis Direct          0.006744      3 2017-11-01
426              Unknown                     Centrum Broking         -0.063419      2 2017-11-01
427            Utilities                         Axis Direct         -0.011574      1 2017-11-01
428            Utilities            ICICI Securities Limited          0.021984      1 2017-11-01
429            Utilities                      LKP Securities         -0.038009      1 2017-11-01
430       Consumer Goods                         Axis Direct          0.002376      1 2017-12-01
431              Finance                         Axis Direct          0.004054      6 2017-12-01
432              Finance                               Emkay         -0.016562      2 2017-12-01
433              Finance                     HDFC Securities          0.029127      6 2017-12-01
434              Finance                        JM Financial          0.005997      2 2017-12-01
435           Healthcare  Rudra Shares and Stock Brokers Ltd          0.054622      1 2017-12-01
436        Manufacturing                         Axis Direct          0.007392      4 2017-12-01
437        Manufacturing                           Edelweiss         -0.014837      1 2017-12-01
438           Technology                         Axis Direct          0.009472      3 2017-12-01
439               Energy                        JM Financial         -0.007199      1 2018-01-01
440               Energy                       Motilal Oswal         -0.039317      2 2018-01-01
441              Finance                         Axis Direct         -0.027790     16 2018-01-01
442              Finance                        Choice India         -0.018472      6 2018-01-01
443              Finance                           Edelweiss         -0.047098      1 2018-01-01
444              Finance                               Emkay         -0.004188      7 2018-01-01
445              Finance                     HDFC Securities         -0.003413     23 2018-01-01
446              Finance                        IDBI Capital          0.002078     12 2018-01-01
447              Finance                        JM Financial          0.003888      3 2018-01-01
448              Finance                 Reliance Securities         -0.002190      9 2018-01-01
449           Healthcare                       Angel Broking         -0.008180      1 2018-01-01
450           Healthcare                 Reliance Securities         -0.021459      1 2018-01-01
451        Manufacturing                     Ashika Research          0.010740      2 2018-01-01
452        Manufacturing                               Emkay         -0.004994      3 2018-01-01
453        Manufacturing                     HDFC Securities          0.018775      5 2018-01-01
454        Manufacturing                       Motilal Oswal         -0.040681      7 2018-01-01
455           Technology                         Axis Direct         -0.019083      8 2018-01-01
456           Technology                           Edelweiss         -0.041332      2 2018-01-01
457              Unknown                       Motilal Oswal         -0.001550      3 2018-01-01
458            Utilities            ICICI Securities Limited         -0.058186      1 2018-01-01
459       Consumer Goods                     Ashika Research          0.026770      1 2018-02-01
460       Consumer Goods                     HDFC Securities          0.042478      2 2018-02-01
461       Consumer Goods            ICICI Securities Limited         -0.000355      8 2018-02-01
462       Consumer Goods                               Karvy          0.054550      1 2018-02-01
463               Energy                           Edelweiss          0.014843      1 2018-02-01
464               Energy                       Motilal Oswal          0.011186      5 2018-02-01
465              Finance                         Axis Direct         -0.009366     26 2018-02-01
466              Finance                        Choice India         -0.003201      3 2018-02-01
467              Finance                           Edelweiss          0.017044      3 2018-02-01
468              Finance                               Emkay         -0.010066      2 2018-02-01
469              Finance                     HDFC Securities          0.008452     14 2018-02-01
470              Finance                        IDBI Capital         -0.014082      6 2018-02-01
471              Finance                        JM Financial         -0.061940      1 2018-02-01
472              Finance                        SPA Research         -0.060693      1 2018-02-01
473           Healthcare                       Angel Broking         -0.000254      1 2018-02-01
474           Healthcare                               Karvy          0.033748      4 2018-02-01
475           Healthcare                 Reliance Securities         -0.013829      7 2018-02-01
476        Manufacturing                       Dolat Capital         -0.032627      6 2018-02-01
477        Manufacturing                     HDFC Securities         -0.011563      8 2018-02-01
478        Manufacturing                        IDBI Capital          0.001337      7 2018-02-01
479        Manufacturing                          Way2Wealth         -0.032949      1 2018-02-01
480           Technology                         Axis Direct         -0.017627     12 2018-02-01
481           Technology                        Choice India          0.061513      1 2018-02-01
482           Technology                 Reliance Securities          0.112480      1 2018-02-01
483              Unknown                       Motilal Oswal         -0.011420      1 2018-02-01
484            Utilities                         Axis Direct          0.021282      1 2018-02-01
485            Utilities                      LKP Securities          0.003431      1 2018-02-01
486       Consumer Goods                       Angel Broking         -0.053407      1 2018-03-01
487       Consumer Goods                     Ashika Research         -0.014292      1 2018-03-01
488               Energy                  Geojit BNP Paribas         -0.006431      1 2018-03-01
489               Energy                       Motilal Oswal          0.057513      1 2018-03-01
490              Finance                         Axis Direct          0.045951      2 2018-03-01
491              Finance                             Bonanza          0.045965      1 2018-03-01
492              Finance                        Choice India          0.005272      2 2018-03-01
493              Finance                           Edelweiss          0.004575      2 2018-03-01
494              Finance                               Emkay          0.043034      1 2018-03-01
495              Finance                     HDFC Securities          0.003833      1 2018-03-01
496              Finance                        JM Financial          0.047164      1 2018-03-01
497           Healthcare                               Karvy         -0.023181      1 2018-03-01
498        Manufacturing                         Axis Direct          0.058157      3 2018-03-01
499        Manufacturing                        IDBI Capital          0.078958      1 2018-03-01
500        Manufacturing                    Kotak Securities          0.007876      3 2018-03-01
501           Technology                        Choice India         -0.063085      1 2018-03-01
502       Consumer Goods                       Angel Broking          0.163780      1 2018-04-01
503       Consumer Goods                     HDFC Securities          0.013723      1 2018-04-01
504       Consumer Goods            ICICI Securities Limited         -0.004808      1 2018-04-01
505               Energy                        JM Financial          0.016063      1 2018-04-01
506               Energy                       Motilal Oswal         -0.005761      1 2018-04-01
507              Finance                        Choice India          0.023699      7 2018-04-01
508              Finance                           Edelweiss          0.006535      3 2018-04-01
509              Finance                               Emkay         -0.010764      7 2018-04-01
510              Finance                     HDFC Securities          0.000812     18 2018-04-01
511              Finance                        JM Financial          0.015590      7 2018-04-01
512        Manufacturing                         Axis Direct         -0.003437      2 2018-04-01
513        Manufacturing                        IDBI Capital          0.016048      1 2018-04-01
514           Technology                       Angel Broking          0.008443      2 2018-04-01
515           Technology                 Reliance Securities          0.016298      2 2018-04-01
516              Unknown                     Centrum Broking          0.029867      1 2018-04-01
517              Unknown                       Motilal Oswal          0.039105      1 2018-04-01
518       Consumer Goods                       Angel Broking         -0.053651      3 2018-05-01
519       Consumer Goods                     Ashika Research          0.012245      1 2018-05-01
520       Consumer Goods                     HDFC Securities         -0.000919      6 2018-05-01
521       Consumer Goods            ICICI Securities Limited          0.043019      8 2018-05-01
522               Energy                  Geojit BNP Paribas         -0.020541      3 2018-05-01
523               Energy                        JM Financial         -0.031452      2 2018-05-01
524               Energy                       Motilal Oswal         -0.011475      8 2018-05-01
525              Finance                         AUM Capital          0.007992      1 2018-05-01
526              Finance                        Choice India         -0.018465      3 2018-05-01
527              Finance                           Edelweiss         -0.000016      4 2018-05-01
528              Finance                     HDFC Securities          0.005605     25 2018-05-01
529           Healthcare                               Emkay         -0.019583      6 2018-05-01
530           Healthcare                        JM Financial         -0.020317      1 2018-05-01
531           Healthcare                               Karvy         -0.034782      6 2018-05-01
532           Healthcare                 Reliance Securities         -0.044841      7 2018-05-01
533        Manufacturing                         Axis Direct         -0.029411      5 2018-05-01
534        Manufacturing                       Dolat Capital         -0.034987      2 2018-05-01
535        Manufacturing                        IDBI Capital         -0.016992      8 2018-05-01
536        Manufacturing                           KRChoksey          0.013227      1 2018-05-01
537           Technology                     HDFC Securities          0.003779      8 2018-05-01
538           Technology                               Karvy         -0.018222      2 2018-05-01
539           Technology                 Reliance Securities         -0.020503      4 2018-05-01
540           Technology                           Sharekhan         -0.045837      1 2018-05-01
541   Telecommunications                     HDFC Securities          0.002205      2 2018-05-01
542   Telecommunications                      LKP Securities         -0.008780      2 2018-05-01
543              Unknown                       Angel Broking          0.029701      2 2018-05-01
544              Unknown                     Centrum Broking         -0.075930      1 2018-05-01
545              Unknown                               Emkay          0.062500      1 2018-05-01
546              Unknown                       Motilal Oswal         -0.022589      5 2018-05-01
547            Utilities                     HDFC Securities         -0.038335      2 2018-05-01
548            Utilities                      LKP Securities         -0.002462      1 2018-05-01
549       Consumer Goods                        Choice India          0.032024      1 2018-06-01
550       Consumer Goods                     HDFC Securities          0.006063      1 2018-06-01
551       Consumer Goods            ICICI Securities Limited         -0.006063      1 2018-06-01
552               Energy                        JM Financial         -0.039599      1 2018-06-01
553              Finance                         AUM Capital         -0.014562      1 2018-06-01
554              Finance                           Edelweiss          0.017821      2 2018-06-01
555              Finance                     HDFC Securities          0.013491      1 2018-06-01
556              Finance            ICICI Securities Limited         -0.006369      6 2018-06-01
557              Finance  Rudra Shares and Stock Brokers Ltd         -0.021510      1 2018-06-01
558           Healthcare                               Emkay          0.073090      2 2018-06-01
559           Healthcare                 Reliance Securities         -0.007004      1 2018-06-01
560        Manufacturing                         Axis Direct          0.002297      4 2018-06-01
561        Manufacturing                       Dolat Capital         -0.090207      1 2018-06-01
562           Technology                        Choice India          0.093458      1 2018-06-01
563           Technology                               Karvy          0.036277      6 2018-06-01
564           Technology                 Reliance Securities         -0.042391      1 2018-06-01
565            Utilities            ICICI Securities Limited         -0.008335      1 2018-06-01
566          Agriculture                       Motilal Oswal          0.030231      1 2018-07-01
567       Consumer Goods                     HDFC Securities          0.045482      5 2018-07-01
568       Consumer Goods            ICICI Securities Limited          0.013106      3 2018-07-01
569       Consumer Goods                    Kotak Securities         -0.011075      2 2018-07-01
570       Consumer Goods                       Motilal Oswal         -0.043775      1 2018-07-01
571               Energy                        JM Financial         -0.024444      1 2018-07-01
572               Energy                       Motilal Oswal          0.017700      3 2018-07-01
573              Finance                           Edelweiss         -0.005534      5 2018-07-01
574              Finance                     HDFC Securities          0.011304     25 2018-07-01
575              Finance                        JM Financial          0.020624     11 2018-07-01
576           Healthcare                        JM Financial         -0.035860      2 2018-07-01
577           Healthcare  Rudra Shares and Stock Brokers Ltd         -0.017648      1 2018-07-01
578        Manufacturing                         Axis Direct          0.079415      2 2018-07-01
579        Manufacturing                       CD Equisearch         -0.022898      1 2018-07-01
580        Manufacturing                       Dolat Capital          0.007397      5 2018-07-01
581        Manufacturing                           KRChoksey          0.022902      2 2018-07-01
582        Manufacturing                      LKP Securities         -0.019582      1 2018-07-01
583           Technology                               Karvy          0.019365      1 2018-07-01
584           Technology                 Reliance Securities          0.041763      2 2018-07-01
585   Telecommunications                     HDFC Securities         -0.004513      2 2018-07-01
586   Telecommunications                        IDBI Capital          0.011255      1 2018-07-01
587   Telecommunications                        JM Financial          0.002218      2 2018-07-01
588   Telecommunications                      LKP Securities         -0.004513      2 2018-07-01
589              Unknown                        IDBI Capital         -0.005364      2 2018-07-01
590              Unknown                       Motilal Oswal         -0.069112      1 2018-07-01
591            Utilities            ICICI Securities Limited          0.036095      1 2018-07-01
592          Agriculture                       Motilal Oswal         -0.049761      1 2018-08-01
593       Consumer Goods                     HDFC Securities         -0.020501      2 2018-08-01
594       Consumer Goods            ICICI Securities Limited          0.020395      7 2018-08-01
595       Consumer Goods                               Karvy          0.029718      3 2018-08-01
596               Energy                       Motilal Oswal          0.032831      1 2018-08-01
597              Finance                           Edelweiss         -0.029381      2 2018-08-01
598              Finance                     HDFC Securities          0.015353     15 2018-08-01
599           Healthcare                         Axis Direct          0.077447      2 2018-08-01
600           Healthcare                               Emkay          0.021721      5 2018-08-01
601           Healthcare                     HDFC Securities          0.024640     16 2018-08-01
602           Healthcare                 Reliance Securities          0.033744      7 2018-08-01
603           Healthcare  Rudra Shares and Stock Brokers Ltd          0.124736      1 2018-08-01
604        Manufacturing                         Axis Direct          0.048925      7 2018-08-01
605        Manufacturing                       CD Equisearch          0.003968      2 2018-08-01
606        Manufacturing                       Dolat Capital         -0.021205      1 2018-08-01
607        Manufacturing                Khambatta Securities         -0.056309      1 2018-08-01
608           Technology                               Karvy          0.025929      7 2018-08-01
609   Telecommunications                     HDFC Securities         -0.053311      1 2018-08-01
610              Unknown                       Angel Broking          0.017251      2 2018-08-01
611              Unknown                     Centrum Broking          0.015182      1 2018-08-01
612              Unknown                        IDBI Capital          0.014510      1 2018-08-01
613              Unknown                       Motilal Oswal          0.044286      1 2018-08-01
614            Utilities            ICICI Securities Limited          0.024656      1 2018-08-01
615            Utilities                       Motilal Oswal          0.012321      1 2018-08-01
616              Finance                           Edelweiss         -0.134860      1 2018-09-01
617           Healthcare  Rudra Shares and Stock Brokers Ltd         -0.014360      1 2018-09-01
618        Manufacturing                         Axis Direct          0.010321      4 2018-09-01
619        Manufacturing                       Dolat Capital         -0.087882      2 2018-09-01
620        Manufacturing            ICICI Securities Limited          0.048837      6 2018-09-01
621        Manufacturing                Khambatta Securities         -0.153989      1 2018-09-01
622           Technology                               Karvy          0.101040      1 2018-09-01
623              Unknown                       CD Equisearch         -0.118354      1 2018-09-01
624              Unknown                       Motilal Oswal         -0.037662      1 2018-09-01
625       Consumer Goods                     HDFC Securities          0.001430      6 2018-10-01
626       Consumer Goods            ICICI Securities Limited          0.019075      4 2018-10-01
627       Consumer Goods                               Karvy          0.059354      1 2018-10-01
628       Consumer Goods                    Kotak Securities          0.069888      2 2018-10-01
629       Consumer Goods                            Religare          0.001327      2 2018-10-01
630               Energy                       Motilal Oswal          0.067950      4 2018-10-01
631              Finance                     Arihant Capital         -0.024878      4 2018-10-01
632              Finance                           Edelweiss          0.093886      2 2018-10-01
633              Finance                        IDBI Capital         -0.008951     11 2018-10-01
634              Finance  Rudra Shares and Stock Brokers Ltd         -0.003836      3 2018-10-01
635           Healthcare                               Emkay         -0.121588      1 2018-10-01
636           Healthcare                     HDFC Securities          0.025531      8 2018-10-01
637        Manufacturing            ICICI Securities Limited         -0.001281     15 2018-10-01
638        Manufacturing            Joindre Capital Services         -0.084921      1 2018-10-01
639           Technology                     Centrum Broking         -0.058727      1 2018-10-01
640           Technology                        IDBI Capital         -0.028583      2 2018-10-01
641           Technology                               Karvy          0.044152      3 2018-10-01
642   Telecommunications                     HDFC Securities          0.040739      2 2018-10-01
643   Telecommunications                        JM Financial         -0.028604      1 2018-10-01
644   Telecommunications                      LKP Securities          0.007687      2 2018-10-01
645   Telecommunications                 Reliance Securities          0.049250      1 2018-10-01
646       Transportation                     HDFC Securities          0.054407      1 2018-10-01
647              Unknown                       Motilal Oswal         -0.011862      1 2018-10-01
648            Utilities            ICICI Securities Limited         -0.064174      2 2018-10-01
649            Utilities                      LKP Securities         -0.038460      1 2018-10-01
650          Agriculture            ICICI Securities Limited          0.065048      1 2018-11-01
651          Agriculture                       Motilal Oswal          0.082233      2 2018-11-01
652       Consumer Goods                     HDFC Securities          0.007906      3 2018-11-01
653       Consumer Goods            ICICI Securities Limited         -0.017249      4 2018-11-01
654       Consumer Goods                            Religare          0.032333      3 2018-11-01
655              Finance                           Edelweiss         -0.021667      2 2018-11-01
656              Finance                     HDFC Securities         -0.002234     14 2018-11-01
657              Finance            ICICI Securities Limited          0.011142     24 2018-11-01
658              Finance                        IDBI Capital         -0.020854      6 2018-11-01
659           Healthcare                               Emkay         -0.086598      1 2018-11-01
660           Healthcare                     HDFC Securities         -0.005029     14 2018-11-01
661           Healthcare                 Reliance Securities         -0.008995      7 2018-11-01
662        Manufacturing                       CD Equisearch          0.132872      1 2018-11-01
663        Manufacturing            ICICI Securities Limited         -0.002422     35 2018-11-01
664           Technology                               Karvy          0.016719      8 2018-11-01
665   Telecommunications                     HDFC Securities         -0.012868      2 2018-11-01
666              Unknown                       Angel Broking          0.050391      3 2018-11-01
667              Unknown                       Motilal Oswal          0.019683      2 2018-11-01
668       Consumer Goods                         Axis Direct          0.013105      1 2018-12-01
669       Consumer Goods            ICICI Securities Limited         -0.000168      2 2018-12-01
670       Consumer Goods                       Motilal Oswal         -0.021362      1 2018-12-01
671       Consumer Goods                            Religare          0.100694      1 2018-12-01
672              Finance            ICICI Securities Limited          0.016278      2 2018-12-01
673           Healthcare                         Axis Direct         -0.037402      1 2018-12-01
674        Manufacturing                       CD Equisearch         -0.009450      2 2018-12-01
675        Manufacturing            ICICI Securities Limited          0.030329      2 2018-12-01
676        Manufacturing            Joindre Capital Services          0.036821      3 2018-12-01
677           Technology                               Karvy          0.013572      1 2018-12-01
678              Unknown                       Motilal Oswal          0.013192      1 2018-12-01
679       Consumer Goods            ICICI Securities Limited          0.019629      4 2019-01-01
680       Consumer Goods                               Karvy          0.036779      1 2019-01-01
681              Finance                     HDFC Securities          0.001373     32 2019-01-01
682              Finance            ICICI Securities Limited          0.001365     25 2019-01-01
683           Healthcare                           BP Wealth         -0.039517      1 2019-01-01
684        Manufacturing                       CD Equisearch         -0.040908      1 2019-01-01
685        Manufacturing            ICICI Securities Limited         -0.011399     16 2019-01-01
686           Technology                               Karvy         -0.071671      1 2019-01-01
687   Telecommunications                     HDFC Securities          0.031113      2 2019-01-01
688              Unknown                       Motilal Oswal          0.009789      1 2019-01-01
689          Agriculture            ICICI Securities Limited         -0.013122      1 2019-02-01
690          Agriculture                       Motilal Oswal         -0.135540      1 2019-02-01
691       Consumer Goods                         Axis Direct          0.038944      1 2019-02-01
692       Consumer Goods            ICICI Securities Limited          0.002746      6 2019-02-01
693       Consumer Goods                               Karvy          0.064519      1 2019-02-01
694       Consumer Goods                 Prabhudas Lilladhar         -0.029046      2 2019-02-01
695              Finance                     HDFC Securities         -0.005548     12 2019-02-01
696              Finance            ICICI Securities Limited         -0.016059     18 2019-02-01
697              Finance                 Prabhudas Lilladhar          0.064786      4 2019-02-01
698              Finance  Rudra Shares and Stock Brokers Ltd          0.059032      3 2019-02-01
699           Healthcare                         Axis Direct          0.002319      1 2019-02-01
700           Healthcare                 Chola Wealth Direct         -0.099293      1 2019-02-01
701           Healthcare                               Emkay         -0.026963      4 2019-02-01
702        Manufacturing                       CD Equisearch          0.022032      1 2019-02-01
703        Manufacturing                  Geojit BNP Paribas          0.021827      6 2019-02-01
704        Manufacturing            ICICI Securities Limited         -0.003068     33 2019-02-01
705           Technology                               Karvy         -0.015887      7 2019-02-01
706           Technology                      LKP Securities         -0.008943      1 2019-02-01
707   Telecommunications                     HDFC Securities         -0.037953      1 2019-02-01
708              Unknown                       Motilal Oswal         -0.063067      1 2019-02-01
709               Energy                     HDFC Securities         -0.026273      1 2019-03-01
710              Finance                     HDFC Securities          0.061522      6 2019-03-01
711              Finance            ICICI Securities Limited         -0.006448      7 2019-03-01
712              Finance                 Prabhudas Lilladhar          0.022119      2 2019-03-01
713           Healthcare                               Emkay         -0.070368      1 2019-03-01
714           Healthcare                        IDBI Capital          0.043228      1 2019-03-01
715        Manufacturing                       CD Equisearch         -0.029584      1 2019-03-01
716        Manufacturing                               Emkay          0.052154      5 2019-03-01
717        Manufacturing                  Geojit BNP Paribas          0.022116      3 2019-03-01
718        Manufacturing            ICICI Securities Limited         -0.006847      4 2019-03-01
719        Manufacturing                           Sharekhan          0.014926      3 2019-03-01
720           Technology                               Emkay         -0.067027      2 2019-03-01
721              Unknown                        IDBI Capital          0.017704      1 2019-03-01
722               Energy                         Axis Direct         -0.006434      3 2019-04-01
723              Finance                 Chola Wealth Direct         -0.003732      1 2019-04-01
724              Finance                     HDFC Securities         -0.003039     15 2019-04-01
725              Finance            ICICI Securities Limited         -0.011920      8 2019-04-01
726              Finance                 Prabhudas Lilladhar         -0.007388      4 2019-04-01
727              Finance  Rudra Shares and Stock Brokers Ltd         -0.033555      1 2019-04-01
728        Manufacturing                       CD Equisearch         -0.018330      2 2019-04-01
729        Manufacturing                               Emkay          0.014949      2 2019-04-01
730        Manufacturing                  Geojit BNP Paribas         -0.090168      1 2019-04-01
731        Manufacturing            ICICI Securities Limited         -0.014924      4 2019-04-01
732        Manufacturing                 Prabhudas Lilladhar          0.036490      1 2019-04-01
733           Technology                               Emkay         -0.006936      4 2019-04-01
734           Technology            Joindre Capital Services         -0.002559      1 2019-04-01
735           Technology                      LKP Securities         -0.012011      1 2019-04-01
736              Unknown                       Motilal Oswal         -0.015984      1 2019-04-01
737          Agriculture            ICICI Securities Limited         -0.079631      1 2019-05-01
