,correlation_threshold,performance_threshold,mean_of_mean_performance,number_of_monthly_predictions
0,-1.0,-1.0,-0.0012849543594204728,237.71296296296296
1,-1.0,-0.5,-0.0012849543594204728,237.71296296296296
2,-1.0,0.0,-0.0010482982050971927,88.71296296296296
