### iter_0_k_1.0 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
19 2019-08-01            0.944492     -0.055508           3         -0.027754         -0.026957
20 2019-09-01            1.108491      0.108491           8          0.015499          0.018448
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            1.011336      0.011336          52          0.000597         -0.000540
23 2019-12-01            0.993310     -0.006690          13         -0.000836          0.000231
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.935349     -0.064651          67         -0.003803         -0.002172
26 2020-03-01            1.001255      0.001255          14          0.000126         -0.003940
27 2020-04-01            1.009448      0.009448          34          0.000787          0.004230
28 2020-05-01            0.831748     -0.168252          77         -0.006730         -0.004788
29 2020-06-01            1.062055      0.062055          55          0.002698          0.003104
30 2020-07-01            0.877015     -0.122985          74         -0.005124         -0.005168
31 2020-08-01            0.872693     -0.127307          19         -0.008487         -0.011751
32 2020-09-01            1.100661      0.100661           3          0.033554          0.044819
33 2020-10-01            0.980785     -0.019215          12         -0.002135          0.002101
34 2020-11-01            0.901589     -0.098411          71         -0.008201         -0.002927
35 2020-12-01            1.015715      0.015715           2          0.007858          0.010497
36 2021-01-01            0.945365     -0.054635          16         -0.004553         -0.004292
37 2021-02-01            0.923790     -0.076210          28         -0.004763         -0.003487
38 2021-03-01            1.033353      0.033353           6          0.011118          0.013348
39 2021-04-01            0.956870     -0.043130           6         -0.010783         -0.025482
40 2021-05-01            1.011970      0.011970           7          0.001710          0.002834
41 2021-06-01            1.002459      0.002459           4          0.000615          0.001499
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            0.989448     -0.010552           1         -0.010552         -0.012690
45 2021-10-01            1.056955      0.056955          12          0.008136          0.009842
46 2021-11-01            0.882085     -0.117915          36         -0.006551         -0.006121
47 2021-12-01            0.925914     -0.074086           7         -0.010584         -0.012983
48 2022-01-01            1.057787      0.057787          12          0.006421          0.011582
49 2022-02-01            0.965181     -0.034819          23         -0.002048          0.000649
50 2022-03-01            1.012856      0.012856           7          0.001837          0.003283
51 2022-04-01            0.994297     -0.005703          11         -0.000634         -0.000121
52 2022-05-01            0.910862     -0.089138          28         -0.004691         -0.002091
53 2022-06-01            0.908526     -0.091474          16         -0.009147         -0.008879
54 2022-07-01            0.999151     -0.000849           1         -0.000849         -0.000562
55 2022-08-01            1.043701      0.043701          15          0.005463          0.007480
56 2022-09-01            0.987580     -0.012420           2         -0.012420         -0.014524
57 2022-10-01            0.982584     -0.017416          26         -0.002177         -0.003685
58 2022-11-01            0.978966     -0.021034          24         -0.001912         -0.000960
59 2022-12-01            1.098890      0.098890           7          0.016482          0.019131

### iter_14_k_8.0 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.940265     -0.059735          97         -0.002845         -0.001703
1  2018-02-01            0.897609     -0.102391          81         -0.005688         -0.004827
2  2018-03-01            0.987419     -0.012581           9         -0.001797         -0.001498
3  2018-04-01            1.071384      0.071384          36          0.004461          0.007673
4  2018-05-01            0.927814     -0.072186         100         -0.002674         -0.002204
5  2018-06-01            0.972264     -0.027736           6         -0.004623         -0.005263
6  2018-07-01            1.004078      0.004078          35          0.000255          0.000563
7  2018-08-01            1.013782      0.013782          89          0.000656          0.001265
8  2018-09-01            0.911853     -0.088147          14         -0.009794         -0.010100
9  2018-10-01            0.911904     -0.088096          24         -0.008009         -0.001766
10 2018-11-01            0.820767     -0.179233          62         -0.010543         -0.009015
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.977676     -0.022324          11         -0.003189         -0.005745
13 2019-02-01            1.046539      0.046539           8          0.009308          0.012379
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.953738     -0.046262          17         -0.004206         -0.002388
16 2019-05-01            1.061859      0.061859          15          0.008837          0.020085
17 2019-06-01            1.034281      0.034281           7          0.006856          0.009311
18 2019-07-01            0.859903     -0.140097          47         -0.007783         -0.010444
19 2019-08-01            0.979747     -0.020253          57         -0.001125          0.002043
20 2019-09-01            1.108491      0.108491           8          0.015499          0.018448
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            0.997879     -0.002121          55         -0.000106         -0.000623
23 2019-12-01            0.993310     -0.006690          13         -0.000836          0.000231
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.935349     -0.064651          67         -0.003803         -0.002172
26 2020-03-01            1.001255      0.001255          14          0.000126         -0.003940
27 2020-04-01            1.009448      0.009448          34          0.000787          0.004230
28 2020-05-01            0.831748     -0.168252          77         -0.006730         -0.004788
29 2020-06-01            1.062055      0.062055          55          0.002698          0.003104
30 2020-07-01            0.877015     -0.122985          74         -0.005124         -0.005168
31 2020-08-01            0.872693     -0.127307          19         -0.008487         -0.011751
32 2020-09-01            1.100661      0.100661           3          0.033554          0.044819
33 2020-10-01            0.980785     -0.019215          12         -0.002135          0.002101
34 2020-11-01            0.901589     -0.098411          71         -0.008201         -0.002927
35 2020-12-01            1.015715      0.015715           2          0.007858          0.010497
36 2021-01-01            0.945365     -0.054635          16         -0.004553         -0.004292
37 2021-02-01            0.923790     -0.076210          28         -0.004763         -0.003487
38 2021-03-01            1.033353      0.033353           6          0.011118          0.013348
39 2021-04-01            0.956870     -0.043130           6         -0.010783         -0.025482
40 2021-05-01            1.011970      0.011970           7          0.001710          0.002834
41 2021-06-01            1.002459      0.002459           4          0.000615          0.001499
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            0.989448     -0.010552           1         -0.010552         -0.012690
45 2021-10-01            1.056955      0.056955          12          0.008136          0.009842
46 2021-11-01            0.882085     -0.117915          36         -0.006551         -0.006121
47 2021-12-01            0.925914     -0.074086           7         -0.010584         -0.012983
48 2022-01-01            1.057787      0.057787          12          0.006421          0.011582
49 2022-02-01            0.965181     -0.034819          23         -0.002048          0.000649
50 2022-03-01            1.012856      0.012856           7          0.001837          0.003283
51 2022-04-01            0.994297     -0.005703          11         -0.000634         -0.000121
52 2022-05-01            0.910862     -0.089138          28         -0.004691         -0.002091
53 2022-06-01            0.908526     -0.091474          16         -0.009147         -0.008879
54 2022-07-01            0.999151     -0.000849           1         -0.000849         -0.000562
55 2022-08-01            1.043701      0.043701          15          0.005463          0.007480
56 2022-09-01            0.987580     -0.012420           2         -0.012420         -0.014524
57 2022-10-01            0.982584     -0.017416          26         -0.002177         -0.003685
58 2022-11-01            0.978966     -0.021034          24         -0.001912         -0.000960
59 2022-12-01            1.098890      0.098890           7          0.016482          0.019131

### iter_15_k_8.5 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.940265     -0.059735          97         -0.002845         -0.001703
1  2018-02-01            0.897609     -0.102391          81         -0.005688         -0.004827
2  2018-03-01            0.987419     -0.012581           9         -0.001797         -0.001498
3  2018-04-01            1.071384      0.071384          36          0.004461          0.007673
4  2018-05-01            0.927814     -0.072186         100         -0.002674         -0.002204
5  2018-06-01            0.972264     -0.027736           6         -0.004623         -0.005263
6  2018-07-01            1.004078      0.004078          35          0.000255          0.000563
7  2018-08-01            1.013782      0.013782          89          0.000656          0.001265
8  2018-09-01            0.911853     -0.088147          14         -0.009794         -0.010100
9  2018-10-01            0.911904     -0.088096          24         -0.008009         -0.001766
10 2018-11-01            0.820767     -0.179233          62         -0.010543         -0.009015
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.977676     -0.022324          11         -0.003189         -0.005745
13 2019-02-01            1.046539      0.046539           8          0.009308          0.012379
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.953738     -0.046262          17         -0.004206         -0.002388
16 2019-05-01            1.061859      0.061859          15          0.008837          0.020085
17 2019-06-01            1.034281      0.034281           7          0.006856          0.009311
18 2019-07-01            0.859903     -0.140097          47         -0.007783         -0.010444
19 2019-08-01            0.979747     -0.020253          57         -0.001125          0.002043
20 2019-09-01            1.108491      0.108491           8          0.015499          0.018448
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            0.997879     -0.002121          55         -0.000106         -0.000623
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.935349     -0.064651          67         -0.003803         -0.002172
26 2020-03-01            1.001255      0.001255          14          0.000126         -0.003940
27 2020-04-01            1.009448      0.009448          34          0.000787          0.004230
28 2020-05-01            0.831748     -0.168252          77         -0.006730         -0.004788
29 2020-06-01            1.062055      0.062055          55          0.002698          0.003104
30 2020-07-01            0.877015     -0.122985          74         -0.005124         -0.005168
31 2020-08-01            0.872693     -0.127307          19         -0.008487         -0.011751
32 2020-09-01            1.100661      0.100661           3          0.033554          0.044819
33 2020-10-01            0.980785     -0.019215          12         -0.002135          0.002101
34 2020-11-01            0.901589     -0.098411          71         -0.008201         -0.002927
35 2020-12-01            1.015715      0.015715           2          0.007858          0.010497
36 2021-01-01            0.945365     -0.054635          16         -0.004553         -0.004292
37 2021-02-01            0.923790     -0.076210          28         -0.004763         -0.003487
38 2021-03-01            1.033353      0.033353           6          0.011118          0.013348
39 2021-04-01            0.956870     -0.043130           6         -0.010783         -0.025482
40 2021-05-01            1.011970      0.011970           7          0.001710          0.002834
41 2021-06-01            1.002459      0.002459           4          0.000615          0.001499
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            0.989448     -0.010552           1         -0.010552         -0.012690
45 2021-10-01            1.056955      0.056955          12          0.008136          0.009842
46 2021-11-01            0.882085     -0.117915          36         -0.006551         -0.006121
47 2021-12-01            0.925914     -0.074086           7         -0.010584         -0.012983
48 2022-01-01            1.057787      0.057787          12          0.006421          0.011582
49 2022-02-01            0.965181     -0.034819          23         -0.002048          0.000649
50 2022-03-01            1.012856      0.012856           7          0.001837          0.003283
51 2022-04-01            0.994297     -0.005703          11         -0.000634         -0.000121
52 2022-05-01            0.910862     -0.089138          28         -0.004691         -0.002091
53 2022-06-01            0.908526     -0.091474          16         -0.009147         -0.008879
54 2022-07-01            0.999151     -0.000849           1         -0.000849         -0.000562
55 2022-08-01            1.043701      0.043701          15          0.005463          0.007480
56 2022-09-01            0.987580     -0.012420           2         -0.012420         -0.014524
57 2022-10-01            0.982584     -0.017416          26         -0.002177         -0.003685
58 2022-11-01            0.978966     -0.021034          24         -0.001912         -0.000960
59 2022-12-01            1.098890      0.098890           7          0.016482          0.019131

### iter_16_k_9.0 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.940265     -0.059735          97         -0.002845         -0.001703
1  2018-02-01            0.897609     -0.102391          81         -0.005688         -0.004827
2  2018-03-01            0.987419     -0.012581           9         -0.001797         -0.001498
3  2018-04-01            1.071384      0.071384          36          0.004461          0.007673
4  2018-05-01            0.927814     -0.072186         100         -0.002674         -0.002204
5  2018-06-01            0.972264     -0.027736           6         -0.004623         -0.005263
6  2018-07-01            1.004078      0.004078          35          0.000255          0.000563
7  2018-08-01            1.013782      0.013782          89          0.000656          0.001265
8  2018-09-01            0.911853     -0.088147          14         -0.009794         -0.010100
9  2018-10-01            0.911904     -0.088096          24         -0.008009         -0.001766
10 2018-11-01            0.820767     -0.179233          62         -0.010543         -0.009015
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.977676     -0.022324          11         -0.003189         -0.005745
13 2019-02-01            1.046539      0.046539           8          0.009308          0.012379
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.953738     -0.046262          17         -0.004206         -0.002388
16 2019-05-01            1.061859      0.061859          15          0.008837          0.020085
17 2019-06-01            1.034281      0.034281           7          0.006856          0.009311
18 2019-07-01            0.859903     -0.140097          47         -0.007783         -0.010444
19 2019-08-01            0.979747     -0.020253          57         -0.001125          0.002043
20 2019-09-01            1.108491      0.108491           8          0.015499          0.018448
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            0.997879     -0.002121          55         -0.000106         -0.000623
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.932956     -0.067044          70         -0.003944         -0.002047
26 2020-03-01            1.001255      0.001255          14          0.000126         -0.003940
27 2020-04-01            1.009448      0.009448          34          0.000787          0.004230
28 2020-05-01            0.831748     -0.168252          77         -0.006730         -0.004788
29 2020-06-01            1.041896      0.041896          58          0.001822          0.003018
30 2020-07-01            0.831840     -0.168160         115         -0.006228         -0.005068
31 2020-08-01            0.872693     -0.127307          19         -0.008487         -0.011751
32 2020-09-01            1.066984      0.066984           5          0.013397          0.019422
33 2020-10-01            0.961136     -0.038864          57         -0.002429         -0.002273
34 2020-11-01            0.925286     -0.074714          77         -0.006226         -0.003167
35 2020-12-01            1.020163      0.020163           5          0.010082          0.002196
36 2021-01-01            0.952299     -0.047701          18         -0.003669         -0.002678
37 2021-02-01            0.923790     -0.076210          28         -0.004763         -0.003487
38 2021-03-01            1.033353      0.033353           6          0.011118          0.013348
39 2021-04-01            0.956870     -0.043130           6         -0.010783         -0.025482
40 2021-05-01            1.011970      0.011970           7          0.001710          0.002834
41 2021-06-01            1.002459      0.002459           4          0.000615          0.001499
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            0.989448     -0.010552           1         -0.010552         -0.012690
45 2021-10-01            1.056955      0.056955          12          0.008136          0.009842
46 2021-11-01            0.882085     -0.117915          36         -0.006551         -0.006121
47 2021-12-01            0.925914     -0.074086           7         -0.010584         -0.012983
48 2022-01-01            1.057787      0.057787          12          0.006421          0.011582
49 2022-02-01            0.965181     -0.034819          23         -0.002048          0.000649
50 2022-03-01            1.012856      0.012856           7          0.001837          0.003283
51 2022-04-01            0.994297     -0.005703          11         -0.000634         -0.000121
52 2022-05-01            0.910862     -0.089138          28         -0.004691         -0.002091
53 2022-06-01            0.908526     -0.091474          16         -0.009147         -0.008879
54 2022-07-01            0.999151     -0.000849           1         -0.000849         -0.000562
55 2022-08-01            1.043701      0.043701          15          0.005463          0.007480
56 2022-09-01            0.987580     -0.012420           2         -0.012420         -0.014524
57 2022-10-01            0.982584     -0.017416          26         -0.002177         -0.003685
58 2022-11-01            0.914296     -0.085704          95         -0.004081         -0.002452
59 2022-12-01            1.106257      0.106257           9          0.013282          0.015921

### iter_17_k_9.5 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.940265     -0.059735          97         -0.002845         -0.001703
1  2018-02-01            0.897609     -0.102391          81         -0.005688         -0.004827
2  2018-03-01            0.987419     -0.012581           9         -0.001797         -0.001498
3  2018-04-01            1.071384      0.071384          36          0.004461          0.007673
4  2018-05-01            0.927814     -0.072186         100         -0.002674         -0.002204
5  2018-06-01            0.972264     -0.027736           6         -0.004623         -0.005263
6  2018-07-01            1.004078      0.004078          35          0.000255          0.000563
7  2018-08-01            1.013782      0.013782          89          0.000656          0.001265
8  2018-09-01            0.911853     -0.088147          14         -0.009794         -0.010100
9  2018-10-01            0.911904     -0.088096          24         -0.008009         -0.001766
10 2018-11-01            0.820767     -0.179233          62         -0.010543         -0.009015
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.977676     -0.022324          11         -0.003189         -0.005745
13 2019-02-01            1.046539      0.046539           8          0.009308          0.012379
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.953738     -0.046262          17         -0.004206         -0.002388
16 2019-05-01            1.061859      0.061859          15          0.008837          0.020085
17 2019-06-01            1.034281      0.034281           7          0.006856          0.009311
18 2019-07-01            0.859903     -0.140097          47         -0.007783         -0.010444
19 2019-08-01            0.979747     -0.020253          57         -0.001125          0.002043
20 2019-09-01            1.108491      0.108491           8          0.015499          0.018448
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            0.997879     -0.002121          55         -0.000106         -0.000623
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.932956     -0.067044          70         -0.003944         -0.002047
26 2020-03-01            1.007853      0.007853          17          0.000714         -0.001534
27 2020-04-01            1.189503      0.189503          48          0.010528          0.009898
28 2020-05-01            0.806860     -0.193140          79         -0.007726         -0.005710
29 2020-06-01            1.041896      0.041896          58          0.001822          0.003018
30 2020-07-01            0.831840     -0.168160         115         -0.006228         -0.005068
31 2020-08-01            0.905260     -0.094740          20         -0.005921         -0.008814
32 2020-09-01            1.066984      0.066984           5          0.013397          0.019422
33 2020-10-01            0.961136     -0.038864          57         -0.002429         -0.002273
34 2020-11-01            0.925286     -0.074714          77         -0.006226         -0.003167
35 2020-12-01            1.020163      0.020163           5          0.010082          0.002196
36 2021-01-01            0.952299     -0.047701          18         -0.003669         -0.002678
37 2021-02-01            0.864889     -0.135111          37         -0.007111         -0.008100
38 2021-03-01            1.023595      0.023595          13          0.005899          0.001665
39 2021-04-01            0.984308     -0.015692           8         -0.003138         -0.012641
40 2021-05-01            1.011970      0.011970           7          0.001710          0.002834
41 2021-06-01            0.914238     -0.085762          35         -0.004288         -0.004299
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            0.989448     -0.010552           1         -0.010552         -0.012690
45 2021-10-01            1.056955      0.056955          12          0.008136          0.009842
46 2021-11-01            0.882085     -0.117915          36         -0.006551         -0.006121
47 2021-12-01            0.925914     -0.074086           7         -0.010584         -0.012983
48 2022-01-01            1.039119      0.039119          14          0.003912          0.009089
49 2022-02-01            0.965181     -0.034819          23         -0.002048          0.000649
50 2022-03-01            1.012856      0.012856           7          0.001837          0.003283
51 2022-04-01            0.994297     -0.005703          11         -0.000634         -0.000121
52 2022-05-01            0.910862     -0.089138          28         -0.004691         -0.002091
53 2022-06-01            0.908526     -0.091474          16         -0.009147         -0.008879
54 2022-07-01            0.995120     -0.004880           3         -0.001627         -0.001492
55 2022-08-01            1.037742      0.037742          16          0.004718          0.005916
56 2022-09-01            0.935531     -0.064469          15         -0.005372         -0.004644
57 2022-10-01            0.983181     -0.016819          27         -0.002102         -0.003479
58 2022-11-01            0.914296     -0.085704          95         -0.004081         -0.002452
59 2022-12-01            1.106257      0.106257           9          0.013282          0.015921

### iter_18_k_10.0 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.947162     -0.052838         102         -0.002402         -0.001860
1  2018-02-01            0.920748     -0.079252          84         -0.004403         -0.002380
2  2018-03-01            1.000451      0.000451          16          0.000041          0.000736
3  2018-04-01            1.070503      0.070503          40          0.004147          0.006449
4  2018-05-01            0.942397     -0.057603         111         -0.002057         -0.001503
5  2018-06-01            0.972264     -0.027736           6         -0.004623         -0.005263
6  2018-07-01            1.004078      0.004078          35          0.000255          0.000563
7  2018-08-01            1.013782      0.013782          89          0.000656          0.001265
8  2018-09-01            0.911853     -0.088147          14         -0.009794         -0.010100
9  2018-10-01            0.911904     -0.088096          24         -0.008009         -0.001766
10 2018-11-01            0.820767     -0.179233          62         -0.010543         -0.009015
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.977676     -0.022324          11         -0.003189         -0.005745
13 2019-02-01            1.046539      0.046539           8          0.009308          0.012379
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.953738     -0.046262          17         -0.004206         -0.002388
16 2019-05-01            1.061859      0.061859          15          0.008837          0.020085
17 2019-06-01            1.034281      0.034281           7          0.006856          0.009311
18 2019-07-01            0.859903     -0.140097          47         -0.007783         -0.010444
19 2019-08-01            0.979747     -0.020253          57         -0.001125          0.002043
20 2019-09-01            1.108491      0.108491           8          0.015499          0.018448
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            0.997879     -0.002121          55         -0.000106         -0.000623
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.932956     -0.067044          70         -0.003944         -0.002047
26 2020-03-01            1.007853      0.007853          17          0.000714         -0.001534
27 2020-04-01            1.189503      0.189503          48          0.010528          0.009898
28 2020-05-01            0.806860     -0.193140          79         -0.007726         -0.005710
29 2020-06-01            1.041896      0.041896          58          0.001822          0.003018
30 2020-07-01            0.831840     -0.168160         115         -0.006228         -0.005068
31 2020-08-01            0.905260     -0.094740          20         -0.005921         -0.008814
32 2020-09-01            1.066984      0.066984           5          0.013397          0.019422
33 2020-10-01            0.961136     -0.038864          57         -0.002429         -0.002273
34 2020-11-01            0.925286     -0.074714          77         -0.006226         -0.003167
35 2020-12-01            1.020163      0.020163           5          0.010082          0.002196
36 2021-01-01            0.952299     -0.047701          18         -0.003669         -0.002678
37 2021-02-01            0.864889     -0.135111          37         -0.007111         -0.008100
38 2021-03-01            1.023595      0.023595          13          0.005899          0.001665
39 2021-04-01            0.984308     -0.015692           8         -0.003138         -0.012641
40 2021-05-01            1.011970      0.011970           7          0.001710          0.002834
41 2021-06-01            0.914238     -0.085762          35         -0.004288         -0.004299
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            0.989448     -0.010552           1         -0.010552         -0.012690
45 2021-10-01            1.056955      0.056955          12          0.008136          0.009842
46 2021-11-01            0.882085     -0.117915          36         -0.006551         -0.006121
47 2021-12-01            0.925914     -0.074086           7         -0.010584         -0.012983
48 2022-01-01            1.039119      0.039119          14          0.003912          0.009089
49 2022-02-01            0.965181     -0.034819          23         -0.002048          0.000649
50 2022-03-01            1.012856      0.012856           7          0.001837          0.003283
51 2022-04-01            0.994297     -0.005703          11         -0.000634         -0.000121
52 2022-05-01            0.910862     -0.089138          28         -0.004691         -0.002091
53 2022-06-01            0.937995     -0.062005          18         -0.005167         -0.005594
54 2022-07-01            0.995120     -0.004880           3         -0.001627         -0.001492
55 2022-08-01            1.037742      0.037742          16          0.004718          0.005916
56 2022-09-01            0.935531     -0.064469          15         -0.005372         -0.004644
57 2022-10-01            0.983181     -0.016819          27         -0.002102         -0.003479
58 2022-11-01            0.914296     -0.085704          95         -0.004081         -0.002452
59 2022-12-01            1.106257      0.106257           9          0.013282          0.015921

### iter_19_k_10.5 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.947162     -0.052838         102         -0.002402         -0.001860
1  2018-02-01            0.920748     -0.079252          84         -0.004403         -0.002380
2  2018-03-01            1.000451      0.000451          16          0.000041          0.000736
3  2018-04-01            1.070503      0.070503          40          0.004147          0.006449
4  2018-05-01            0.942397     -0.057603         111         -0.002057         -0.001503
5  2018-06-01            0.972264     -0.027736           6         -0.004623         -0.005263
6  2018-07-01            1.004078      0.004078          35          0.000255          0.000563
7  2018-08-01            1.007767      0.007767          91          0.000370          0.000761
8  2018-09-01            0.911853     -0.088147          14         -0.009794         -0.010100
9  2018-10-01            0.911904     -0.088096          24         -0.008009         -0.001766
10 2018-11-01            0.820767     -0.179233          62         -0.010543         -0.009015
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.977676     -0.022324          11         -0.003189         -0.005745
13 2019-02-01            1.046539      0.046539           8          0.009308          0.012379
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.963148     -0.036852          21         -0.003350         -0.002574
16 2019-05-01            1.061859      0.061859          15          0.008837          0.020085
17 2019-06-01            1.054873      0.054873           9          0.009146          0.012985
18 2019-07-01            0.805547     -0.194453          65         -0.007778         -0.011131
19 2019-08-01            0.979747     -0.020253          57         -0.001125          0.002043
20 2019-09-01            1.108491      0.108491           8          0.015499          0.018448
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            0.997879     -0.002121          55         -0.000106         -0.000623
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.932956     -0.067044          70         -0.003944         -0.002047
26 2020-03-01            1.007853      0.007853          17          0.000714         -0.001534
27 2020-04-01            1.189503      0.189503          48          0.010528          0.009898
28 2020-05-01            0.806860     -0.193140          79         -0.007726         -0.005710
29 2020-06-01            1.041896      0.041896          58          0.001822          0.003018
30 2020-07-01            0.831840     -0.168160         115         -0.006228         -0.005068
31 2020-08-01            0.905260     -0.094740          20         -0.005921         -0.008814
32 2020-09-01            1.066984      0.066984           5          0.013397          0.019422
33 2020-10-01            0.961136     -0.038864          57         -0.002429         -0.002273
34 2020-11-01            0.925286     -0.074714          77         -0.006226         -0.003167
35 2020-12-01            1.020163      0.020163           5          0.010082          0.002196
36 2021-01-01            0.952299     -0.047701          18         -0.003669         -0.002678
37 2021-02-01            0.864889     -0.135111          37         -0.007111         -0.008100
38 2021-03-01            1.023595      0.023595          13          0.005899          0.001665
39 2021-04-01            0.984308     -0.015692           8         -0.003138         -0.012641
40 2021-05-01            1.011970      0.011970           7          0.001710          0.002834
41 2021-06-01            0.914238     -0.085762          35         -0.004288         -0.004299
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            0.989448     -0.010552           1         -0.010552         -0.012690
45 2021-10-01            1.056955      0.056955          12          0.008136          0.009842
46 2021-11-01            0.882085     -0.117915          36         -0.006551         -0.006121
47 2021-12-01            0.925914     -0.074086           7         -0.010584         -0.012983
48 2022-01-01            1.039119      0.039119          14          0.003912          0.009089
49 2022-02-01            0.973948     -0.026052          26         -0.001371          0.000195
50 2022-03-01            1.019680      0.019680          10          0.001968          0.003296
51 2022-04-01            0.996617     -0.003383          12         -0.000376          0.000790
52 2022-05-01            0.928959     -0.071041          29         -0.003739         -0.000167
53 2022-06-01            0.937995     -0.062005          18         -0.005167         -0.005594
54 2022-07-01            0.995120     -0.004880           3         -0.001627         -0.001492
55 2022-08-01            1.037742      0.037742          16          0.004718          0.005916
56 2022-09-01            0.935531     -0.064469          15         -0.005372         -0.004644
57 2022-10-01            0.983181     -0.016819          27         -0.002102         -0.003479
58 2022-11-01            0.914296     -0.085704          95         -0.004081         -0.002452
59 2022-12-01            1.106257      0.106257           9          0.013282          0.015921

### iter_20_k_11.0 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.947162     -0.052838         102         -0.002402         -0.001860
1  2018-02-01            0.920748     -0.079252          84         -0.004403         -0.002380
2  2018-03-01            1.000451      0.000451          16          0.000041          0.000736
3  2018-04-01            1.070503      0.070503          40          0.004147          0.006449
4  2018-05-01            0.942397     -0.057603         111         -0.002057         -0.001503
5  2018-06-01            0.972264     -0.027736           6         -0.004623         -0.005263
6  2018-07-01            1.004078      0.004078          35          0.000255          0.000563
7  2018-08-01            1.007767      0.007767          91          0.000370          0.000761
8  2018-09-01            0.897410     -0.102590          16         -0.010259         -0.011174
9  2018-10-01            0.954557     -0.045443          86         -0.002392          0.003402
10 2018-11-01            0.820767     -0.179233          62         -0.010543         -0.009015
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.977676     -0.022324          11         -0.003189         -0.005745
