### iter_0_k_1.0 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
31 2020-08-01            0.910202     -0.089798          22         -0.005612         -0.006398
32 2020-09-01            1.008561      0.008561           6          0.001712          0.019969
33 2020-10-01            0.947947     -0.052053          58         -0.003062         -0.002515
34 2020-11-01            0.925286     -0.074714          77         -0.006226         -0.003167
35 2020-12-01            1.005265      0.005265          19          0.000479         -0.000615
36 2021-01-01            0.952299     -0.047701          18         -0.003669         -0.002678
37 2021-02-01            0.862919     -0.137081          38         -0.007215         -0.008077
38 2021-03-01            1.033753      0.033753          15          0.006751          0.003223
39 2021-04-01            0.984308     -0.015692           8         -0.003138         -0.012641
40 2021-05-01            0.986260     -0.013740          32         -0.000859         -0.002764
41 2021-06-01            0.914238     -0.085762          35         -0.004288         -0.004299
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            1.069542      0.069542           2          0.034771          0.044477
45 2021-10-01            1.103244      0.103244          14          0.011472          0.012370
46 2021-11-01            0.872092     -0.127908          37         -0.007106         -0.006933
47 2021-12-01            0.925914     -0.074086           7         -0.010584         -0.012983
48 2022-01-01            1.006171      0.006171          18          0.000441          0.005070
49 2022-02-01            0.956558     -0.043442          27         -0.002172         -0.000615
50 2022-03-01            1.019680      0.019680          10          0.001968          0.003296
51 2022-04-01            0.996617     -0.003383          12         -0.000376          0.000790
52 2022-05-01            0.928959     -0.071041          29         -0.003739         -0.000167
53 2022-06-01            0.937995     -0.062005          18         -0.005167         -0.005594
54 2022-07-01            1.003119      0.003119          22          0.000223          0.000568
55 2022-08-01            1.025954      0.025954          18          0.002884          0.005961
56 2022-09-01            0.933433     -0.066567          17         -0.004755         -0.004189
57 2022-10-01            0.983181     -0.016819          27         -0.002102         -0.003479
58 2022-11-01            0.917087     -0.082913          98         -0.003605         -0.002435
59 2022-12-01            1.066907      0.066907          12          0.006082          0.008336

### iter_26_k_14.0 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.952474     -0.047526         108         -0.002160         -0.001396
1  2018-02-01            0.919529     -0.080471         187         -0.004024         -0.000483
2  2018-03-01            1.000451      0.000451          16          0.000041          0.000736
3  2018-04-01            1.044815      0.044815          53          0.002359          0.004237
4  2018-05-01            0.942397     -0.057603         111         -0.002057         -0.001503
5  2018-06-01            0.956856     -0.043144          14         -0.003595         -0.005119
6  2018-07-01            1.004078      0.004078          35          0.000255          0.000563
7  2018-08-01            1.004836      0.004836         100          0.000230          0.000477
8  2018-09-01            0.836926     -0.163074          18         -0.013590         -0.014617
9  2018-10-01            0.954557     -0.045443          86         -0.002392          0.003402
10 2018-11-01            0.820232     -0.179768          82         -0.010575         -0.009163
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.977676     -0.022324          11         -0.003189         -0.005745
13 2019-02-01            1.046539      0.046539           8          0.009308          0.012379
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.963148     -0.036852          21         -0.003350         -0.002574
16 2019-05-01            1.040094      0.040094          26          0.002864          0.009874
17 2019-06-01            1.054873      0.054873           9          0.009146          0.012985
18 2019-07-01            0.808495     -0.191505          67         -0.007660         -0.011240
19 2019-08-01            0.979750     -0.020250          60         -0.001125          0.002705
20 2019-09-01            1.092962      0.092962           9          0.011620          0.014504
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            1.003951      0.003951          57          0.000198         -0.000630
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.932748     -0.067252          71         -0.003736         -0.002014
26 2020-03-01            1.007853      0.007853          17          0.000714         -0.001534
27 2020-04-01            1.189235      0.189235          49          0.010513          0.010066
28 2020-05-01            0.806450     -0.193550          80         -0.007742         -0.005707
29 2020-06-01            0.880954     -0.119046          62         -0.004762         -0.000756
30 2020-07-01            0.820035     -0.179965         126         -0.006665         -0.005958
31 2020-08-01            0.910202     -0.089798          22         -0.005612         -0.006398
32 2020-09-01            1.008561      0.008561           6          0.001712          0.019969
33 2020-10-01            0.947947     -0.052053          58         -0.003062         -0.002515
34 2020-11-01            0.925286     -0.074714          77         -0.006226         -0.003167
35 2020-12-01            1.005265      0.005265          19          0.000479         -0.000615
36 2021-01-01            0.952299     -0.047701          18         -0.003669         -0.002678
37 2021-02-01            0.862919     -0.137081          38         -0.007215         -0.008077
38 2021-03-01            1.033753      0.033753          15          0.006751          0.003223
39 2021-04-01            0.984308     -0.015692           8         -0.003138         -0.012641
40 2021-05-01            0.986260     -0.013740          32         -0.000859         -0.002764
41 2021-06-01            0.914238     -0.085762          35         -0.004288         -0.004299
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            1.069542      0.069542           2          0.034771          0.044477
45 2021-10-01            1.103244      0.103244          14          0.011472          0.012370
46 2021-11-01            0.872092     -0.127908          37         -0.007106         -0.006933
47 2021-12-01            0.925914     -0.074086           7         -0.010584         -0.012983
48 2022-01-01            1.006171      0.006171          18          0.000441          0.005070
49 2022-02-01            0.956558     -0.043442          27         -0.002172         -0.000615
50 2022-03-01            1.019680      0.019680          10          0.001968          0.003296
51 2022-04-01            0.891677     -0.108323          27         -0.007222         -0.003605
52 2022-05-01            0.928959     -0.071041          29         -0.003739         -0.000167
53 2022-06-01            0.937995     -0.062005          18         -0.005167         -0.005594
54 2022-07-01            1.003119      0.003119          22          0.000223          0.000568
55 2022-08-01            1.025954      0.025954          18          0.002884          0.005961
56 2022-09-01            0.933433     -0.066567          17         -0.004755         -0.004189
57 2022-10-01            0.983181     -0.016819          27         -0.002102         -0.003479
58 2022-11-01            0.917087     -0.082913          98         -0.003605         -0.002435
59 2022-12-01            1.066907      0.066907          12          0.006082          0.008336

### iter_27_k_14.5 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.952474     -0.047526         108         -0.002160         -0.001396
1  2018-02-01            0.919529     -0.080471         187         -0.004024         -0.000483
2  2018-03-01            1.000451      0.000451          16          0.000041          0.000736
3  2018-04-01            1.033432      0.033432          63          0.001592          0.005875
4  2018-05-01            0.942007     -0.057993         112         -0.002071         -0.001442
5  2018-06-01            0.956856     -0.043144          14         -0.003595         -0.005119
6  2018-07-01            1.004078      0.004078          35          0.000255          0.000563
7  2018-08-01            1.004836      0.004836         100          0.000230          0.000477
8  2018-09-01            0.836926     -0.163074          18         -0.013590         -0.014617
9  2018-10-01            0.954557     -0.045443          86         -0.002392          0.003402
10 2018-11-01            0.820232     -0.179768          82         -0.010575         -0.009163
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.977676     -0.022324          11         -0.003189         -0.005745
13 2019-02-01            1.046539      0.046539           8          0.009308          0.012379
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.963148     -0.036852          21         -0.003350         -0.002574
16 2019-05-01            1.040094      0.040094          26          0.002864          0.009874
17 2019-06-01            1.054873      0.054873           9          0.009146          0.012985
18 2019-07-01            0.808495     -0.191505          67         -0.007660         -0.011240
19 2019-08-01            0.979750     -0.020250          60         -0.001125          0.002705
20 2019-09-01            1.092962      0.092962           9          0.011620          0.014504
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            1.003951      0.003951          57          0.000198         -0.000630
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.932748     -0.067252          71         -0.003736         -0.002014
26 2020-03-01            1.007853      0.007853          17          0.000714         -0.001534
27 2020-04-01            1.189235      0.189235          49          0.010513          0.010066
28 2020-05-01            0.806450     -0.193550          80         -0.007742         -0.005707
29 2020-06-01            0.880954     -0.119046          62         -0.004762         -0.000756
30 2020-07-01            0.833027     -0.166973         128         -0.006184         -0.005187
31 2020-08-01            0.910202     -0.089798          22         -0.005612         -0.006398
32 2020-09-01            1.008561      0.008561           6          0.001712          0.019969
33 2020-10-01            0.947947     -0.052053          58         -0.003062         -0.002515
34 2020-11-01            0.925286     -0.074714          77         -0.006226         -0.003167
35 2020-12-01            1.005265      0.005265          19          0.000479         -0.000615
36 2021-01-01            0.952299     -0.047701          18         -0.003669         -0.002678
37 2021-02-01            0.862919     -0.137081          38         -0.007215         -0.008077
38 2021-03-01            1.033753      0.033753          15          0.006751          0.003223
39 2021-04-01            0.984308     -0.015692           8         -0.003138         -0.012641
40 2021-05-01            0.986260     -0.013740          32         -0.000859         -0.002764
41 2021-06-01            0.914238     -0.085762          35         -0.004288         -0.004299
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            1.069542      0.069542           2          0.034771          0.044477
45 2021-10-01            1.103244      0.103244          14          0.011472          0.012370
46 2021-11-01            0.872092     -0.127908          37         -0.007106         -0.006933
47 2021-12-01            0.925914     -0.074086           7         -0.010584         -0.012983
48 2022-01-01            1.006171      0.006171          18          0.000441          0.005070
49 2022-02-01            0.956558     -0.043442          27         -0.002172         -0.000615
50 2022-03-01            1.019680      0.019680          10          0.001968          0.003296
51 2022-04-01            0.891677     -0.108323          27         -0.007222         -0.003605
52 2022-05-01            0.928959     -0.071041          29         -0.003739         -0.000167
53 2022-06-01            0.937995     -0.062005          18         -0.005167         -0.005594
54 2022-07-01            1.003119      0.003119          22          0.000223          0.000568
55 2022-08-01            1.025954      0.025954          18          0.002884          0.005961
56 2022-09-01            0.933433     -0.066567          17         -0.004755         -0.004189
57 2022-10-01            0.983181     -0.016819          27         -0.002102         -0.003479
58 2022-11-01            0.917087     -0.082913          98         -0.003605         -0.002435
59 2022-12-01            1.066907      0.066907          12          0.006082          0.008336

### iter_28_k_15.0 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.939045     -0.060955         110         -0.002650         -0.001526
1  2018-02-01            0.919529     -0.080471         187         -0.004024         -0.000483
2  2018-03-01            1.000451      0.000451          16          0.000041          0.000736
3  2018-04-01            1.033432      0.033432          63          0.001592          0.005875
4  2018-05-01            0.942007     -0.057993         112         -0.002071         -0.001442
5  2018-06-01            0.959705     -0.040295          15         -0.003100         -0.004496
6  2018-07-01            1.004078      0.004078          35          0.000255          0.000563
7  2018-08-01            1.004836      0.004836         100          0.000230          0.000477
8  2018-09-01            0.836926     -0.163074          18         -0.013590         -0.014617
9  2018-10-01            0.954557     -0.045443          86         -0.002392          0.003402
10 2018-11-01            0.820232     -0.179768          82         -0.010575         -0.009163
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.977676     -0.022324          11         -0.003189         -0.005745
13 2019-02-01            1.046539      0.046539           8          0.009308          0.012379
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.963148     -0.036852          21         -0.003350         -0.002574
16 2019-05-01            1.040094      0.040094          26          0.002864          0.009874
17 2019-06-01            1.054873      0.054873           9          0.009146          0.012985
18 2019-07-01            0.808495     -0.191505          67         -0.007660         -0.011240
19 2019-08-01            0.979750     -0.020250          60         -0.001125          0.002705
20 2019-09-01            1.092962      0.092962           9          0.011620          0.014504
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            1.003951      0.003951          57          0.000198         -0.000630
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.932748     -0.067252          71         -0.003736         -0.002014
26 2020-03-01            1.007853      0.007853          17          0.000714         -0.001534
27 2020-04-01            1.189235      0.189235          49          0.010513          0.010066
28 2020-05-01            0.806450     -0.193550          80         -0.007742         -0.005707
29 2020-06-01            0.917316     -0.082684          63         -0.003180          0.000079
30 2020-07-01            0.833027     -0.166973         128         -0.006184         -0.005187
31 2020-08-01            0.910202     -0.089798          22         -0.005612         -0.006398
32 2020-09-01            1.000060      0.000060           7          0.000010          0.015682
33 2020-10-01            0.946553     -0.053447          59         -0.003144         -0.002472
34 2020-11-01            0.918512     -0.081488          80         -0.006268         -0.002839
35 2020-12-01            1.034653      0.034653          21          0.002888          0.003186
36 2021-01-01            0.967716     -0.032284          20         -0.002152         -0.001359
37 2021-02-01            0.862919     -0.137081          38         -0.007215         -0.008077
38 2021-03-01            1.033753      0.033753          15          0.006751          0.003223
39 2021-04-01            0.984308     -0.015692           8         -0.003138         -0.012641
40 2021-05-01            0.986260     -0.013740          32         -0.000859         -0.002764
41 2021-06-01            0.914238     -0.085762          35         -0.004288         -0.004299
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            1.069542      0.069542           2          0.034771          0.044477
45 2021-10-01            1.103244      0.103244          14          0.011472          0.012370
46 2021-11-01            0.872092     -0.127908          37         -0.007106         -0.006933
47 2021-12-01            0.963757     -0.036243          10         -0.004027         -0.003306
48 2022-01-01            1.006171      0.006171          18          0.000441          0.005070
49 2022-02-01            0.956558     -0.043442          27         -0.002172         -0.000615
50 2022-03-01            1.019680      0.019680          10          0.001968          0.003296
51 2022-04-01            0.891677     -0.108323          27         -0.007222         -0.003605
52 2022-05-01            0.928959     -0.071041          29         -0.003739         -0.000167
53 2022-06-01            0.937995     -0.062005          18         -0.005167         -0.005594
54 2022-07-01            1.003119      0.003119          22          0.000223          0.000568
55 2022-08-01            1.025954      0.025954          18          0.002884          0.005961
56 2022-09-01            0.933433     -0.066567          17         -0.004755         -0.004189
57 2022-10-01            0.983181     -0.016819          27         -0.002102         -0.003479
58 2022-11-01            0.917087     -0.082913          98         -0.003605         -0.002435
59 2022-12-01            1.066907      0.066907          12          0.006082          0.008336

### iter_29_k_15.5 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.939045     -0.060955         110         -0.002650         -0.001526
1  2018-02-01            0.919529     -0.080471         187         -0.004024         -0.000483
2  2018-03-01            1.000451      0.000451          16          0.000041          0.000736
3  2018-04-01            1.033432      0.033432          63          0.001592          0.005875
4  2018-05-01            0.942007     -0.057993         112         -0.002071         -0.001442
5  2018-06-01            0.959705     -0.040295          15         -0.003100         -0.004496
6  2018-07-01            1.011332      0.011332          42          0.000667         -0.000487
7  2018-08-01            1.006287      0.006287         102          0.000299          0.000537
8  2018-09-01            0.836926     -0.163074          18         -0.013590         -0.014617
9  2018-10-01            0.954557     -0.045443          86         -0.002392          0.003402
10 2018-11-01            0.820232     -0.179768          82         -0.010575         -0.009163
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.958266     -0.041734          13         -0.004637         -0.006660
13 2019-02-01            0.976237     -0.023763          18         -0.002376          0.001359
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.963148     -0.036852          21         -0.003350         -0.002574
16 2019-05-01            1.040094      0.040094          26          0.002864          0.009874
17 2019-06-01            1.072218      0.072218          23          0.005158          0.006797
18 2019-07-01            0.809256     -0.190744          70         -0.007630         -0.011019
19 2019-08-01            0.979750     -0.020250          60         -0.001125          0.002705
20 2019-09-01            1.092962      0.092962           9          0.011620          0.014504
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            1.003951      0.003951          57          0.000198         -0.000630
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.932748     -0.067252          71         -0.003736         -0.002014
26 2020-03-01            1.007853      0.007853          17          0.000714         -0.001534
27 2020-04-01            1.189235      0.189235          49          0.010513          0.010066
28 2020-05-01            0.806450     -0.193550          80         -0.007742         -0.005707
29 2020-06-01            0.917316     -0.082684          63         -0.003180          0.000079
30 2020-07-01            0.833027     -0.166973         128         -0.006184         -0.005187
31 2020-08-01            0.882470     -0.117530          86         -0.004897         -0.002038
32 2020-09-01            1.000060      0.000060           7          0.000010          0.015682
33 2020-10-01            0.946553     -0.053447          59         -0.003144         -0.002472
34 2020-11-01            0.918512     -0.081488          80         -0.006268         -0.002839
35 2020-12-01            1.034653      0.034653          21          0.002888          0.003186
36 2021-01-01            0.967716     -0.032284          20         -0.002152         -0.001359
37 2021-02-01            0.862919     -0.137081          38         -0.007215         -0.008077
38 2021-03-01            1.033753      0.033753          15          0.006751          0.003223
39 2021-04-01            0.984308     -0.015692           8         -0.003138         -0.012641
40 2021-05-01            0.986260     -0.013740          32         -0.000859         -0.002764
41 2021-06-01            0.914238     -0.085762          35         -0.004288         -0.004299
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            1.069542      0.069542           2          0.034771          0.044477
45 2021-10-01            1.103244      0.103244          14          0.011472          0.012370
46 2021-11-01            0.872092     -0.127908          37         -0.007106         -0.006933
47 2021-12-01            0.963757     -0.036243          10         -0.004027         -0.003306
48 2022-01-01            1.006171      0.006171          18          0.000441          0.005070
49 2022-02-01            0.956558     -0.043442          27         -0.002172         -0.000615
50 2022-03-01            1.019680      0.019680          10          0.001968          0.003296
51 2022-04-01            0.891677     -0.108323          27         -0.007222         -0.003605
52 2022-05-01            0.928959     -0.071041          29         -0.003739         -0.000167
53 2022-06-01            0.937995     -0.062005          18         -0.005167         -0.005594
54 2022-07-01            1.003119      0.003119          22          0.000223          0.000568
55 2022-08-01            1.062210      0.062210          26          0.005655          0.010895
56 2022-09-01            0.940579     -0.059421          19         -0.004244         -0.000891
57 2022-10-01            0.983181     -0.016819          27         -0.002102         -0.003479
58 2022-11-01            0.917087     -0.082913          98         -0.003605         -0.002435
59 2022-12-01            1.066907      0.066907          12          0.006082          0.008336

### iter_30_k_16.0 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.939045     -0.060955         110         -0.002650         -0.001526
1  2018-02-01            0.919529     -0.080471         187         -0.004024         -0.000483
2  2018-03-01            1.000451      0.000451          16          0.000041          0.000736
3  2018-04-01            1.033432      0.033432          63          0.001592          0.005875
4  2018-05-01            0.942007     -0.057993         112         -0.002071         -0.001442
5  2018-06-01            0.959705     -0.040295          15         -0.003100         -0.004496
6  2018-07-01            1.011332      0.011332          42          0.000667         -0.000487
7  2018-08-01            1.006287      0.006287         102          0.000299          0.000537
8  2018-09-01            0.825286     -0.174714          20         -0.013440         -0.014836
9  2018-10-01            0.960439     -0.039561         106         -0.001978          0.003077
10 2018-11-01            0.820232     -0.179768          82         -0.010575         -0.009163
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.958266     -0.041734          13         -0.004637         -0.006660
13 2019-02-01            0.976237     -0.023763          18         -0.002376          0.001359
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.963148     -0.036852          21         -0.003350         -0.002574
16 2019-05-01            1.040094      0.040094          26          0.002864          0.009874
17 2019-06-01            1.072218      0.072218          23          0.005158          0.006797
18 2019-07-01            0.809256     -0.190744          70         -0.007630         -0.011019
19 2019-08-01            0.980364     -0.019636          61         -0.001091          0.002616
20 2019-09-01            1.092962      0.092962           9          0.011620          0.014504
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            1.003951      0.003951          57          0.000198         -0.000630
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.932748     -0.067252          71         -0.003736         -0.002014
26 2020-03-01            1.007853      0.007853          17          0.000714         -0.001534
27 2020-04-01            1.189235      0.189235          49          0.010513          0.010066
28 2020-05-01            0.788321     -0.211679          82         -0.008467         -0.006061
29 2020-06-01            0.917316     -0.082684          63         -0.003180          0.000079
30 2020-07-01            0.833027     -0.166973         128         -0.006184         -0.005187
31 2020-08-01            0.882470     -0.117530          86         -0.004897         -0.002038
32 2020-09-01            1.000060      0.000060           7          0.000010          0.015682
33 2020-10-01            0.946553     -0.053447          59         -0.003144         -0.002472
34 2020-11-01            0.918512     -0.081488          80         -0.006268         -0.002839
35 2020-12-01            1.034653      0.034653          21          0.002888          0.003186
36 2021-01-01            0.967716     -0.032284          20         -0.002152         -0.001359
37 2021-02-01            0.862919     -0.137081          38         -0.007215         -0.008077
38 2021-03-01            1.033753      0.033753          15          0.006751          0.003223
39 2021-04-01            0.984308     -0.015692           8         -0.003138         -0.012641
40 2021-05-01            0.986260     -0.013740          32         -0.000859         -0.002764
41 2021-06-01            0.914238     -0.085762          35         -0.004288         -0.004299
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            1.069542      0.069542           2          0.034771          0.044477
45 2021-10-01            1.103244      0.103244          14          0.011472          0.012370
46 2021-11-01            0.872092     -0.127908          37         -0.007106         -0.006933
47 2021-12-01            0.963757     -0.036243          10         -0.004027         -0.003306
48 2022-01-01            1.015133      0.015133          19          0.001009          0.005415
49 2022-02-01            0.956558     -0.043442          27         -0.002172         -0.000615
50 2022-03-01            1.019680      0.019680          10          0.001968          0.003296
51 2022-04-01            0.891677     -0.108323          27         -0.007222         -0.003605
52 2022-05-01            0.928959     -0.071041          29         -0.003739         -0.000167
53 2022-06-01            0.937995     -0.062005          18         -0.005167         -0.005594
54 2022-07-01            0.987549     -0.012451          25         -0.000778         -0.001067
55 2022-08-01            1.062210      0.062210          26          0.005655          0.010895
56 2022-09-01            0.940579     -0.059421          19         -0.004244         -0.000891
57 2022-10-01            0.983181     -0.016819          27         -0.002102         -0.003479
58 2022-11-01            0.917087     -0.082913          98         -0.003605         -0.002435
59 2022-12-01            1.066907      0.066907          12          0.006082          0.008336

### iter_31_k_16.5 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.939045     -0.060955         110         -0.002650         -0.001526
1  2018-02-01            0.919529     -0.080471         187         -0.004024         -0.000483
2  2018-03-01            1.000451      0.000451          16          0.000041          0.000736
3  2018-04-01            1.033432      0.033432          63          0.001592          0.005875
4  2018-05-01            0.942007     -0.057993         112         -0.002071         -0.001442
5  2018-06-01            0.959705     -0.040295          15         -0.003100         -0.004496
6  2018-07-01            1.011332      0.011332          42          0.000667         -0.000487
7  2018-08-01            1.006287      0.006287         102          0.000299          0.000537
8  2018-09-01            0.825286     -0.174714          20         -0.013440         -0.014836
9  2018-10-01            0.960439     -0.039561         106         -0.001978          0.003077
10 2018-11-01            0.820232     -0.179768          82         -0.010575         -0.009163
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.958266     -0.041734          13         -0.004637         -0.006660
13 2019-02-01            0.976237     -0.023763          18         -0.002376          0.001359
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.963148     -0.036852          21         -0.003350         -0.002574
16 2019-05-01            1.040094      0.040094          26          0.002864          0.009874
17 2019-06-01            1.072218      0.072218          23          0.005158          0.006797
18 2019-07-01            0.809256     -0.190744          70         -0.007630         -0.011019
19 2019-08-01            0.980364     -0.019636          61         -0.001091          0.002616
20 2019-09-01            1.092962      0.092962           9          0.011620          0.014504
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            1.003951      0.003951          57          0.000198         -0.000630
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
25 2020-02-01            0.932748     -0.067252          71         -0.003736         -0.002014
26 2020-03-01            1.007853      0.007853          17          0.000714         -0.001534
27 2020-04-01            1.189235      0.189235          49          0.010513          0.010066
28 2020-05-01            0.788321     -0.211679          82         -0.008467         -0.006061
29 2020-06-01            0.917316     -0.082684          63         -0.003180          0.000079
30 2020-07-01            0.833027     -0.166973         128         -0.006184         -0.005187
31 2020-08-01            0.882470     -0.117530          86         -0.004897         -0.002038
32 2020-09-01            1.000060      0.000060           7          0.000010          0.015682
33 2020-10-01            0.946553     -0.053447          59         -0.003144         -0.002472
34 2020-11-01            0.918512     -0.081488          80         -0.006268         -0.002839
35 2020-12-01            1.034653      0.034653          21          0.002888          0.003186
36 2021-01-01            0.967716     -0.032284          20         -0.002152         -0.001359
37 2021-02-01            0.862919     -0.137081          38         -0.007215         -0.008077
38 2021-03-01            1.033753      0.033753          15          0.006751          0.003223
39 2021-04-01            0.984308     -0.015692           8         -0.003138         -0.012641
40 2021-05-01            0.986260     -0.013740          32         -0.000859         -0.002764
41 2021-06-01            0.914238     -0.085762          35         -0.004288         -0.004299
42 2021-07-01            0.960737     -0.039263          21         -0.003272         -0.005502
43 2021-08-01            1.004125      0.004125          28          0.000243          0.000314
44 2021-09-01            1.069542      0.069542           2          0.034771          0.044477
45 2021-10-01            1.103244      0.103244          14          0.011472          0.012370
46 2021-11-01            0.872092     -0.127908          37         -0.007106         -0.006933
47 2021-12-01            0.963757     -0.036243          10         -0.004027         -0.003306
48 2022-01-01            1.015133      0.015133          19          0.001009          0.005415
49 2022-02-01            0.956558     -0.043442          27         -0.002172         -0.000615
50 2022-03-01            1.019680      0.019680          10          0.001968          0.003296
51 2022-04-01            0.891677     -0.108323          27         -0.007222         -0.003605
52 2022-05-01            0.928959     -0.071041          29         -0.003739         -0.000167
53 2022-06-01            0.934517     -0.065483          20         -0.005037         -0.005645
54 2022-07-01            0.987549     -0.012451          25         -0.000778         -0.001067
55 2022-08-01            1.062210      0.062210          26          0.005655          0.010895
56 2022-09-01            0.940579     -0.059421          19         -0.004244         -0.000891
57 2022-10-01            0.983181     -0.016819          27         -0.002102         -0.003479
58 2022-11-01            0.917087     -0.082913          98         -0.003605         -0.002435
59 2022-12-01            1.066907      0.066907          12          0.006082          0.008336

### iter_32_k_17.0 ###
        month  final_corpus_value  total_return  num_trades  avg_daily_return  mean_performance
0  2018-01-01            0.939045     -0.060955         110         -0.002650         -0.001526
1  2018-02-01            0.916073     -0.083927         188         -0.004196         -0.000612
2  2018-03-01            1.015254      0.015254          18          0.001271          0.002042
3  2018-04-01            1.033432      0.033432          63          0.001592          0.005875
4  2018-05-01            0.935358     -0.064642         118         -0.002309         -0.002376
5  2018-06-01            0.959705     -0.040295          15         -0.003100         -0.004496
6  2018-07-01            1.011332      0.011332          42          0.000667         -0.000487
7  2018-08-01            1.006287      0.006287         102          0.000299          0.000537
8  2018-09-01            0.825286     -0.174714          20         -0.013440         -0.014836
9  2018-10-01            0.960439     -0.039561         106         -0.001978          0.003077
10 2018-11-01            0.820232     -0.179768          82         -0.010575         -0.009163
11 2018-12-01            1.057309      0.057309           1          0.057309          0.072137
12 2019-01-01            0.958266     -0.041734          13         -0.004637         -0.006660
13 2019-02-01            0.976237     -0.023763          18         -0.002376          0.001359
14 2019-03-01            1.004748      0.004748           5          0.000950          0.001696
15 2019-04-01            0.963148     -0.036852          21         -0.003350         -0.002574
16 2019-05-01            1.040094      0.040094          26          0.002864          0.009874
17 2019-06-01            1.072218      0.072218          23          0.005158          0.006797
18 2019-07-01            0.809256     -0.190744          70         -0.007630         -0.011019
19 2019-08-01            0.980364     -0.019636          61         -0.001091          0.002616
20 2019-09-01            1.092962      0.092962           9          0.011620          0.014504
21 2019-10-01            0.978311     -0.021689          28         -0.001807         -0.005711
22 2019-11-01            1.003951      0.003951          57          0.000198         -0.000630
23 2019-12-01            0.999761     -0.000239          17         -0.000022          0.000162
24 2020-01-01            0.965194     -0.034806          29         -0.002677         -0.000080
