mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,std_monthly_corpus_return,min_monthly_corpus_return,max_monthly_corpus_return,median_monthly_corpus_return,mode_monthly_corpus_return,k_percent
-0.0018700016820553283,37.266666666666666,0.03594192705524414,-0.002820847878365639,0.02775006779122226,-0.08466672633023509,0.1026146130276393,-0.00046948230088494913,0.0,1.0
-0.0018700016820553283,37.266666666666666,0.03594192705524414,-0.002820847878365639,0.02775006779122226,-0.08466672633023509,0.1026146130276393,-0.00046948230088494913,0.0,1.5
-0.0018700016820553283,37.266666666666666,0.03594192705524414,-0.002820847878365639,0.02775006779122226,-0.08466672633023509,0.1026146130276393,-0.00046948230088494913,0.0,2.0
-0.0018700016820553283,37.266666666666666,0.03594192705524414,-0.002820847878365639,0.02775006779122226,-0.08466672633023509,0.1026146130276393,-0.00046948230088494913,0.0,2.5
-0.002678193317245799,47.983333333333334,-0.05836059294509802,-0.0023197930097139815,0.027793083252101197,-0.08155116080505054,0.1026146130276393,0.0,0.0,3.0
-0.0019097667759566713,62.65,-0.0015326175156106924,0.0027670317186496486,0.03352074347450143,-0.08155116080505054,0.10746317011989714,0.0,0.0,3.5
-0.0009284433200209573,62.85,0.006881922692231045,0.0029854090551298712,0.03345879920195605,-0.08155116080505054,0.10746317011989714,0.0,0.0,4.0
-0.0008736557741245703,64.4,8.994610732407348e-05,0.002190243474296594,0.03394752938957328,-0.08155116080505054,0.10746317011989714,0.0,0.0,4.5
-0.0008736557741245703,64.4,8.994610732407348e-05,0.002190243474296594,0.03394752938957328,-0.08155116080505054,0.10746317011989714,0.0,0.0,5.0
-0.0004962814365423862,67.13333333333334,-0.009738086357809298,0.00203454333798637,0.033967144268779954,-0.08155116080505054,0.10746317011989714,0.0,0.0,5.5
-0.00012511068673471093,68.15,-0.014595321337830258,0.0019389067275639364,0.03449964603560477,-0.09409284969660014,0.10746317011989714,0.0,0.0,6.0
0.0008578577279664724,78.86666666666666,0.25382878309651374,0.0027253306354874237,0.034874192188237944,-0.09409284969660014,0.12537154845386178,0.0,0.0,6.5
0.0015181917669482682,83.36666666666666,0.2810051785972354,0.002417119394283516,0.03634691586118645,-0.09409284969660014,0.12537154845386178,0.0,0.0,7.0
0.0008289017257128318,83.48333333333333,0.2766675109303093,0.002417119394283516,0.03634691586118645,-0.09409284969660014,0.12537154845386178,0.0,0.0,7.5
0.001133653388071999,87.81666666666666,0.293204379113823,0.002584538398740978,0.03619218818707229,-0.09409284969660014,0.12537154845386178,0.0,0.0,8.0
0.001355887398455201,91.31666666666666,0.31531683237252806,0.004254437079061587,0.036042012887448134,-0.09409284969660014,0.12537154845386178,9.274576992601702e-05,0.0,8.5
0.0013068232043258246,93.8,0.29157349033225527,0.0039204383066110205,0.03680066915926923,-0.10477002830681004,0.12537154845386178,9.274576992601702e-05,0.0,9.0
0.0020231657753243147,97.86666666666666,0.3438078312231691,0.0041688857012000995,0.03629390492616067,-0.10477002830681004,0.12537154845386178,0.0007408742321749484,0.0,9.5
0.001923185752372273,98.2,0.3385462778670734,0.0037296283178847034,0.03633070625226133,-0.10477002830681004,0.12537154845386178,0.0007408742321749484,0.0,10.0
