mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,std_monthly_corpus_return,min_monthly_corpus_return,max_monthly_corpus_return,median_monthly_corpus_return,mode_monthly_corpus_return,k_percent
0.009588595464673541,38.96666666666667,0.02308237776860554,0.0009935048586256546,0.037071883167555164,-0.09397092375942484,0.12267561301001573,0.0,0.0,1.0
0.009588595464673541,38.96666666666667,0.02308237776860554,0.0009935048586256546,0.037071883167555164,-0.09397092375942484,0.12267561301001573,0.0,0.0,1.5
0.009588595464673541,38.96666666666667,0.02308237776860554,0.0009935048586256546,0.037071883167555164,-0.09397092375942484,0.12267561301001573,0.0,0.0,2.0
0.009724583246555469,43.583333333333336,-0.005735901873112351,0.0022070492842799915,0.036995213026410664,-0.09397092375942484,0.12267561301001573,0.0,0.0,2.5
0.010046998147741279,58.38333333333333,0.04019362490060223,-0.000861876522855817,0.04052745979791214,-0.13138705457206423,0.1247065530387419,-1.0615811265934916e-05,0.0,3.0
0.011618434875857177,69.71666666666667,0.024617441269018082,-0.00013662490545498138,0.045443155595085646,-0.13138705457206423,0.1265212830236797,-1.0615811265934916e-05,0.0,3.5
0.011618434875857177,69.71666666666667,0.024617441269018082,-0.00013662490545498138,0.045443155595085646,-0.13138705457206423,0.1265212830236797,-1.0615811265934916e-05,0.0,4.0
0.011618434875857177,69.71666666666667,0.024617441269018082,-0.00013662490545498138,0.045443155595085646,-0.13138705457206423,0.1265212830236797,-1.0615811265934916e-05,0.0,4.5
0.004968124718717113,73.18333333333334,0.01145321483009314,0.0006096893412955254,0.045498017963392284,-0.13138705457206423,0.1265212830236797,0.0,0.0,5.0
0.005162959761712894,76.75,0.008420327019286996,-0.000218905528191606,0.04799487409842056,-0.13663340584130512,0.1265212830236797,0.0,0.0,5.5
0.005157432647533572,85.05,0.03692009320814334,0.001072685480209514,0.044893323774118955,-0.13663340584130512,0.1265212830236797,0.0001593693486039438,0.0,6.0
0.004842235738254511,94.71666666666667,0.04972000644166717,0.001859666086172688,0.04373248230947765,-0.13663340584130512,0.1265212830236797,0.0,0.0,6.5
0.0030699214735781574,96.16666666666667,0.03645406534392238,0.002173249202719746,0.042816566504797884,-0.13663340584130512,0.1265212830236797,0.0001593693486039438,0.0,7.0
0.0026025854633530045,97.18333333333334,0.01806747887613036,0.005544182941727182,0.049071382416938786,-0.13663340584130512,0.18280214632346858,0.0001593693486039438,0.0,7.5
0.002483055786460753,100.2,0.01404343347452691,0.004662179248707127,0.05036558648583935,-0.1602291615144652,0.18280214632346858,0.0001593693486039438,0.0,8.0
0.002483055786460753,100.2,0.01404343347452691,0.004662179248707127,0.05036558648583935,-0.1602291615144652,0.18280214632346858,0.0001593693486039438,0.0,8.5
0.002553434477333793,103.86666666666666,0.036991413089472645,0.004244989552167309,0.05044103258799387,-0.1602291615144652,0.18280214632346858,0.0001593693486039438,0.0,9.0
0.002467985885943339,106.05,0.03003807926528962,0.003086933805373317,0.05767693947691597,-0.19171955170480215,0.18280214632346858,0.0001593693486039438,0.0,9.5
0.0022579272707526155,107.61666666666666,0.008520577327489636,0.0028368041808050914,0.056772576672018876,-0.19171955170480215,0.15864968676766522,0.0001593693486039438,0.0,10.0
