mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,std_monthly_corpus_return,k_percent
0.00256549740664453,29.55,0.11891909275183209,0.002220499430089846,0.030673803883072392,1.0
0.00256549740664453,29.55,0.11891909275183209,0.002220499430089846,0.030673803883072392,1.5
0.00256549740664453,29.55,0.11891909275183209,0.002220499430089846,0.030673803883072392,2.0
0.00256549740664453,29.55,0.11891909275183209,0.002220499430089846,0.030673803883072392,2.5
0.00256549740664453,29.55,0.11891909275183209,0.002220499430089846,0.030673803883072392,3.0
0.00256549740664453,29.55,0.11891909275183209,0.002220499430089846,0.030673803883072392,3.5
0.00256549740664453,29.55,0.11891909275183209,0.002220499430089846,0.030673803883072392,4.0
0.00256549740664453,29.55,0.11891909275183209,0.002220499430089846,0.030673803883072392,4.5
0.00256549740664453,29.55,0.11891909275183209,0.002220499430089846,0.030673803883072392,5.0
0.00256549740664453,29.55,0.11891909275183209,0.002220499430089846,0.030673803883072392,5.5
0.00256549740664453,29.55,0.11891909275183209,0.002220499430089846,0.030673803883072392,6.0
0.0027583445305848883,30.6,0.1288066730836167,0.0021548973849796395,0.030682292685834955,6.5
0.0027583445305848883,30.6,0.1288066730836167,0.0021548973849796395,0.030682292685834955,7.0
0.0027583445305848883,30.6,0.1288066730836167,0.0021548973849796395,0.030682292685834955,7.5
0.0020251986016920644,31.783333333333335,0.11693656922572403,0.001660775647257646,0.030789410114046872,8.0
0.0021605654772603278,32.483333333333334,0.1016221378302598,0.0014487472496622056,0.030593474754634628,8.5
0.0021605654772603278,32.483333333333334,0.1016221378302598,0.0014487472496622056,0.030593474754634628,9.0
0.003127368065237917,34.43333333333333,0.2847784969764161,0.005397206412555106,0.0524450540893644,9.5
0.003127368065237917,34.43333333333333,0.2847784969764161,0.005397206412555106,0.0524450540893644,10.0
0.003136392117166605,36.71666666666667,0.28704572099250547,0.00542161200027827,0.05123196546860327,10.5
0.003136392117166605,36.71666666666667,0.28704572099250547,0.00542161200027827,0.05123196546860327,11.0
0.002890483043660808,38.81666666666667,0.27073226186315674,0.005063362857105795,0.05129865051221239,11.5
0.002890483043660808,38.81666666666667,0.27073226186315674,0.005063362857105795,0.05129865051221239,12.0
0.002890483043660808,38.81666666666667,0.27073226186315674,0.005063362857105795,0.05129865051221239,12.5
0.0033049973739866256,40.63333333333333,0.2639521793375027,0.0049229730748395996,0.05151198028913649,13.0
0.0033049973739866256,40.63333333333333,0.2639521793375027,0.0049229730748395996,0.05151198028913649,13.5
0.0033049973739866256,40.63333333333333,0.2639521793375027,0.0049229730748395996,0.05151198028913649,14.0
0.0022311104138685884,43.13333333333333,0.29953847104059594,0.006239755193584066,0.05260217310225982,14.5
0.0022311104138685884,43.13333333333333,0.29953847104059594,0.006239755193584066,0.05260217310225982,15.0
0.002178102231573176,44.85,0.27348667076862154,0.0060453215247547615,0.05269498925947145,15.5
0.002178102231573176,44.85,0.27348667076862154,0.0060453215247547615,0.05269498925947145,16.0
0.002178102231573176,44.85,0.27348667076862154,0.0060453215247547615,0.05269498925947145,16.5
0.0025729739176453344,47.28333333333333,0.29349390973069883,0.005787233655428319,0.052726856909111934,17.0
0.0025729739176453344,47.28333333333333,0.29349390973069883,0.005787233655428319,0.052726856909111934,17.5
0.0025729739176453344,47.28333333333333,0.29349390973069883,0.005787233655428319,0.052726856909111934,18.0
0.002211424834852593,49.28333333333333,0.28554571240553717,0.0064562375523293655,0.057801379666751085,18.5
0.0021838179526752263,49.96666666666667,0.27898532782712515,0.006194588353482326,0.057832459629684016,19.0
0.0021838179526752263,49.96666666666667,0.27898532782712515,0.006194588353482326,0.057832459629684016,19.5
0.0021838179526752263,49.96666666666667,0.27898532782712515,0.006194588353482326,0.057832459629684016,20.0
-0.002668491888537413,54.65,0.1625305101311366,0.008981588938637238,0.05848233472675623,20.5
-0.002668491888537413,54.65,0.1625305101311366,0.008981588938637238,0.05848233472675623,21.0
-0.002668491888537413,54.65,0.1625305101311366,0.008981588938637238,0.05848233472675623,21.5
-0.002668491888537413,54.65,0.1625305101311366,0.008981588938637238,0.05848233472675623,22.0
-0.002148928788438024,56.13333333333333,0.15285347684586423,0.008114963769463406,0.05889413604735743,22.5
-0.002148928788438024,56.13333333333333,0.15285347684586423,0.008114963769463406,0.05889413604735743,23.0
-0.00216777191858813,56.28333333333333,0.15018673662124427,0.007975055693304704,0.058947613438570266,23.5
-0.00216777191858813,56.28333333333333,0.15018673662124427,0.007975055693304704,0.058947613438570266,24.0
-0.00216777191858813,56.28333333333333,0.15018673662124427,0.007975055693304704,0.058947613438570266,24.5
-0.00216777191858813,56.28333333333333,0.15018673662124427,0.007975055693304704,0.058947613438570266,25.0
-0.003233731518561934,63.9,0.15203905753084646,0.0049934613272557445,0.05884304961711752,25.5
