mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,std_monthly_corpus_return,k_percent
0.0028637956413234307,35.266666666666666,0.08510771234289521,-0.0016238247705733827,0.02879377711052997,1.0
0.0028637956413234307,35.266666666666666,0.08510771234289521,-0.0016238247705733827,0.02879377711052997,1.5
0.0028637956413234307,35.266666666666666,0.08510771234289521,-0.0016238247705733827,0.02879377711052997,2.0
0.0028637956413234307,35.266666666666666,0.08510771234289521,-0.0016238247705733827,0.02879377711052997,2.5
0.004463031654308393,45.06666666666667,0.05804799012614058,0.00014131595323728258,0.03062110754409658,3.0
0.004544689092632829,58.55,0.16598004629148366,0.005838955123226101,0.03856829775950686,3.5
0.0018760454867855695,59.483333333333334,0.161966430786165,0.00595463947217608,0.04016382022072597,4.0
0.001850162035275851,61.083333333333336,0.14704607975628564,0.0056881294031482605,0.04032890501617092,4.5
0.0024066094368351233,62.4,0.13843105825862737,0.0055657354772649745,0.04042625206411121,5.0
0.0022880693316630197,65.38333333333334,0.1093767639488171,0.005829224249056566,0.03998530470309086,5.5
0.0018984925154331125,68.0,0.09468849319341859,0.0038310932230535277,0.03831769196882374,6.0
0.0026474673590679222,78.48333333333333,0.3403457753174967,0.003754307052450162,0.03733838945350282,6.5
0.003053798282178342,82.63333333333334,0.3428951569830994,0.003100221286007455,0.037695312866689604,7.0
0.003562130432898793,84.08333333333333,0.36669623341152063,0.00397975629869544,0.03711342043655758,7.5
0.0035959513850408495,84.3,0.35906408701310666,0.00417603665867654,0.036830405827170426,8.0
0.0033872338653087647,86.95,0.37395841863199114,0.004288081975328036,0.03689297578883715,8.5
0.0033669556723047857,87.4,0.3659636355540248,0.004105104368344871,0.037044058104818145,9.0
0.0032840981054402733,90.36666666666666,0.35497210993008255,0.003268056192124206,0.03882132016212224,9.5
0.0031721277116414357,92.8,0.38210647496798444,0.0015034602797040215,0.03682012697627461,10.0
0.0032160112773569655,94.16666666666667,0.37012655954794527,0.002064822208419281,0.037297041785509556,10.5
0.0030255625279138757,96.5,0.36852325879492914,0.001667596680861818,0.037241575420729055,11.0
0.002329744445373018,98.43333333333334,0.35032567206700377,0.0010083348152690364,0.03916261794576593,11.5
0.003286434646847131,98.66666666666667,0.3451086749124787,0.0008997552275381719,0.038884225821386405,12.0
0.003326038769214909,101.75,0.33171050145008496,0.0012902741488624728,0.03891014645093414,12.5
0.0035980258916321786,107.38333333333334,0.3549665988705636,0.0015107497612014242,0.03878462116144324,13.0
0.0037352073767378804,109.31666666666666,0.3650281171257944,0.0015926688336640996,0.038613165671979956,13.5
0.004003416260927297,111.61666666666666,0.35143183616506773,0.0013110398569933198,0.0386013162766124,14.0
0.004067532375284214,112.6,0.3594188712539991,0.001403402814290148,0.03858544972323876,14.5
0.004069879597033473,112.86666666666666,0.35637580142353315,0.0008845206258590088,0.04067617860866087,15.0
0.0036585173748351144,113.15,0.35059515978651934,0.0004160022060997415,0.04094050471604612,15.5
0.003781776118380555,114.01666666666667,0.35923287443578095,0.0005500164125300411,0.04123226926935005,16.0
0.0038562950542151493,118.91666666666667,0.37570017116241483,-8.025811545576688e-05,0.0405109793296619,16.5
0.0035066937250915306,121.33333333333333,0.34627438021545215,-0.00038259815853767626,0.04057599087806629,17.0
0.003502390028490363,123.68333333333334,0.33247125140199413,-0.0008224814372473965,0.040662181939098534,17.5
0.0035018610402659045,124.26666666666667,0.33759802621008445,-0.0010338552514006893,0.0403248305251307,18.0
0.0035808948786240566,124.46666666666667,0.3455747431133213,-0.0010710459419661015,0.040337574455948114,18.5
0.003585150131042305,126.45,0.3394748229005254,-0.0009844736668758495,0.04019328209958153,19.0
0.00359773629554704,127.76666666666667,0.3434295321374269,-0.001054751527825759,0.039920596542577624,19.5
0.00359773629554704,127.76666666666667,0.3434295321374269,-0.001054751527825759,0.039920596542577624,20.0
0.003559011051225864,131.13333333333333,0.3359068522214671,-0.0017231901786643764,0.04009329976354037,20.5
0.0036017210888032157,131.45,0.33889389070483084,-0.0014867232401446421,0.04044105033557067,21.0
0.0036264358526674452,132.06666666666666,0.3445565031841661,-0.001416726767096288,0.04042110632792214,21.5
0.003708397661541087,133.56666666666666,0.3387245955346708,-0.0011532551613157047,0.04036384786410724,22.0
0.003660014269607612,134.48333333333332,0.33932150683429324,-0.0013716594434356503,0.0405798951165376,22.5
0.003946336342866625,135.68333333333334,0.36894713564340936,-7.316621416104119e-05,0.04064679477213833,23.0
0.003921506335325412,136.43333333333334,0.3705211257596689,0.00020183959662332108,0.04063392851664921,23.5
0.003921587238965939,136.63333333333333,0.37223283415381114,2.6697739368417943e-05,0.04060474551872596,24.0
0.004096350846753257,137.85,0.43295410862123146,-0.0002587152985826365,0.04005889464032335,24.5
0.004096350846753257,137.85,0.43295410862123146,-0.0002587152985826365,0.04005889464032335,25.0
0.003799829320709114,141.2,0.4106415532863657,-0.0012285726123617022,0.03990392851578606,25.5
0.003916791499770718,141.55,0.40766974372499826,-0.00015246633316997604,0.041141230895410406,26.0
0.003910637558018207,141.81666666666666,0.409785052096301,-6.807364080035719e-05,0.04117174430004026,26.5
0.0031813993290085232,142.83333333333334,0.4059188011736408,-0.0007014561180258875,0.04124173902484927,27.0
