mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,std_monthly_corpus_return,k_percent
0.0010049666757336107,38.63333333333333,-0.05523591400046432,-0.0022281327791376588,0.027525780928981718,1.0
0.0010049666757336107,38.63333333333333,-0.05523591400046432,-0.0022281327791376588,0.027525780928981718,1.5
0.0010049666757336107,38.63333333333333,-0.05523591400046432,-0.0022281327791376588,0.027525780928981718,2.0
0.0044897843193649695,50.45,-0.006297614619226019,-0.002462187681960792,0.028862538249291227,2.5
-0.0013186472240594123,69.45,-0.16777910447238456,0.0007996239265483337,0.03875138100378892,3.0
-0.0008527309283980471,76.51666666666667,-0.14833472832489633,0.002035735206640038,0.040920223771879725,3.5
-0.0008527309283980471,76.51666666666667,-0.14833472832489633,0.002035735206640038,0.040920223771879725,4.0
-0.0008527309283980471,76.51666666666667,-0.14833472832489633,0.002035735206640038,0.040920223771879725,4.5
-0.0014488453988657547,81.16666666666667,-0.18625845269121122,0.004578100269813023,0.047416501297360414,5.0
-0.0012374063687964334,82.33333333333333,-0.19438627514785847,0.003576595380205568,0.04932788379741284,5.5
-0.0010948484127948795,95.36666666666666,-0.14709724364698204,0.0038650419729683878,0.04809353562203748,6.0
-0.001553292093202318,102.28333333333333,-0.11670081431371924,0.004520718344510024,0.048625907028505645,6.5
-0.001568651711696875,103.3,-0.13563880328809386,0.004758427438407759,0.04866191575989952,7.0
-0.001653675681613029,104.6,-0.1438073805902194,0.004653375929590317,0.048811997927336516,7.5
-0.0015565180252278604,106.5,-0.13385752952761898,0.005154082042824609,0.048606253452966895,8.0
-0.0015242797503271274,106.55,-0.13348648941472085,0.0052916369718137455,0.04862080240115616,8.5
-0.0011284394918538256,110.05,-0.08991024730548083,0.003832317392706032,0.048979639665385474,9.0
-0.0012351701097332312,110.65,-0.10284812298880179,0.003555025819792862,0.04871858061644503,9.5
-0.0012821303452353132,113.38333333333334,-0.11746344426309428,0.003878236867892652,0.049433690935400745,10.0
-0.0012846925004898321,114.16666666666667,-0.11401372109513229,0.0036010346293316323,0.04945155400156557,10.5
-0.0012914385694505106,114.23333333333333,-0.11558243266791986,0.0035827839927614754,0.049452442091516925,11.0
-0.0011077749357417696,117.85,-0.11682014595499947,0.004421197963077545,0.048622412741185124,11.5
-0.0013734942994174182,127.18333333333334,-0.1647380413154825,0.0025753568603431995,0.04880386894121614,12.0
-0.001198145409357104,130.66666666666666,-0.16857341802130923,0.0023055610480971376,0.04887902307093452,12.5
-0.001205107414882177,135.13333333333333,-0.17913964074931654,0.0028350499771815697,0.04880810287988376,13.0
-0.0011706592643852848,135.23333333333332,-0.17792222618425338,0.0029518800535302276,0.048820046073781466,13.5
-0.001152233585961722,135.5,-0.17358696899885304,0.0029409717141230898,0.04882121055577495,14.0
-0.001289187113551113,137.48333333333332,-0.18002529211611143,0.002059272186607758,0.048265204470253974,14.5
-0.001380022409317596,141.83333333333334,-0.18728436671009627,0.003070269816258651,0.0484114163110774,15.0
-0.0014402650544105276,146.5,-0.18317839362827693,0.0032381704457460415,0.048410817342196204,15.5
-0.0014274334785366327,147.1,-0.17643307468894037,0.0032877225231455844,0.04841783426264661,16.0
