mean_of_mean_performance,number_of_monthly_predictions,combined_metric,mean_monthly_corpus_return,k_percent
0.001707074691712434,36.55,-0.030414179421635164,0.08724734608935418,1.0
0.001707074691712434,36.55,-0.030414179421635164,0.08724734608935418,1.5
0.001707074691712434,36.55,-0.030414179421635164,0.08724734608935418,2.0
0.0022116800399631753,41.13333333333333,-0.06869118278490524,-0.02679130224445401,2.5
0.006402064920758769,57.31666666666667,0.19356009802186372,-0.5594245570316317,3.0
0.005900248564719465,59.516666666666666,0.17807695821839667,-0.5887530511828708,3.5
0.005900248564719465,59.516666666666666,0.17807695821839667,-0.5887530511828708,4.0
0.005900248564719465,59.516666666666666,0.17807695821839667,-0.5887530511828708,4.5
0.0059539033399598875,62.78333333333333,0.16761903636014885,-0.6489830245670718,5.0
0.005947132769267206,65.81666666666666,0.16540644646445885,-0.6931309737354207,5.5
0.0036209719870164987,69.6,0.16344311177800777,-0.6096792325225854,6.0
0.0035445092171289914,71.9,0.15313705948771356,-0.5798313865619646,6.5
0.003504674211309479,72.6,0.1562131330826565,-0.6265282992110632,7.0
0.003684738932364508,74.03333333333333,0.16521595484904006,-0.6178720622660495,7.5
0.0037302802422045397,75.95,0.15152583943548018,-0.5652738222251864,8.0
0.0036988829729610122,75.96666666666667,0.14915145580419994,-0.5891749574236007,8.5
0.00366996397527378,79.68333333333334,0.15238560051317404,-0.5427080600709,9.0
0.0031934316759548373,80.61666666666666,0.13713695993678238,-0.5814850692794545,9.5
0.0033636904217149944,83.08333333333333,0.1355001130258429,-0.7426191618702312,10.0
0.003399385914507169,83.61666666666666,0.13712529377657742,-0.7203977996624734,10.5
0.0033283490596481783,83.91666666666667,0.12850956149850615,-0.8107923549780296,11.0
0.003158822629000554,85.0,0.1192139149317941,-0.8271296659096986,11.5
0.0023895671735107466,86.8,0.10506508393946576,-0.7302304235458821,12.0
0.0023247482186404588,90.06666666666666,0.10046928652414412,-0.7555214476584128,12.5
0.001459846395396124,90.66666666666667,0.09877873036674541,-0.7809916281091328,13.0
0.001429433400677819,90.73333333333333,0.09436650135038473,-0.7801767431158066,13.5
0.0013740162919371256,90.88333333333334,0.09149326326310954,-0.7919346922131875,14.0
0.0012328851327517917,92.23333333333333,0.09636179471651134,-0.4819354775672916,14.5
0.001697734813101616,93.81666666666666,0.10743766978869947,-0.4866939484979754,15.0
0.0018290095182840907,96.71666666666667,0.08620484456959703,-0.5235225360180401,15.5
0.001846967936379291,97.63333333333334,0.0750741008891453,-0.5050707258185446,16.0
0.0018540704329969109,97.66666666666667,0.07515339329945718,-0.5038806187877518,16.5
0.001846485899136647,98.35,0.08355193848716763,-0.47025141913317065,17.0
0.0018721104561435335,99.38333333333334,0.07892048061253597,-0.6137267901457668,17.5
0.001976201502219134,101.61666666666666,0.09378059360010485,-0.5950903699526434,18.0
0.002059631915526601,102.55,0.10317349262526167,-0.5538903647599169,18.5
0.0019083745760476287,102.81666666666666,0.09472371703347901,-0.5987035250080722,19.0
0.0018858319872611005,103.38333333333334,0.09031600975401709,-0.5951341555419817,19.5
0.0017834267919794148,104.51666666666667,0.07590296236479602,-0.6101803178437585,20.0
0.001538623980621999,105.55,0.07394621387342509,-0.6680371250551229,20.5
0.0013923815007910692,106.95,0.06484165207989451,-0.6104371768313784,21.0
0.0015676664011105164,108.45,0.08996683205957114,-0.582122348654198,21.5
0.0015904473914095968,108.88333333333334,0.09559583973616688,-0.5788166817402455,22.0
0.0016531273749802052,109.11666666666666,0.10653665203297627,-0.5707083454775733,22.5
0.001567440550226322,110.0,0.12789310118310357,-0.5479322541737556,23.0
0.0015840133397389614,110.33333333333333,0.13035673419901356,-0.5640843804786191,23.5
0.001504247332857521,113.11666666666666,0.12789465705604675,-0.5806851526642773,24.0
0.0014951330466969283,113.76666666666667,0.12661566159034598,-0.610078768314895,24.5
0.0014951330466969283,113.76666666666667,0.12661566159034598,-0.610078768314895,25.0
0.0015018658988311768,113.93333333333334,0.13046189645997772,-0.4840855336428524,25.5
0.0014443829793745414,114.2,0.13001240850548154,-0.5068510097896906,26.0
0.001325920424625971,115.25,0.1282006990866215,-0.49141880783767,26.5
0.0014201244030292491,115.35,0.13016448069994768,-0.46848050423341175,27.0
0.001662852781582365,115.86666666666666,0.13331223569070474,-0.45323801238661865,27.5
0.0016620769574408072,115.91666666666667,0.13271101627981838,-0.45495652083776633,28.0
0.001661333333842775,115.93333333333334,0.1325642162046587,-0.4547809926911117,28.5
0.0016755881895450428,117.25,0.11366941893285044,-0.4599190180259355,29.0
0.0015760463273892607,118.83333333333333,0.09561092862254138,-0.4807468402423326,29.5
0.001528291569843248,119.28333333333333,0.09219567579227456,-0.5199916083872728,30.0
0.0015601086895332072,120.0,0.09030396467612274,-0.5207198463823872,30.5
0.001602868929019551,120.1,0.09315588389755494,-0.5221776855843794,31.0
0.0015676393500491,120.36666666666666,0.08928636918792408,-0.5168335502749368,31.5
0.001464384108382897,120.53333333333333,0.0803054874022581,-0.5706150820492628,32.0
0.0016937785641216983,121.88333333333334,0.055663700061412205,-0.5884111412001184,32.5
0.0017581205081371562,121.93333333333334,0.059720552806284716,-0.5901353483882791,33.0
0.0017499369884466736,122.58333333333333,0.05715394116750431,-0.5925994803458355,33.5
0.0017499369884466736,122.58333333333333,0.05715394116750431,-0.5925994803458355,34.0
0.0014105285127109504,123.71666666666667,0.05809889545880262,-0.5537375768747789,34.5
0.0014099170584034252,123.76666666666667,0.05763685267922442,-0.5494681755656968,35.0
0.0011452028365578316,124.45,0.052457496145610266,-0.5560385090110798,35.5
